"ï..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"CEN72","04-January-1999",1999,"Protests","Protest with intervention","Protesters (Central African Republic)","","MINURCA: United Nations Mission in the Central African Republic (1998-2000)","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"AFP","International","Parliament reopened amid protests and was marked by the departure of all opposition members shortly after the session began. United Nations troops were sent to the building after the crowd demanded the departure of the republican guard.",0
"CEN1591","22-December-2013",2013,"Protests","Protest with intervention","Protesters (Central African Republic)","Muslim Group (Central African Republic)","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"AFP","International","Thousands of pro-Seleka Muslims protest against the French army in Bangui. This follows the death of three ex-Seleka members who died earlier that day during a clash with French soldiers. Congolese police force of MISCA intervented to moved protesters who were blocking a main road.",0
"CEN1637","01-January-2014",2014,"Protests","Excessive force against protesters","Protesters (Central African Republic)","","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"RCA (Central African Republic)","National","A sit-in was staged at Bangui MPoko airport by youths. This prevented planes from landing. It was broken up by Chadian elements of MISCA who opened fire, killing four.",4
"CEN2028","09-March-2014",2014,"Protests","Protest with intervention","Protesters (Central African Republic)","Anti-Balaka","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","Military Forces of France (2012-2017)","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"RCA (Central African Republic)","National","Elements of Anti-Balaka revolted against the killing of one of their members by FACA and demanding the disarmament of FACA. The situation was calmed through the intervention of MISCA and Sangaris some hours later.",0
"CEN2430","14-July-2014",2014,"Protests","Excessive force against protesters","Protesters (Central African Republic)","Students (Central African Republic)","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"RCA (Central African Republic)","National","300 students, dressed in black as a sign of mourning, organised a march to claim the right to education. The peaceful march was dispersed by the elements of Misca who fired shots and tear gas on them, to the dismay of demonstrators who wanted to submit a memorandum to the Head of State. Several students injured, including one who fell unconscious.",0
"CEN2485","20-August-2014",2014,"Protests","Protest with intervention","Protesters (Central African Republic)","Muslim Group (Central African Republic)","MISCA: African-led International Support Mission to the Central African Republic (2013-2014)","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"RCA (Central African Republic)","National","More than 100 Muslims demonstrate outside the MINUSCA office against the death of a member of their community, who died in the incidents of 19th and 20th August. MISCA Force Commander, Brigadier General Martin chomu Tumenta, spoke with the demonstrators to calm the situation.",0
"CEN2651","20-November-2014",2014,"Protests","Protest with intervention","Protesters (Central African Republic)","Seleka Militia","Military Forces of France (2012-2017)","MINUSCA: United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (2014-)","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"AFP; La Nouvelle Centrafrique","Regional-International","Ex-Seleka protested once again against the plans to relocate them to other regions of the country. Some ex-Seleka were armed, but there we no reports of any incidents. The protest was contained by Sangaris, MINUSCA and EUFOR-RCA troops.",0
"CEN2769","04-February-2015",2015,"Protests","Peaceful protest","Protesters (Central African Republic)","Military Forces of France (2012-2017); MINUSCA: United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (2014-)","","","Middle Africa","Central African Republic","Ouaka","Bambari","Bambari","Bambari",5.765,20.654,"RCA (Central African Republic)","National","Residents of Bambari marched to demand a return to normal for their city, and the departure of Seleka General Ali Darassa. Sangaris and MINUSCA forces were present to ensure the safety of those involved.",0
"CEN2840","18-April-2015",2015,"Protests","Peaceful protest","Protesters (Central African Republic)","MINUSCA: United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (2014-)","","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"RCA (Central African Republic)","National","A march calling for freedom of mobility and goods and social cohesion was organized by the NGO Search for Common Ground. The marchers walked from Independence Avenue to Koudoukou Avenue. MINUSCA and gednarmerie forces kept watch over the march.",0
"CEN2980","28-September-2015",2015,"Protests","Excessive force against protesters","Protesters (Central African Republic)","","MINUSCA: United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (2014-)","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"RCA (Central African Republic); Deutsche Welle; AFP; Radio Ndeke Luka","National-International","A protest march was organized and a civil disobedience movement was called in response to the ongoing violence in Bangui. MINSUCA forces allegedly fired upon the several hundred marchers who were heading to the Office of the President to demand the resignation of the President with live bullets, killing 3 and injuring several, but UN sources dispute this. Most sources agree that three were killed.",3
"CEN3288","28-September-2016",2016,"Protests","Protest with intervention","Protesters (Central African Republic)","","MINUSCA: United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (2014-)","","Middle Africa","Central African Republic","Nana-Grebizi","Kaga-Bandoro","Kaga-Bandoro","Kaga-Bandoro",6.99,19.192,"Radio Ndeke Luka","National","After a man was killed by alleged former Seleka fighters, residents of Kaga-Bandoro stormed the front of the MINUSCA office in the town and demanded the departure of the Pakistani contingent. The protesters were dispersed peacefully by the UN.",0
"CEN3289","29-September-2016",2016,"Protests","Protest with intervention","Protesters (Central African Republic)","","Police Forces of the Central African Republic (2016-)","MINUSCA: United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (2014-)","Middle Africa","Central African Republic","Bangui","Bangui","Arrondissement 5","Bangui - 5",4.39,18.545,"RCA (Central African Republic)","National","Residents of the Gbakondja Yassimandji neighbourhood of the 5th district of Bangui protested to demand the municipality provide electricity and deal with garbage collection which has become backed up in their area. MINUSCA and local police were on hand but no incidents were reported.",0
"CEN3776","02-December-2017",2017,"Protests","Excessive force against protesters","Protesters (Central African Republic)","","MINUSCA: United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (2014-)","","Middle Africa","Central African Republic","Bangui","Bangui","Bangui","Bangui",4.361,18.555,"Radio Ndeke Luka","National","Following the death of a man at the Bangui M'Poko airport, displeased youths expressed their anger at the entrance to the airport guarded by international forces. According to the deputy, the international forces fired live bullet into the crowd, causing two deaths.",2
"CEN47972","08-March-2021",2021,"Protests","Peaceful protest","Protesters (Central African Republic)","Women (Central African Republic); MINUSCA: United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (2014-); Aid Workers (Central African Republic)","","","Middle Africa","Central African Republic","Mambere-Kadei","Berberati","Basse-Batouri","Berberati",4.255,15.787,"ReliefWeb; MINUSCA","Other-National","On 8 March 2021, about 200 women, including women serving with humanitarian organizations and MINUSCA, marched in Berberati (Berberati, Mambere-Kadei) on the occasion of the International Women's Day and protested for Women's Rights. [size=about 200]",0
"DRC2603","08-October-2004",2004,"Protests","Excessive force against protesters","Protesters (Democratic Republic of Congo)","","MONUC: United Nations Organization Mission in Democratic Republic of Congo (1999-2010)","","Middle Africa","Democratic Republic of Congo","Sud-Kivu","Uvira","Uvira","Uvira",-3.395,29.138,"Radio Okapi","National","Residents again protested return of Banyamulenge refugees, fearing rebel infiltrators. MONUC attacked, 1 civilian killed.",1
"DRC3724","01-September-2008",2008,"Protests","Protest with intervention","MONUC: United Nations Organization Mission in Democratic Republic of Congo (1999-2010)","","Protesters (Democratic Republic of Congo)","","Middle Africa","Democratic Republic of Congo","Nord-Kivu","Rutshuru","Rutshuru","Rutshuru",-1.187,29.446,"The New Humanitarian","International","Civilians protesting MONUC because they want government to fight the rebels out of the territory theyre inhabiting.",0
"DRC3727","02-September-2008",2008,"Protests","Protest with intervention","MONUC: United Nations Organization Mission in Democratic Republic of Congo (1999-2010)","","Protesters (Democratic Republic of Congo)","","Middle Africa","Democratic Republic of Congo","Nord-Kivu","Rutshuru","Rutshuru","Rutshuru",-1.187,29.446,"The New Humanitarian","International","Civilians protesting MONUC because they want government to fight the rebels out of the territory theyre inhabiting.",0
"DRC9296","27-May-2015",2015,"Protests","Peaceful protest","Protesters (Democratic Republic of Congo)","MONUSCO: United Nations Organization Stabilization Mission in Democratic Republic of Congo (2010-)","","","Middle Africa","Democratic Republic of Congo","Nord-Kivu","Goma","Goma","Goma",-1.693,29.234,"Radio Okapi","National","National staff of MONUSCO staged a 72-hour sit-in at MONUSCOs various headquarters across the DR-Congos provinces.",0
"DRC9295","27-May-2015",2015,"Protests","Peaceful protest","Protesters (Democratic Republic of Congo)","MONUSCO: United Nations Organization Stabilization Mission in Democratic Republic of Congo (2010-)","","","Middle Africa","Democratic Republic of Congo","Sud-Kivu","Bukavu","Bukavu","Bukavu",-2.5,28.867,"Radio Okapi","National","National staff of MONUSCO staged a 72-hour sit-in at MONUSCOs various headquarters across the DR-Congos provinces.",0
"DRC9300","27-May-2015",2015,"Protests","Peaceful protest","Protesters (Democratic Republic of Congo)","MONUSCO: United Nations Organization Stabilization Mission in Democratic Republic of Congo (2010-)","","","Middle Africa","Democratic Republic of Congo","Kinshasa","","","Kinshasa",-4.325,15.322,"Radio Okapi","National","National staff of MONUSCO staged a 72-hour sit-in at MONUSCOs various headquarters across the DR-Congos provinces.",0
"DRC9305","27-May-2015",2015,"Protests","Peaceful protest","Protesters (Democratic Republic of Congo)","MONUSCO: United Nations Organization Stabilization Mission in Democratic Republic of Congo (2010-)","","","Middle Africa","Democratic Republic of Congo","Kasai-Oriental","Mbuji-Mayi","","Mbuji Mayi",-6.15,23.6,"Radio Okapi","National","National staff of MONUSCO staged a 72-hour sit-in at MONUSCOs various headquarters across the DR-Congos provinces.",0
"DRC9301","27-May-2015",2015,"Protests","Peaceful protest","Protesters (Democratic Republic of Congo)","MONUSCO: United Nations Organization Stabilization Mission in Democratic Republic of Congo (2010-)","","","Middle Africa","Democratic Republic of Congo","Tshopo","Kisangani","","Kisangani",0.515,25.19,"Radio Okapi","National","National staff of MONUSCO staged a 72-hour sit-in at MONUSCOs various headquarters across the DR-Congos provinces.",0
"DRC9304","27-May-2015",2015,"Protests","Peaceful protest","Protesters (Democratic Republic of Congo)","MONUSCO: United Nations Organization Stabilization Mission in Democratic Republic of Congo (2010-)","","","Middle Africa","Democratic Republic of Congo","Equateur","Mbandaka","","Mbandaka",0.047,18.271,"Radio Okapi","National","National staff of MONUSCO staged a 72-hour sit-in at MONUSCOs various headquarters across the DR-Congos provinces.",0
"DRC9297","27-May-2015",2015,"Protests","Peaceful protest","Protesters (Democratic Republic of Congo)","MONUSCO: United Nations Organization Stabilization Mission in Democratic Republic of Congo (2010-)","","","Middle Africa","Democratic Republic of Congo","Kasai-Central","Kananga","","Kananga",-5.896,22.418,"Radio Okapi","National","National staff of MONUSCO staged a 72-hour sit-in at MONUSCOs various headquarters across the DR-Congos provinces.",0
"DRC9302","27-May-2015",2015,"Protests","Peaceful protest","Protesters (Democratic Republic of Congo)","MONUSCO: United Nations Organization Stabilization Mission in Democratic Republic of Congo (2010-)","","","Middle Africa","Democratic Republic of Congo","Haut-Katanga","Lubumbashi","","Lubumbashi",-11.66,27.474,"Radio Okapi","National","National staff of MONUSCO staged a 72-hour sit-in at MONUSCOs various headquarters across the DR-Congos provinces.",0
"DRC9299","27-May-2015",2015,"Protests","Peaceful protest","Protesters (Democratic Republic of Congo)","MONUSCO: United Nations Organization Stabilization Mission in Democratic Republic of Congo (2010-)","","","Middle Africa","Democratic Republic of Congo","Maniema","Kindu","","Kindu",-2.944,25.922,"Radio Okapi","National","National staff of MONUSCO staged a 72-hour sit-in at MONUSCOs various headquarters across the DR-Congos provinces.",0
"DRC9303","27-May-2015",2015,"Protests","Peaceful protest","Protesters (Democratic Republic of Congo)","MONUSCO: United Nations Organization Stabilization Mission in Democratic Republic of Congo (2010-)","","","Middle Africa","Democratic Republic of Congo","Kongo-Central","Matadi","","Matadi",-5.837,13.45,"Radio Okapi","National","National staff of MONUSCO staged a 72-hour sit-in at MONUSCOs various headquarters across the DR-Congos provinces.",0
"DRC9298","27-May-2015",2015,"Protests","Peaceful protest","Protesters (Democratic Republic of Congo)","MONUSCO: United Nations Organization Stabilization Mission in Democratic Republic of Congo (2010-)","","","Middle Africa","Democratic Republic of Congo","Kwilu","Kikwit","","Kikwit",-5.041,18.816,"Radio Okapi","National","National staff of MONUSCO staged a 72-hour sit in at MONUSCOs various headquarters across the DR Congos provinces.",0
"DRC9313","28-May-2015",2015,"Protests","Peaceful protest","Protesters (Democratic Republic of Congo)","MONUSCO: United Nations Organization Stabilization Mission in Democratic Republic of Congo (2010-)","","","Middle Africa","Democratic Republic of Congo","Kinshasa","","","Kinshasa",-4.325,15.322,"Radio Okapi","National","National staff of MONUSCO staged a 72-hour sit-in at MONUSCOs various headquarters across the DR-Congos provinces.",0
"DRC9317","28-May-2015",2015,"Protests","Peaceful protest","Protesters (Democratic Republic of Congo)","MONUSCO: United Nations Organization Stabilization Mission in Democratic Republic of Congo (2010-)","","","Middle Africa","Democratic Republic of Congo","Equateur","Mbandaka","","Mbandaka",0.047,18.271,"Radio Okapi","National","National staff of MONUSCO staged a 72-hour sit-in at MONUSCOs various headquarters across the DR-Congos provinces.",0
"DRC9310","28-May-2015",2015,"Protests","Peaceful protest","Protesters (Democratic Republic of Congo)","MONUSCO: United Nations Organization Stabilization Mission in Democratic Republic of Congo (2010-)","","","Middle Africa","Democratic Republic of Congo","Kasai-Central","Kananga","","Kananga",-5.896,22.418,"Radio Okapi","National","National staff of MONUSCO staged a 72-hour sit-in at MONUSCOs various headquarters across the DR-Congos provinces.",0
