X,Y,osm_id,amenity,addrfull,network,operator,addrcity,name,source
38.775582,9.0325594,4739178422,bank,,,,,,
38.7998427,9.0219553,4739178521,bank,,,,,,
39.4569359,13.5100076,4740242322,bank,,,,,ንግዲ ባንኪ ኢትዮጵያ ጨንፈር ዓዲ ሹምዱሑን,
39.4702895,13.4886926,4740325323,bank,,,,,Ethiopian Insurance Corporation የኢትዮጵያ መድህን ድርጅት,
38.8110565,9.013723,4741022027,atm,,,Government,,,
38.8329802,9.0281699,4741022029,bank,,,Government,,,
39.5383536,9.6806899,4741022030,bank,,,,,,
39.7618396,9.8457456,4741022032,bank,,,,,,
39.7620384,9.846372,4741034023,bank,,,,,,
39.8978908,10.0005078,4743460150,bank,,,,,,
38.7318384,9.0337683,4743461527,bank,,,,,አውቶብስ ተራ,
38.7368327,9.0596031,4748782327,bank,,,,,Nib International Bank Addisu Gebeya Branch | ንብ ባንክ,
38.7364677,9.0596974,4748782328,bank,,,,,Addis International Bank Addisu Gebeya Branch | አዲስ ኢንተርናሽናል ባንክ,
38.7954924,9.0180085,4748782330,bank,,,,,,
38.7659145,9.0165641,4748782331,bank,,,,,,
38.765627,9.0166343,4748782332,bank,,,,,,
38.7511381,9.0147086,4748782333,bank,,,,,አዋሽ ባንክ (ፊንፊኔ ቅርንጫፍ),
39.8999699,10.0017008,4748799523,bank,,,,,,
39.8988712,10.0013352,4748799525,bank,,,,,,
38.7369408,9.0595216,4748799528,bank,,,,,Awash International Bank Addisu Gebeya Branch | አዋሽ ባንክ,
38.7510217,9.0304707,4748799529,bank,,,,,,
39.8979356,10.0006491,4748805325,bank,,,,,,
38.7436108,9.0518871,4748805329,bank,,,,,Abyssia Bank Semen Mazegaja Branch,
38.7367105,9.0597317,4748805330,bank,,,,,Abyssina Addisu Gebeya Branch | አቢሲንያ ባንክ,
38.7507671,9.0139177,4748805331,bank,,,,,,
39.9010723,10.0027815,4748805422,bank,,,,,,
38.7498692,8.982156,4748805423,bank,,,,,,
38.8098905,9.0200283,4748805822,bank,,,,,Bank of Abyssinia Gurdshola Branch,
38.7958462,9.0181002,4748805823,bank,,,Government,,,
38.7893724,9.0216189,4748805824,bank,,,,,,
38.7528211,9.0323523,4748862423,bank,,,,,,
38.8775134,9.0285481,4759267850,atm,,,Dashen Bank,,,
38.8774723,9.0286049,4759269497,bank,,,,,ዳሽን ባንክ,
38.8772797,9.0255968,4759269502,bank,,,Government,,የኢትዮጵያ ንግድ ባንክ,
38.8428574,9.0022544,4759913926,bank,,,Government,,የኢትዮጵያ ንግድ ባንክ,
38.8427337,9.0021784,4759913927,atm,,,Government,,,
38.7142788,9.0337976,4769737622,bank,,,,,,
38.7143011,9.0338171,4769737623,bank,,,,,,
38.714308,9.0338445,4769738021,bank,,,,,,
38.7143033,9.0338748,4769738022,bank,,,,,,
38.7626,8.912435,4769738725,atm,,,Temesgen,,,
38.749609,8.9838732,4777249224,bank,,,,,,
38.8012923,9.0013048,4777256925,bank,,,,,,
39.5399225,13.4750891,4778599423,atm,,,CBE,,,
38.7674379,9.0050057,4779467421,bank,,,,,,
38.7675268,9.0048748,4779467422,bank,,,,,,
38.7639578,9.0092692,4779467521,bank,,,,,,
38.7578638,9.0175559,4788649721,bank,,,Government,,,
38.9836571,8.749031,4788649722,bank,,,,,,
38.7725039,8.8949573,4788649921,bank,,,Government,,,
38.7946568,9.0217505,4788699921,bank,,,,,,
38.7889408,9.0216777,4788700221,bank,,,,,,
39.1251442,8.586851,4791214169,bank,,,,,Bank of Abyisinnia,
38.8359783,9.021484,4791268522,atm,,,Government,,,
38.8359612,9.0214651,4791278122,bank,,,Government,Addis Ababa,,
38.7447389,9.0269506,4794899721,bank,,,,,,
38.7640041,8.960701,4797013922,bank,,,,,,
41.8621038,9.5938596,4800340425,bank,,,,,,
41.864425,9.5903654,4800340437,bank,,,,,Bank of Abyssinia,
41.8617166,9.594319,4800346722,post_office,,,,,Post Office,
38.7952874,9.0230433,4804271622,bank,,,Government,,,
38.8376651,9.0109284,4804271623,bank,,,Government,,,
38.8382201,9.0111737,4804271624,bank,,,,,,
38.8380608,9.0108915,4804291022,bank,,,,,,
41.8584246,9.5876605,4805107327,bank,,,,,ዘመን ባንክ,
42.1280859,9.3114324,4814904423,bank,,,,,,
42.1285481,9.3121033,4814904424,bank,,,,,,
42.1312755,9.3120506,4814904425,bank,,,,,,
42.1313707,9.3117972,4814904426,bank,,,,,,
40.7544267,9.2331126,4814928621,bank,,,,,,
42.1283264,9.3116303,4814929021,bank,,,,,,
42.1304619,9.3109822,4814929022,bank,,,,,,
42.1312375,9.3122623,4814929023,bank,,,,,,
42.1307569,9.3118231,4814929221,bank,,,,,,
42.0095348,9.3963446,4815360622,bank,,,,,,
41.9761591,9.4028134,4815362121,bank,,,,,,
41.8666043,9.5903636,4815863348,bank,,,,,,
41.8659124,9.5901836,4815863350,bank,,,,,,
41.8652843,9.5906056,4815870223,bank,,,,,,
41.8656592,9.5902286,4815874421,bank,,,,,,
