age,year,EDclass,yob,PSLrate
61,1992,1,1931,39.07742691
61,1992,3,1931,35.0951767
62,1992,0,1930,35.62175751
62,1992,1,1930,35.51512909
62,1992,3,1930,36.15883636
63,1992,0,1929,37.03823471
63,1992,1,1929,37.94984818
63,1992,3,1929,32.4704361
64,1992,0,1928,35.96364212
64,1992,1,1928,39.23461914
64,1992,3,1928,22.21287537
65,1992,0,1927,32.87430954
65,1992,1,1927,32.87649918
65,1992,3,1927,32.86296082
66,1992,0,1926,35.70962524
66,1992,1,1926,36.38497543
66,1992,3,1926,32.31865692
67,1992,0,1925,33.16075134
67,1992,1,1925,32.6855011
67,1992,3,1925,36.07600784
68,1992,0,1924,36.49738693
68,1992,1,1924,37.00051498
68,1992,3,1924,33.20214081
69,1992,0,1923,36.18693542
69,1992,1,1923,34.55908585
69,1992,3,1923,49.95985413
70,1992,0,1922,31.57073975
70,1992,1,1922,31.885952
70,1992,3,1922,29.82167625
71,1992,0,1921,33.62770081
71,1992,1,1921,32.94291687
71,1992,3,1921,37.72792816
72,1992,0,1920,35.1336441
72,1992,1,1920,35.16740417
72,1992,3,1920,34.88368988
73,1992,0,1919,32.77737045
73,1992,1,1919,32.94850159
73,1992,3,1919,31.5982399
74,1992,0,1918,39.2036171
74,1992,1,1918,38.73840714
74,1992,3,1918,42.42158127
25,1993,0,1968,19.28824425
25,1993,1,1968,23.01148987
25,1993,3,1968,8.539744377
26,1993,0,1967,19.02019119
26,1993,1,1967,23.27316284
26,1993,3,1967,7.383997917
27,1993,0,1966,19.42800522
27,1993,1,1966,24.1011467
27,1993,3,1966,6.772413731
28,1993,0,1965,21.57486916
28,1993,1,1965,26.63358688
28,1993,3,1965,9.213046074
29,1993,0,1964,21.51917839
29,1993,1,1964,26.49765968
29,1993,3,1964,8.151237488
30,1993,0,1963,22.41209984
30,1993,1,1963,27.48025131
30,1993,3,1963,7.997605324
31,1993,0,1962,24.36690712
31,1993,1,1962,30.50683594
31,1993,3,1962,8.537837029
32,1993,0,1961,23.66531372
32,1993,1,1961,29.41201591
32,1993,3,1961,8.358877182
33,1993,0,1960,25.96549034
33,1993,1,1960,30.33179474
33,1993,3,1960,11.80082226
34,1993,0,1959,28.21987534
34,1993,1,1959,35.82549667
34,1993,3,1959,8.732536316
35,1993,0,1958,29.29365349
35,1993,1,1958,36.78797913
35,1993,3,1958,9.834412575
36,1993,0,1957,30.45646667
36,1993,1,1957,36.03840256
36,1993,3,1957,14.7596035
37,1993,0,1956,29.24250603
37,1993,1,1956,36.11957169
37,1993,3,1956,11.55735111
38,1993,0,1955,29.07740784
38,1993,1,1955,34.64304352
38,1993,3,1955,14.75827217
39,1993,0,1954,34.44213104
39,1993,1,1954,42.93377686
39,1993,3,1954,14.38153934
40,1993,0,1953,32.96823883
40,1993,1,1953,40.83513641
40,1993,3,1953,15.41811371
41,1993,0,1952,35.41968536
41,1993,1,1952,45.38196564
41,1993,3,1952,15.01830292
42,1993,0,1951,34.46977615
42,1993,1,1951,43.40903473
42,1993,3,1951,16.12492752
43,1993,0,1950,34.14611053
43,1993,1,1950,40.80307388
43,1993,3,1950,17.29684448
44,1993,0,1949,33.60428238
44,1993,1,1949,40.11959076
44,1993,3,1949,19.60149384
45,1993,0,1948,29.83242416
45,1993,1,1948,33.91614532
45,1993,3,1948,20.79899979
46,1993,0,1947,30.67269516
46,1993,1,1947,35.84689331
46,1993,3,1947,19.39560318
47,1993,0,1946,33.28565979
47,1993,1,1946,36.76865768
47,1993,3,1946,24.25535202
48,1993,0,1945,32.42610168
48,1993,1,1945,35.9408989
48,1993,3,1945,23.36556816
49,1993,0,1944,30.83667564
49,1993,1,1944,33.09820557
49,1993,3,1944,24.83325577
50,1993,0,1943,28.61071396
50,1993,1,1943,30.55654144
50,1993,3,1943,22.94218445
51,1993,0,1942,34.38361359
51,1993,1,1942,36.98371124
51,1993,3,1942,27.15381622
52,1993,0,1941,32.6522789
52,1993,1,1941,34.97052765
52,1993,3,1941,24.61342239
53,1993,0,1940,34.62536621
53,1993,1,1940,37.44440079
53,1993,3,1940,26.06526566
54,1993,0,1939,32.57495499
54,1993,1,1939,34.72409058
54,1993,3,1939,25.91488838
55,1993,0,1938,32.43656921
55,1993,1,1938,35.05167389
55,1993,3,1938,23.58107758
56,1993,0,1937,35.87534332
56,1993,1,1937,39.01081085
56,1993,3,1937,25.8476963
57,1993,0,1936,32.40142059
57,1993,1,1936,33.04428101
57,1993,3,1936,30.03269577
58,1993,0,1935,33.59510803
58,1993,1,1935,35.65897751
58,1993,3,1935,25.23234367
59,1993,0,1934,38.45301819
59,1993,1,1934,39.34780884
59,1993,3,1934,34.85266495
60,1993,0,1933,32.42642212
60,1993,1,1933,33.77960968
60,1993,3,1933,26.78189659
61,1993,0,1932,33.61527252
61,1993,1,1932,36.07934952
61,1993,3,1932,25.25438118
62,1993,0,1931,38.41181183
62,1993,1,1931,39.12786102
62,1993,3,1931,35.22779465
63,1993,0,1930,36.47804642
63,1993,1,1930,38.17380142
63,1993,3,1930,29.17075157
64,1993,0,1929,34.59790802
64,1993,1,1929,36.37957001
64,1993,3,1929,25.21740913
65,1993,0,1928,34.49642563
65,1993,1,1928,36.10094833
65,1993,3,1928,26.8483181
66,1993,0,1927,36.7232132
66,1993,1,1927,37.02571106
66,1993,3,1927,35.04622269
67,1993,0,1926,34.12638474
67,1993,1,1926,34.58495712
67,1993,3,1926,31.67948341
68,1993,0,1925,35.56916428
68,1993,1,1925,35.80997467
68,1993,3,1925,34.21698761
69,1993,0,1924,35.43047333
69,1993,1,1924,33.8992157
69,1993,3,1924,46.23283005
70,1993,0,1923,32.46953201
70,1993,1,1923,30.50801468
70,1993,3,1923,47.90021515
71,1993,0,1922,33.503582
71,1993,1,1922,36.07511139
71,1993,3,1922,20.84012985
72,1993,0,1921,35.06915283
72,1993,1,1921,34.65596771
72,1993,3,1921,37.90739822
73,1993,0,1920,36.55094147
73,1993,1,1920,33.33844376
73,1993,3,1920,65.57223511
74,1993,0,1919,36.40029144
74,1993,1,1919,36.25392914
74,1993,3,1919,37.35744858
25,1994,0,1969,18.94276619
25,1994,1,1969,23.7421875
25,1994,3,1969,6.287866592
26,1994,0,1968,21.3053875
26,1994,1,1968,25.96717834
26,1994,3,1968,9.013303757
27,1994,0,1967,21.99888802
27,1994,1,1967,26.97653961
27,1994,3,1967,8.650968552
28,1994,0,1966,22.40148163
28,1994,1,1966,27.49333954
28,1994,3,1966,8.612524033
29,1994,0,1965,24.01068115
29,1994,1,1965,29.53077698
29,1994,3,1965,8.663976669
30,1994,0,1964,22.65913582
30,1994,1,1964,27.14879799
30,1994,3,1964,9.918185234
31,1994,0,1963,24.37887001
31,1994,1,1963,29.42863083
31,1994,3,1963,10.05405712
32,1994,0,1962,26.40215683
32,1994,1,1962,32.79923248
32,1994,3,1962,9.670799255
33,1994,0,1961,27.83020973
33,1994,1,1961,34.01344681
33,1994,3,1961,11.39437675
34,1994,0,1960,29.39401436
34,1994,1,1960,35.57125473
34,1994,3,1960,12.48552513
35,1994,0,1959,29.88072968
35,1994,1,1959,36.89277267
35,1994,3,1959,10.08970833
36,1994,0,1958,30.79330635
36,1994,1,1958,38.2756424
36,1994,3,1958,11.67814732
37,1994,0,1957,33.55374146
37,1994,1,1957,41.33457184
37,1994,3,1957,13.16016293
38,1994,0,1956,31.19646454
38,1994,1,1956,37.82359314
38,1994,3,1956,14.00248528
39,1994,0,1955,35.05308533
39,1994,1,1955,43.93756866
39,1994,3,1955,14.48089695
40,1994,0,1954,35.50349426
40,1994,1,1954,42.98286438
40,1994,3,1954,17.14110184
41,1994,0,1953,34.30088043
41,1994,1,1953,42.15809631
41,1994,3,1953,16.49802589
42,1994,0,1952,35.61428833
42,1994,1,1952,45.16806793
42,1994,3,1952,17.66890335
43,1994,0,1951,35.80587769
43,1994,1,1951,45.49256516
43,1994,3,1951,16.53783417
44,1994,0,1950,34.28223038
44,1994,1,1950,42.47300339
44,1994,3,1950,17.83111763
45,1994,0,1949,34.64387131
45,1994,1,1949,41.88648224
45,1994,3,1949,20.20836067
46,1994,0,1948,32.37402725
46,1994,1,1948,37.04917526
46,1994,3,1948,22.50662804
47,1994,0,1947,32.98928452
47,1994,1,1947,36.56552505
47,1994,3,1947,24.34289169
48,1994,0,1946,31.24573517
48,1994,1,1946,35.32032776
48,1994,3,1946,21.92437744
49,1994,0,1945,33.88653946
49,1994,1,1945,36.70485687
49,1994,3,1945,26.78853798
50,1994,0,1944,33.39135742
50,1994,1,1944,37.70394897
50,1994,3,1944,22.8329277
51,1994,0,1943,34.70185089
51,1994,1,1943,36.63920212
51,1994,3,1943,29.18257523
52,1994,0,1942,32.88228607
52,1994,1,1942,35.14143753
52,1994,3,1942,25.75686073
53,1994,0,1941,33.32979965
53,1994,1,1941,35.43741989
53,1994,3,1941,26.31186485
54,1994,0,1940,36.39503479
54,1994,1,1940,40.21461487
54,1994,3,1940,24.65211105
55,1994,0,1939,33.19815445
55,1994,1,1939,35.75818253
55,1994,3,1939,25.12648964
56,1994,0,1938,32.17430115
56,1994,1,1938,34.72769165
56,1994,3,1938,23.78875351
57,1994,0,1937,36.41518784
57,1994,1,1937,38.45121002
57,1994,3,1937,29.56954002
58,1994,0,1936,32.58590698
58,1994,1,1936,33.36225891
58,1994,3,1936,29.50084305
59,1994,0,1935,34.14835739
59,1994,1,1935,34.82781601
59,1994,3,1935,31.46715736
60,1994,0,1934,33.92075348
60,1994,1,1934,33.65909576
60,1994,3,1934,35.1536293
61,1994,0,1933,35.31698608
61,1994,1,1933,35.20150375
61,1994,3,1933,35.78429794
62,1994,0,1932,37.61795807
62,1994,1,1932,38.99584198
62,1994,3,1932,32.65325546
63,1994,0,1931,34.48519516
63,1994,1,1931,35.08338928
63,1994,3,1931,31.47218895
64,1994,0,1930,35.4668045
64,1994,1,1930,36.17972946
64,1994,3,1930,32.18932343
65,1994,0,1929,34.37657166
65,1994,1,1929,35.36346436
65,1994,3,1929,29.39782715
66,1994,0,1928,35.71102524
66,1994,1,1928,35.67027283
66,1994,3,1928,35.93970871
67,1994,0,1927,35.59610748
67,1994,1,1927,35.7075882
67,1994,3,1927,35.04633713
68,1994,0,1926,35.22648239
68,1994,1,1926,35.32027435
68,1994,3,1926,34.78016281
69,1994,0,1925,35.56789398
69,1994,1,1925,34.78263092
69,1994,3,1925,40.35095978
70,1994,0,1924,36.96492767
70,1994,1,1924,35.3896637
70,1994,3,1924,48.43286514
71,1994,0,1923,30.61768532
71,1994,1,1923,31.11355591
71,1994,3,1923,27.77313995
72,1994,0,1922,35.13584137
72,1994,1,1922,34.58686447
72,1994,3,1922,38.40612793
73,1994,0,1921,36.85942841
73,1994,1,1921,36.0702095
73,1994,3,1921,43.90784454
74,1994,0,1920,36.83430099
74,1994,1,1920,36.84132004
74,1994,3,1920,36.78998566
25,1995,0,1970,21.18652153
25,1995,1,1970,25.88249969
25,1995,3,1970,8.416090012
26,1995,0,1969,20.18663025
26,1995,1,1969,24.70617676
26,1995,3,1969,9.277436256
27,1995,0,1968,20.34983253
27,1995,1,1968,25.69444656
27,1995,3,1968,7.273750782
28,1995,0,1967,22.83211708
28,1995,1,1967,27.66241455
28,1995,3,1967,10.89476204
29,1995,0,1966,22.46497917
29,1995,1,1966,29.08667374
29,1995,3,1966,7.052783012
30,1995,0,1965,22.67515373
30,1995,1,1965,28.72727013
30,1995,3,1965,7.480543137
31,1995,0,1964,25.65961266
31,1995,1,1964,33.37252808
31,1995,3,1964,8.478632927
32,1995,0,1963,27.73989868
32,1995,1,1963,35.36077881
32,1995,3,1963,9.913559914
33,1995,0,1962,27.34708214
33,1995,1,1962,33.38196182
33,1995,3,1962,11.29420853
34,1995,0,1961,29.11073112
34,1995,1,1961,36.92037201
34,1995,3,1961,10.11998749
35,1995,0,1960,27.65923882
35,1995,1,1960,33.79708862
35,1995,3,1960,10.93760109
36,1995,0,1959,33.13665009
36,1995,1,1959,41.89235687
36,1995,3,1959,10.29402924
37,1995,0,1958,31.35684586
37,1995,1,1958,39.14006042
37,1995,3,1958,11.47017097
38,1995,0,1957,31.93431473
38,1995,1,1957,40.4315033
38,1995,3,1957,11.76136017
39,1995,0,1956,33.79139328
39,1995,1,1956,42.74387741
39,1995,3,1956,13.86766338
40,1995,0,1955,36.20534515
40,1995,1,1955,43.95986938
40,1995,3,1955,18.39366531
41,1995,0,1954,37.01253891
41,1995,1,1954,43.9931221
41,1995,3,1954,18.51698685
42,1995,0,1953,35.48955536
42,1995,1,1953,43.77011108
42,1995,3,1953,18.41434669
43,1995,0,1952,36.24184418
43,1995,1,1952,45.66698074
43,1995,3,1952,16.61389351
44,1995,0,1951,36.81965256
44,1995,1,1951,44.53042603
44,1995,3,1951,19.87641525
45,1995,0,1950,37.90254211
45,1995,1,1950,47.41588593
45,1995,3,1950,19.51449394
46,1995,0,1949,35.82437134
46,1995,1,1949,43.53248596
46,1995,3,1949,20.3875618
47,1995,0,1948,32.62187195
47,1995,1,1948,40.31555557
47,1995,3,1948,17.46917343
48,1995,0,1947,32.72685242
48,1995,1,1947,39.55513382
48,1995,3,1947,18.62264061
49,1995,0,1946,34.60860443
49,1995,1,1946,42.41162872
49,1995,3,1946,19.79393387
50,1995,0,1945,34.67585754
50,1995,1,1945,39.2349968
50,1995,3,1945,24.64736938
51,1995,0,1944,34.64867401
51,1995,1,1944,38.01581573
51,1995,3,1944,25.42453384
52,1995,0,1943,34.49505615
52,1995,1,1943,39.46989441
52,1995,3,1943,21.76935577
53,1995,0,1942,31.58413315
53,1995,1,1942,32.46382904
53,1995,3,1942,28.69474411
54,1995,0,1941,34.92636108
54,1995,1,1941,38.71255875
54,1995,3,1941,24.99431038
55,1995,0,1940,33.83910751
55,1995,1,1940,36.86576462
55,1995,3,1940,24.38687897
56,1995,0,1939,28.14399719
56,1995,1,1939,29.44910431
56,1995,3,1939,23.2149086
57,1995,0,1938,32.90574646
57,1995,1,1938,35.70786285
57,1995,3,1938,22.37232399
58,1995,0,1937,36.51688766
58,1995,1,1937,39.53051376
58,1995,3,1937,26.13785744
59,1995,0,1936,32.48662567
59,1995,1,1936,33.87140274
59,1995,3,1936,27.75635529
60,1995,0,1935,39.82621384
60,1995,1,1935,42.74491882
60,1995,3,1935,29.38819122
61,1995,0,1934,36.16417313
61,1995,1,1934,37.84050369
61,1995,3,1934,29.2302475
62,1995,0,1933,33.65855789
62,1995,1,1933,34.54003906
62,1995,3,1933,29.92687798
63,1995,0,1932,32.54003906
63,1995,1,1932,33.16926575
63,1995,3,1932,30.1640358
64,1995,0,1931,34.69429016
64,1995,1,1931,35.43236542
64,1995,3,1931,31.1842289
65,1995,0,1930,32.54402542
65,1995,1,1930,32.46308136
65,1995,3,1930,32.95484924
66,1995,0,1929,36.48488617
66,1995,1,1929,36.58989716
66,1995,3,1929,36.00987244
67,1995,0,1928,33.71459198
67,1995,1,1928,33.29470825
67,1995,3,1928,36.12493896
68,1995,0,1927,37.02700806
68,1995,1,1927,37.29696274
68,1995,3,1927,35.60085678
69,1995,0,1926,33.63985062
69,1995,1,1926,34.29210663
69,1995,3,1926,30.42388153
70,1995,0,1925,35.42015457
70,1995,1,1925,35.9932518
70,1995,3,1925,32.39419937
71,1995,0,1924,36.25431442
71,1995,1,1924,34.92644119
71,1995,3,1924,45.17801666
72,1995,0,1923,31.87544632
72,1995,1,1923,31.66881561
72,1995,3,1923,33.11839294
73,1995,0,1922,35.90486908
73,1995,1,1922,35.35984802
73,1995,3,1922,39.29141235
74,1995,0,1921,33.43751144
74,1995,1,1921,33.2140007
74,1995,3,1921,34.75683975
25,1996,0,1971,18.05322838
25,1996,1,1971,23.23680115
25,1996,3,1971,6.861227036
26,1996,0,1970,21.30570221
26,1996,1,1970,28.05692101
26,1996,3,1970,7.410116196
27,1996,0,1969,22.80785942
27,1996,1,1969,29.55884361
27,1996,3,1969,8.753284454
28,1996,0,1968,22.23108864
28,1996,1,1968,27.93667221
28,1996,3,1968,7.698114872
29,1996,0,1967,22.67027283
29,1996,1,1967,29.77575493
29,1996,3,1967,8.1030159
30,1996,0,1966,20.60695648
30,1996,1,1966,26.06881332
30,1996,3,1966,7.840995312
31,1996,0,1965,23.8509903
31,1996,1,1965,31.06574821
31,1996,3,1965,8.401407242
32,1996,0,1964,27.1441555
32,1996,1,1964,34.21408081
32,1996,3,1964,10.62285042
33,1996,0,1963,27.81985283
33,1996,1,1963,35.2918129
33,1996,3,1963,9.774565697
34,1996,0,1962,28.68056297
34,1996,1,1962,35.29787827
34,1996,3,1962,11.71988201
35,1996,0,1961,28.84871674
35,1996,1,1961,36.46172333
35,1996,3,1961,10.73406124
36,1996,0,1960,31.6115303
36,1996,1,1960,39.48114014
36,1996,3,1960,10.99337387
37,1996,0,1959,35.50027084
37,1996,1,1959,44.32879639
37,1996,3,1959,13.34366703
38,1996,0,1958,33.10169983
38,1996,1,1958,40.34654236
38,1996,3,1958,14.09743118
39,1996,0,1957,35.05570221
39,1996,1,1957,44.02320862
39,1996,3,1957,14.108078
40,1996,0,1956,35.98782349
40,1996,1,1956,44.87842178
40,1996,3,1956,14.05068493
41,1996,0,1955,36.78587341
41,1996,1,1955,44.3694191
41,1996,3,1955,18.8421402
42,1996,0,1954,38.57914734
42,1996,1,1954,46.21405029
42,1996,3,1954,20.4190197
43,1996,0,1953,38.64922333
43,1996,1,1953,47.68888855
43,1996,3,1953,18.05732536
44,1996,0,1952,38.25635529
44,1996,1,1952,45.52290344
44,1996,3,1952,20.8553791
45,1996,0,1951,41.6002388
45,1996,1,1951,53.4630127
45,1996,3,1951,19.52963638
46,1996,0,1950,39.6440506
46,1996,1,1950,48.41905975
46,1996,3,1950,21.8024292
47,1996,0,1949,35.52806473
47,1996,1,1949,42.76634216
47,1996,3,1949,20.85627174
48,1996,0,1948,34.44760513
48,1996,1,1948,39.72483063
48,1996,3,1948,22.94316101
49,1996,0,1947,32.84393311
49,1996,1,1947,37.45492935
49,1996,3,1947,23.38198853
50,1996,0,1946,37.94239807
50,1996,1,1946,41.32780457
50,1996,3,1946,30.50704193
51,1996,0,1945,36.47589493
51,1996,1,1945,41.20662308
51,1996,3,1945,24.76782608
52,1996,0,1944,33.51071548
52,1996,1,1944,37.01013947
52,1996,3,1944,25.0848465
53,1996,0,1943,34.03727722
53,1996,1,1943,37.69877243
53,1996,3,1943,23.89813614
54,1996,0,1942,36.66779327
54,1996,1,1942,39.95450211
54,1996,3,1942,26.45590019
55,1996,0,1941,33.55994415
55,1996,1,1941,35.74764252
55,1996,3,1941,26.62697411
56,1996,0,1940,35.85221481
56,1996,1,1940,38.22162628
56,1996,3,1940,28.13482094
57,1996,0,1939,32.82078934
57,1996,1,1939,35.38779449
57,1996,3,1939,23.82334137
58,1996,0,1938,37.54917526
58,1996,1,1938,39.70549393
58,1996,3,1938,29.35445595
59,1996,0,1937,34.72240448
59,1996,1,1937,35.69751358
59,1996,3,1937,31.10865021
60,1996,0,1936,31.33942413
60,1996,1,1936,33.84238052
60,1996,3,1936,22.01353645
61,1996,0,1935,36.59292221
61,1996,1,1935,37.81522751
61,1996,3,1935,31.9158783
62,1996,0,1934,38.3806839
62,1996,1,1934,41.12097549
62,1996,3,1934,28.03589249
63,1996,0,1933,35.58743668
63,1996,1,1933,37.08515549
63,1996,3,1933,30.15669632
64,1996,0,1932,35.09600067
64,1996,1,1932,38.06547546
64,1996,3,1932,24.79852295
65,1996,0,1931,32.95380783
65,1996,1,1931,34.32089615
65,1996,3,1931,27.35360527
66,1996,0,1930,33.76072311
66,1996,1,1930,33.61518478
66,1996,3,1930,34.60137558
67,1996,0,1929,29.98440933
67,1996,1,1929,29.60105705
67,1996,3,1929,31.78253746
68,1996,0,1928,33.01337051
68,1996,1,1928,33.29290771
68,1996,3,1928,31.44427109
69,1996,0,1927,36.8502121
69,1996,1,1927,37.23426056
69,1996,3,1927,34.65061569
70,1996,0,1926,31.8657341
70,1996,1,1926,31.50930023
70,1996,3,1926,33.71572876
71,1996,0,1925,33.58847046
71,1996,1,1925,32.90453339
71,1996,3,1925,37.05619049
72,1996,0,1924,32.62913132
72,1996,1,1924,32.09874344
72,1996,3,1924,35.8913002
73,1996,0,1923,32.32653046
73,1996,1,1923,32.11111069
73,1996,3,1923,33.4978714
74,1996,0,1922,33.42964172
74,1996,1,1922,31.4624157
74,1996,3,1922,46.5060997
25,1997,0,1972,20.99725723
25,1997,1,1972,26.68161201
25,1997,3,1972,7.911565781
26,1997,0,1971,20.60111809
26,1997,1,1971,26.59889412
26,1997,3,1971,7.451585293
27,1997,0,1970,24.51942062
27,1997,1,1970,34.2015152
27,1997,3,1970,7.937816143
28,1997,0,1969,21.83008385
28,1997,1,1969,28.41527748
28,1997,3,1969,7.354955673
29,1997,0,1968,20.96122551
29,1997,1,1968,27.59034538
29,1997,3,1968,7.762661457
30,1997,0,1967,22.19708633
30,1997,1,1967,27.46634293
30,1997,3,1967,9.090677261
31,1997,0,1966,24.52294159
31,1997,1,1966,32.29059982
31,1997,3,1966,7.844918251
32,1997,0,1965,26.48035812
32,1997,1,1965,33.90195084
32,1997,3,1965,10.45781422
33,1997,0,1964,29.61972427
33,1997,1,1964,37.16340637
33,1997,3,1964,11.71884823
34,1997,0,1963,30.80830193
34,1997,1,1963,39.22026825
34,1997,3,1963,9.873828888
35,1997,0,1962,32.74628448
35,1997,1,1962,40.12102509
35,1997,3,1962,13.68924141
36,1997,0,1961,31.99598694
36,1997,1,1961,39.10333252
36,1997,3,1961,13.07315826
37,1997,0,1960,34.42065811
37,1997,1,1960,44.2153511
37,1997,3,1960,10.44413471
38,1997,0,1959,34.26690674
38,1997,1,1959,41.79449844
38,1997,3,1959,13.9773016
39,1997,0,1958,35.94866562
39,1997,1,1958,44.94520569
39,1997,3,1958,14.00098705
40,1997,0,1957,38.13344574
40,1997,1,1957,48.02404022
40,1997,3,1957,14.37110329
41,1997,0,1956,37.1764679
41,1997,1,1956,44.55630112
41,1997,3,1956,17.93479919
42,1997,0,1955,38.87425995
42,1997,1,1955,47.43318558
42,1997,3,1955,18.08621597
43,1997,0,1954,41.41851044
43,1997,1,1954,52.48672867
43,1997,3,1954,17.74242401
44,1997,0,1953,42.51959991
44,1997,1,1953,50.06422043
44,1997,3,1953,23.09045029
45,1997,0,1952,40.65310669
45,1997,1,1952,49.70161438
45,1997,3,1952,19.92425919
46,1997,0,1951,39.6421814
46,1997,1,1951,49.03527832
46,1997,3,1951,20.9186058
47,1997,0,1950,39.73709869
47,1997,1,1950,48.77640915
47,1997,3,1950,21.39887428
48,1997,0,1949,39.11425018
48,1997,1,1949,46.28014755
48,1997,3,1949,23.88999367
49,1997,0,1948,35.25847626
49,1997,1,1948,40.86361694
49,1997,3,1948,23.49058723
50,1997,0,1947,34.72930145
50,1997,1,1947,41.28213882
50,1997,3,1947,20.92329788
51,1997,0,1946,36.53509903
51,1997,1,1946,40.24521637
51,1997,3,1946,27.61280441
52,1997,0,1945,36.83958817
52,1997,1,1945,41.0488739
52,1997,3,1945,26.01773834
53,1997,0,1944,36.93863678
53,1997,1,1944,40.84664154
53,1997,3,1944,27.61643028
54,1997,0,1943,35.64437866
54,1997,1,1943,39.69436264
54,1997,3,1943,25.32577515
55,1997,0,1942,35.30184174
55,1997,1,1942,38.63431168
55,1997,3,1942,25.59918976
56,1997,0,1941,34.04109955
56,1997,1,1941,36.4782753
56,1997,3,1941,26.97413254
57,1997,0,1940,37.86420059
57,1997,1,1940,41.6939621
57,1997,3,1940,26.14264488
58,1997,0,1939,34.00596237
58,1997,1,1939,38.21913528
58,1997,3,1939,20.34619904
59,1997,0,1938,37.11249924
59,1997,1,1938,39.06381226
59,1997,3,1938,30.16882324
60,1997,0,1937,33.23349762
60,1997,1,1937,34.44083405
60,1997,3,1937,28.86832047
61,1997,0,1936,35.40940857
61,1997,1,1936,36.15274811
61,1997,3,1936,32.65577698
62,1997,0,1935,32.99337387
62,1997,1,1935,33.29602432
62,1997,3,1935,31.85955429
63,1997,0,1934,35.73773193
63,1997,1,1934,37.52045441
63,1997,3,1934,29.05947685
64,1997,0,1933,36.35110855
64,1997,1,1933,37.37854004
64,1997,3,1933,32.13682175
65,1997,0,1932,35.85454178
65,1997,1,1932,38.20168304
