id,unit,name,start,end,agency,acres,cause
MVU-4134,San Diego,Sycamore,06-17-2003,06-18-2003,CDF,404,n/a
BDU-11055,Inyo NF,Assist ABC Misc.,06-18-2003,06-22-2003,USFS,1173,Lightning
FKU-7076,Fresno,FKU-7076,06-19-2003,06-19-2003,Local,15000,Hostile Fire
MMU-10475,Madera,26 Fire,06-23-2003,06-23-2003,CDF,700,Undetermined
TGU-003554,Tehama,Nature,06-23-2003,06-23-2003,CDF,610,Undetermined
BTU-006701,Butte,Hwy 70,06-24-2003,06-24-2003,Local,368,Vehicle
RRU-48718,Riverside,Sawmill,06-26-2003,07-01-2003,CC,536,n/a
TUU-6501,Kern,Kern #8 (Martinez #2),06-26-2003,06-27-2003,CDF,329,n/a
TUU-6588,Tulare,Chimney,06-28-2003,06-29-2003,BIA,565,n/a
TUU-76655,Kern,Tejon,06-29-2003,06-29-2005,CC,1155,n/a
LNU-04073,Yolo,Capay,06-29-2003,06-29-2003,CDF,400,Smoking
HUU-2762,Humboldt,Friday,06-29-2003,06-30-2003,USFS,389,n/a
MMU-01108,Merced,I-5,06-30-2003,06-30-2003,CDF,1000,Campfire
LNU-004146,Lake,Forty,07-01-2003,07-01-2003,CDF,300,Arson
LMU-001784,Lassen,A-3,07-02-2003,07-02-2003,CDF,1100,Vehicle
BEU-002241,San Benito,Dain,07-02-2003,07-02-2003,CDF,500,Equip. Use
BEU-002235,San Benito,Hwy 25,07-02-2003,07-02-2003,Local,360,Vehicle
RRU-050488,Riverside,State Fire,07-03-2003,07-03-2003,CDF,855,Smoking
MMU-00112,Mariposa,Hunter #9,07-03-2003,07-04-2003,CDF,641,Equip. Use
RRU-50865,Riverside,Stage,07-04-2003,07-04-2003,CDF,1700,Vehicle
TUU-7195,Kern,Kern #10 (Pump),07-07-2003,07-07-2003,CC,747,Equip. Use
TUU-007233,Tulare,Frazier,07-08-2003,07-07-2003,CDF,699,Equipment
MMU-11745,Mariposa,YNP #1734 (Woodlot),07-08-2003,07-11-2003,NPS,458,Undetermined
MMU-11727,Madera,North Fork,07-08-2003,07-10-2003,CDF,360,Vehicle
TCU-4908,Stanislaus,CoopersTown #2,07-12-2003,07-12-2003,CDF,396,Equip. Use
TUU-7429,Tulare,Castle,07-12-2003,07-12-2003,CDF,320,Arson
TCU-004924,Stanislaus,Greig,07-13-2003,07-13-2003,CDF,420,Vehicle
TUU-7593,Kern,Kern #14 (Hillside),07-15-2003,07-16-2003,CC,835,Equip. Use
MVU-5044,San Diego,Coyote,07-16-2003,07-26-2003,CDF,18705,Lightning
MMU-12479,Merced,Grant,07-18-2003,07-18-2003,Local,500,Undetermined
NEU-10647,Nevada,TNF (Chilcoot Comple,07-20-2003,07-23-2003,USFS,5693,Lightning
SCU-2846,Stanislaus,Del Puerto,07-20-2003,07-22-2003,CDF,5170,Lightning
TCU-417,Tuolumne,STF #8 (Mountain Co,07-20-2003,10-03-2003,USFS,3747,Lightning
TUU-7804,Kern,Grapevine Kern #15,07-20-2003,07-20-2003,CC,1830,Undetermined
SLU-5133,San Luis Obispo,Parkhill,07-20-2003,07-22-2003,CDF,1200,Vehicle
LMU_2117,Lassen,BLM U575 (Ram),07-20-2003,07-21-2003,BLM,375,Lightning
LMU-2135,Lassen,BLM-U580/Smoke,07-21-2003,07-25-2003,BLM,8010,Lightning
RRU-56005,Riverside,Local,07-22-2003,07-22-2003,Local,2020,Undetermined
LMU-2170,Lassen,Shinn BLM 590,07-22-2003,07-22-2003,BLM,950,Lightning
TUU-7957,Kern,Basin,07-23-2003,07-25-2003,CC,1002,n/a
RRU-056869,Riverside,Canyon,07-25-2003,07-27-2003,CDF,4336,Arson
MMU-13006,Madera,River,07-25-2003,07-25-2003,Local,300,Undetermined
TUU-8510,Kern,Little Kern (China),07-30-2003,08-03-2003,USFS,509,Lightning
SQF-002423,Tulare,TIA 2415 ( Cooney),07-31-2003,08-27-2003,USFS,1928,Lightning
LMU-2449,Modoc,BLM U 643 (Barber),07-31-2003,08-01-2003,BLM,1330,Lightning
SCU-3140,Stanislaus,Hoover,08-04-2003,08-04-2003,CDF,2000,Lightning
SLU-5785,San Luis Obispo,Chimney Incident,08-10-2003,08-11-2003,CDF,1500,Vehicle
RRU-63401,Riverside,Locust,08-18-2003,08-20-2003,CDF,1898,Rekindle
RRU-063409,Riverside,Local/Highway,08-18-2003,08-18-2003,Local,300,Arson
SCU-003460,Santa Clara,Plus,08-20-2003,08-20-2003,Local,500,Equipment
BDU-8826,Los Angeles,Alamos,08-23-2003,08-24-2003,USFS,300,Undetermined
SCU-003581,Santa Clara,Santa Clara Complex,08-25-2003,09-02-2003,CDF,30170,Lightning
TCU-006447,Tuolumne,Lightning 23,08-26-2003,08-26-2003,CDF,800,Lightning
MMU-15304,Mariposa,White Rock,08-26-2003,08-26-2003,CDF,640,Lightning
SCU-003566,Contra Costa,Pittsburg,08-26-2003,08-26-2003,CDF,300,Lightning
TUU-009571,Tulare,Smith,08-27-2003,08-27-2003,Local,320,Vehicle
NEU-13290,Placer,TNF 1993 (Cod Comp,09-01-2003,09-01-2003,USFS,830,Lightning
BDU-10212,Mono,Assist (Dexter),09-02-2003,09-02-2003,USFS,2515,Lightning
HUU-004501,"Humboldt
Glenn",Canoe,09-03-2003,10-15-2003,CDF,24882,Lightning
HUU-004435,Humboldt,Lightning Honeydew 4,09-03-2003,09-03-2003,CDF,13846,Lightning
TGU-5497,Glenn,MNF Assist (Grindsto,09-03-2003,09-03-2003,USFS,8019,Lightning
LNU-7125,Lake,MNF-964 Asst / Smok,09-03-2003,09-10-2003,USFS,3500,Lightning
LNU-6629,Yolo,40,09-03-2003,09-03-2003,CDF,1400,Arson
TGU-5488,,,09-03-2003,09-04-2003,CDF,400,Lightning
LNU-6644,Lake,SITES,09-03-2003,09-04-2003,CDF,390,Lightning
SHU-9940,Trinity,SHF Assist (Loma),09-14-2003,09-22-2003,USFS,3074,n/a
NEU-14547,Placer,Sierra (Rocklin Assis,09-18-2003,09-18-2003,LOCAL,594,Under Invest.
NEU-14547,Placer,Sierra (Rocklin Assis,09-18-2003,09-18-2003,LOCAL,594,Under Invest.
TUU-10986,Tulare,NPS #6 Paradise,09-27-2003,10-19-2003,NPS,1298,Lightning
TGU-6202,Tehama,MNF Assist (Spanish),09-28-2003,10-02-2003,USFS,6050,n/a
BDU-10299,San Bernardino,Gorman,09-28-2003,09-29-2003,CDF,300,Undetermined
BDU-10456,San Bernardino,Lytle,10-01-2003,10-01-2003,USFS,903,n/a
BDU-11262,San Bernardino,Grand Prix,10-21-2003,11-05-2003,CDF,66894,Undetermined
MVU-7975,San Diego,Assist 68 (Roblar 2),10-21-2003,10-27-2003,MIL,8592,n/a
RRU-81407,Riverside,Pass,10-21-2003,10-23-2003,CDF,2397,Arson
SLU-7808,Ventura,Piru,10-23-2003,11-14-2003,CC,63991,n/a
BDU-14164,Los Angeles,Assist Verdale,10-24-2003,10-24-2003,CC,8650,n/a
MVU-8126,San Diego,Cedar,10-25-2003,11-04-2003,USFS,273246,Human
SLU-7886,Ventura,Simi,10-25-2003,11-03-2003,CC,108204,n/a
MVU-008143,San Diego,Paradise,10-26-2003,11-06-2003,CDF,56700,Equip. Use
MVU-8151,San Diego,Mine,10-26-2003,10-28-2003,CDF,46000,Arson
RRU-082809,Riverside,Mountain,10-26-2003,10-29-2003,CDF,10000,Equip. Use
HUU-5720,Humboldt,Tuk,10-26-2003,10-30-2003,NPS,315,N/A
SHU-11176,Shasta,Whitmore,10-27-2003,10-30-2003,CDF,1200,Undetermined
MEU-9436,Mendocino,Pine,11-26-2003,11-28-2003,CDF,1200,Escape
LMU-4234,Modoc,Sand,11-28-2003,11-29-2003,USFS,300,Escape
BDF-3917,SAN BERNARDINO,UPPER SANTA ANA,03-25-2004,03-26-2004,USFS,350,ESCAPE
SHF-000443,TEHAMA,SHF ASSIST (HAMILTON),04-09-2004,04-12-2004,USFS,301,HUMAN
RRU-032913,RIVERSIDE,PLEASURE FIRE,04-25-2004,04-26-2004,CDF,2464,VEHICLE
RRU-35190,RIVERSIDE,EAGLE,05-02-2004,05-07-2004,CDF,8831,UNDETERMINED
MVU-003337,SAN DIEGO,ASSIST #31 (INDIA FIRE),05-02-2004,05-03-2004,MIL.,2040,UI
RRU-35197,RIVERSIDE,GAFFORD,05-02-2004,05-03-2004,CDF,450,UNDETERMINED
RRU-035517,RIVERSIDE,CERRITO FIRE 681,05-03-2004,05-07-2004,CDF,16460,UNDETERMINED
SLU-3169,SANTA BARBARA,ASSIST #6 (CACHUMA),05-03-2004,05-07-2004,LOC,1127,UI
RRU-35567,RIVERSIDE,SCHOOL INC.,05-03-2004,05-03-2004,CDF,377,DEBRIS
TUU-004886,TULARE,FRAZIER,05-07-2004,05-07-2004,CDF,750,EQUIP. USE
RRU-38418,RIVERSIDE,COTTONWOOD,05-12-2004,05-15-2004,CDF,1845,CAMPFIRE
CA-PNF-379,PLUMAS,COTTONWOOD,05-18-2004,05-18-2004,USFS,560,HUMAN
TUU-005509,TULARE,STAGE,05-21-2004,05-21-2004,CDF,313,POWERLINE
MMU-8972,MERCED,BASALT,05-21-2004,05-21-2004,CDF,300,EQUIP. USE
NEU-009119,YUBA,BEALE,06-03-2004,06-03-2004,CDF,300,POWERLINE
SCU-003038,SANTA CLARA,PRIDMORE,06-04-2004,06-04-2004,CDF,300,VEHICLE
SBC-4032,SANTA BARBARA,GAVIOTA,06-05-2004,06-11-2004,CC,7440,UI
TUU-006407,TULARE,CASTLE,06-08-2004,06-08-2004,CDF,571,UNDETERMINED
SNF-1029,MADERA,SOURCE,06-16-2004,06-16-2004,USFS,385,UI
TUU-6885,KERN,KERN #11 (WEST FIRE),06-18-2004,06-18-2004,CC,550,HUMAN
AEU-010202,AMADOR,MOKE ASSIST,06-20-2004,06-20-2004,USFS,400,UNDETERMINED
LMU-1852,LASSEN,SKEDADDLE,06-22-2004,06-24-2004,USFS,368,LIGHTNING
SQF-1461,TULARE,CRAG,06-24-2004,06-24-2004,USFS,871,LIGHTNING
FKU-007654,FRESNO,FKU-7654,06-26-2004,06-26-2004,LOC,5000,CONTROL BURN
BDU-6547,LOS ANGELES,ASSIST ANF (INTERSTATE06/26/04,06-26-2004,06-26-2004,USFS,300,HUMAN
MMU-018987MARIPOSA,,MEADOW,06-27-2004,07-01-2004,USFS,5060,LIGHTNING
LNP-2017,SHASTA,BLUFF WFU,06-28-2004,06-28-2004,NPS,3304,LIGHTNING
BEU-002411,MONTEREY,CABEU002411 (CHULAR),06-30-2004,07-01-2004,CDF,300,POWERLINE
MVU-5269,SAN DIEGO,WARNER,07-01-2004,07-01-2004,CDF,600,UNDETERMINED
TGU-003837,TUOLUMNE,"BLACK, H",07-01-2004,07-01-2004,CDF,375,LIGHTNING
SCU-3829,SANTA CRUZ,CORRAL HOLLOW,07-10-2004,07-11-2004,CDF,700,ELEC. POW.
RRU-055439,RIVERSIDE,VERBENIA,07-11-2004,07-16-2004,CDF,3833,UNDETERMINED
FKU-08513,FRESNO,GATOS,07-11-2004,07-13-2004,CDF,1307,POWERLINE
BDU-7509,LOS ANGELES,PINE,07-12-2004,07-21-2004,CC,17418,HUMAN
MVU-5659,SAN DIEGO,MATAGUARY,07-13-2004,07-15-2004,CDF,8649,P/W/F
RRU-056039,RIVERSIDE,LAKEVIEW,07-13-2004,07-13-2004,CDF,350,UNDETERMINED
NEU-011956,PLACER,SUNSET,07-13-2004,07-13-2004,LOC,320,UNDETERMINED
TUU-008451,KERN,ROCKYKRN#1,07-14-2004,07-14-2004,CC,510,UI
SCU-003929,SANTA CLARA,SILVER,07-15-2004,07-16-2004,LOC,435,UI
BDU-7498,LOS ANGELES,ASSIST (FOOTHILL),07-17-2004,07-21-2004,CC/USFS,6002,UI
RRU-57236,RIVERSIDE,STATE (MELTON),07-17-2004,07-20-2004,CDF,3667,MISC.
FKU-008892,FRESNO,MENDOTA,07-18-2004,07-18-2004,LOC,500,SMOKING
TUU-5791,STANISLAUS,PELICAN,07-19-2004,07-24-2004,LOC,1500,HUMAN
SBC-5251,SANTA BARBARA,JALAMA,07-20-2004,07-22-2004,LOC,307,UI
LMU-2537,LASSEN,STRAYLOR,07-22-2004,07-29-2004,CDF,3422,VEHICLE
RRU-58691,RIVERSIDE,STATE,07-22-2004,07-22-2004,CDF,750,UNDETERMINED
TUU-008884,KERN,USFS #6 (CAMP),07-22-2004,07-23-2004,USFS,700,HUMAN
ANF-002517,LOS ANGELES,ASSIST (CROWN COMPLE 07/20/04,07-23-2004,07-23-2004,USFS,18026,HUMAN
SKU-003140,SISKIYOU,IRONGATE,07-24-2004,07-26-2004,CDF,2400,LIGHTNING
SKU-003136,SISKIYOU,LIGHT#37,07-24-2004,07-24-2004,CDF,400,LIGHTNING
TCU-006431,CALAVERAS,ARMSTRONG #2,07-27-2004,08-14-2004,CDF,879,ARSON
SRF-3784,TRINITY/HUMBOLDTSIMS,SIMS,07-28-2004,08-03-2004,USFS,4030,UI
TCU-006440,CALAVERAS,HWY 4 #2,08-06-2004,08-09-2004,CDF,3443,UNDETERMINED
BDU-9291,LOS ANGELES,EAST ANF 2861,08-07-2004,08-09-2004,USFS,1330,N/A
SCU-4410,SANTA CLARA,KINCAID,08-08-2004,08-10-2004,CDF,1246,UNDETERMINED
NEU-13741,PLACER,STEVENS,08-08-2004,08-12-2004,CDF,934,ELEC. POW.
MEU-006378,MENDOCINO,CREEK,08-08-2004,08-11-2004,CDF,328,UNDETERMINED
TCU-006563,CALAVERAS,HUNT,08-10-2004,08-12-2004,CDF,600,EQUIP. USE
SHU-006278,SHASTA,BEAR,08-11-2004,08-16-2004,CDF,10848,EQUIP. USE
BTU-009671,BUTTE,OREGON,08-11-2004,08-15-2004,CDF,2030,ELEC. POW.
TCU-006534,TUOLUMNE,EARLY,08-11-2004,08-09-2004,USFS,1670,UI
TUU-009943,TULARE,DEEP,08-12-2004,08-16-2004,USFS,3148,HUMAN
LMU-2930,LASSEN,NOD BBT4 (SNAKE),08-13-2004,08-16-2004,BLM,500,LIGHTNING
NOD-2946,LASSEN,STONEY,08-13-2004,08-16-2004,BLM,500,LIGHTNING
LMU-002930,LASSEN,LGT#60 (BELFAST),08-13-2004,08-16-2004,CDF/BLM,500,LIGHTNING
SHU-006398,SHASTA,FRENCH,08-14-2004,08-20-2004,CDF,13005,UNDETERMINED
LNU-6125,SOLANO,MIX (VACA),08-18-2004,08-20-2004,CDF,377,ARSON
LNU-006346,LAKE/SONOMA,LONG,08-26-2004,08-26-2004,CDF,400,UNDETERMINED
MMU-016500,MARIPOSA,BEAR,09-02-2004,09-04-2004,CDF,400,UNDETERMINED
LNU-006644,LAKE,GEYSERS,09-03-2004,09-08-2004,CDF,12525,ELEC. POW.
TCU-007413,CALAVERAS,PATTISON,09-03-2004,09-05-2004,CDF,2476,VEHICLE
LNU-006675,NAPA,CEMENT,09-04-2004,09-04-2004,CDF,1100,UNDETERMINED
AEU-015503,SACRAMENTO,SCOTT,09-04-2004,09-04-2004,CDF,700,UNDETERMINED
BDU-9520,SAN,ASSIST - RUNAWAY,09-07-2004,09-09-2004,USFS,1007,UI
LNU-6821,MARIN,DOLCINI,09-07-2004,09-09-2004,CC,360,UI
TUU-11429,KERN,CHINA,09-11-2004,09-12-2004,USFS,314,UI
MMU-017290,MARIPOSA,OLD HIGHWAY,09-12-2004,09-15-2004,CDF,1347,DEBRIS
TCU-007765,TUOLUMNE,STF #2191,09-12-2004,09-12-2004,USFS,800,UI
MVU-007603,SAN,BORDER #16,09-13-2004,09-13-2004,CDF,965,UNDETERMINED
AEU-017646,AMADOR,POWER,10-06-2004,10-21-2004,USFS,16800,UI
LNU-007867,YOLO,RUMSEY,10-10-2004,10-16-2004,CDF,39138,UNDETERMINED
AEU-018044EL,DORADO,FREDS,10-13-2004,10-17-2004,USFS,7700,UI
MMU-17739,MADERA,URUTTA,05-01-2005,09-15-2005,CDF,435,UNDET.
FKU-5279,FRESNO,CLAYTON,05-15-2005,05-16-2005,LOCAL,300,ARSON
FKU-5326,FRESNO,MENDOTA,05-17-2005,05-17-2005,LOCAL,800,RAILROAD
FKU-5337,FRESNO,BLM #1(APRICOT),05-17-2005,05-17-2005,CDF/BLM,667,CAMPFIRE
RRU-41175,RIVERSIDE,JOHNSON RANCH VMP,05-19-2005,06-01-2005,CDF,417,PRESCRIBED
TUU-5938,TULARE,LEHIGH KERN #7,06-02-2005,06-02-2005,CDF/CC,800,HUMAN
RRU-46137,RIVERSIDE,STATE 783 (ELM),06-02-2005,06-04-2005,CDF,300,UNDET.
MMU-9861,MERCED,DOS AMIGOS,06-03-2005,06-03-2005,CDF,1232,VEHICLE
FKU-06116,FRESNO,FIVE,06-04-2005,06-05-2005,CDF,5514,VEHICLE
SCU-2125,STANISLAUS,SPERRY,06-04-2005,06-04-2005,CDF,1330,VEHICLE
SCU-2142,CONTRA COSTA,VASCO,06-05-2005,06-05-2005,CDF,320,VEHICLE
BDU-5678,SAN BERNARDINO,CITY (DULCE),06-06-2005,06-07-2005,LOCAL,625,HUMAN
BDU-6148,SAN BERNARDINO,PIONEER,06-18-2005,06-19-2005,CDF,1876,UNDET.
BDU-6587,SAN BERNARDINO,HACKBERRY ASSIST,06-22-2005,06-27-2005,NPS,71000,LIGHTNING
BDU-6312,SAN BERNARDINO,PARADISE,06-22-2005,06-25-2005,CDF,3082,UNDET.
RRU-52091,RIVERSIDE,SOBOBA,06-22-2005,06-24-2005,CDF,2000,EQUIP. USE
SCU-2567,CONTRA COSTA,BRAGDON,07-01-2005,07-02-2005,CDF,490,VEHICLE
MMU-11965,MADERA,BAILEY,07-02-2005,07-02-2005,CDF,1056,UNDET.
BDU-9126,LOS ANGELES,"ASSIST ""TOVEY""",07-05-2005,07-06-2005,CDF/CC,1200,UI
RRU-56179,RIVERSIDE,ASSIST ORC(YORBA LINDA),07-05-2005,07-05-2005,CDF/CC,1078,HUMAN
TUU-7505,TULARE,MILLWOOD,07-07-2005,07-07-2005,CDF,2600,ARSON
TUU-7893,TULARE,SQF NINE(NINE),07-09-2005,07-09-2005,USFS,1150,UI
TUU-7902,TULARE,HIGH,07-09-2005,07-09-2005,CDF/CC,971,UI
BDU-731,SAN BERNARDINO,SIERRA,07-14-2005,07-15-2005,CDF/CC,525,UI
SCU-2920,ALAMEDA,TESLA,07-19-2005,07-20-2005,CDF,6744,ARSON
TUU-8421,KERN,KRN-25 (CHINA LAKE),07-19-2005,07-19-2005,BLM,1282,HUMAN
SCU-2922,CONTRA COSTA,BRUNS,07-20-2005,07-20-2005,CDF,350,UNDET.
BDU-7673,SAN BERNARDINO,ASSIST-KINGSTON,07-22-2005,07-23-2005,BLM,3500,LIGHTNING
BDU-7661,INYO,ASSIST(PINYON COMPLEX),07-22-2005,07-22-2005,USFS,743,LIGHTNING
MMU-13780,MADERA,QUARTZ,07-25-2005,07-27-2005,CDF,550,EQUIP. USE
TGU-4548,TEHAMA,RANCH,07-25-2005,07-25-2005,CDF,430,VEHICLE
SCU-3058,ALAMEDA,KOOPMAN,07-26-2005,07-26-2005,CDF,430,ARSON
TUU-8868,TULARE,RED,07-27-2005,07-28-2005,CDF,870,EQUIP. USE
MMU-14173,MERCED,LAGUNA,07-30-2005,07-30-2005,CDF,447,VEHICLE
MMU-14337,MERCED,COWPIE(I5),08-01-2005,08-01-2005,CDF,3200,MISC
TCU-6468,CALAVERAS,WENTZEL,08-01-2005,08-01-2005,CDF,356,EQUIP. USE
BDU-8164,SAN BERNARDINO,ASSIST BDF (HALLORAN,08-03-2005,08-03-2005,NPS,1500,UI
LNU-5240,LAKE,"MNF ASSIST - DEER
FIER(DEER)",08-09-2005,08-09-2005,USFS,1700,HUMAN
TGU-4980,TEHAMA,36-2(36),08-10-2005,08-11-2005,CDF,2700,EQUIP. USE
MVU-6764,SAN DIEGO,"ASSIST#54
MSN#50885(SHOTHOLE)",08-17-2005,08-17-2005,DOD,350,N/A
MMU-15859,MADERA,ROAD 33(33),08-21-2005,08-21-2005,LOCAL,400,UNDET.
LMU-3444,MODOC,BLM-B4TX(BARREL),08-22-2005,08-22-2005,BLM,24800,LIGHTNING
NEU-14631,SIERRA,TNF-1215(HARDING),08-24-2005,08-24-2005,USFS,2270,HUMAN
TGU-5357,TEHAMA,FOLEY(ARTOIS),08-25-2005,08-25-2005,CDF,314,EQUIP. USE
RRU-71914,RIVERSIDE,ASSIST (BLAISDELL),08-26-2005,08-30-2005,BLM,5493,HUMAN
TGU-5384,TEHAMA,MANTON,08-26-2005,08-29-2005,CDF,1830,VEHICLE
MMU-18533,MADERA,MORGAN,08-26-2005,08-26-2005,LOCAL,500,LIGHTNING
MMU-16440,MARIPOSA,ENGINEERS,08-29-2005,08-29-2005,CDF,550,EQUIP. USE
FKU-10238,FRESNO,10238,08-30-2005,08-30-2005,LOCAL,1000,EQUIP. USE
BDU-9477,LA/KERN,"ASSIST ""GORMAN""",09-03-2005,09-05-2005,CDF/CC,2386,UI
BEU-3316,MONTEREY,CABEU003316(JOHNSO,09-04-2005,09-05-2005,CDF,1393,VEHICLE
MVU-7518,SAN DIEGO,VOLCAN,09-06-2005,09-11-2005,CDF,685,VEHICLE
BDU-12212,SAN BERNARDINO,KINGSTON 3,09-12-2005,09-14-2005,BLM,650,UI
LNU-6400,LAKE,CLOVER,09-16-2005,09-17-2005,CDF,751,UNDET.
SKU-4410,SISKIYOU,LICHENS,09-17-2005,09-17-2005,CDF,746.5,"DEBRIS
BURNING"
TUU-11469,TULARE,PINE,09-19-2005,09-19-2005,CDF/CC,1600,UNDET.
MMU-18117,MERCED,LOS BANOS,09-20-2005,09-20-2005,CDF,900,LIGHTNING
MMU-18135,MARIPOSA,LA PALOMA,09-20-2005,09-20-2005,CDF,700,LIGHTNING
TUU-11723,KERN,KERN #44 (CRANE),09-25-2005,09-25-2005,CDF/CC,412,UI
BDU-10474,SAN BERNARDINO,ASSIST (TOPANGA),09-28-2005,10-07-2005,CDF/CC,24175,UI
RRU-81558,RIVERSIDE,STATE FIRE (SAN TIMOTEO),09-28-2005,09-28-2005,CDF,1100,MISC
BDU-10505,SAN BERNARDINO,ASSIST (THURMAN),09-29-2005,09-29-2005,USFS,935,UI
NEU-17311,PLACER,BREWER,10-04-2005,10-04-2005,LOCAL,400,UNDET.
RRU-83672,RIVERSIDE,WOODHOUSE,10-05-2005,10-07-2005,CDF,6500,RAILROAD
MMU-19165,MADERA,RIVER,10-05-2005,10-05-2005,LOCAL,6000,EQUIP. USE
MVU-8488,SAN DIEGO,BORDER #50,10-05-2005,10-08-2005,CDF,4103,UNDET.
LNU-7187,YOLO,RUMSEY SERIES #3,10-11-2005,10-12-2005,CDF,301,UNDET.
RRU-87002,RIVERSIDE,LOCAL LIGHTNING #1,10-17-2005,10-17-2005,LOCAL,500,LIGHTNING
TUU-13139,TULARE,ALPAUGH,10-28-2005,10-28-2005,LOCAL,330,UNDET.
SHF-2589,SHASTA,BAGLEY,11-08-2005,11-08-2005,USFS,468,UNDET.
SLU-040555,VENTURA,ASSIST #57 SCHOOL FI,11-18-2005,11-19-2005,CDF/CC,3891,UNDET.
BDU-861,SAN BERNARDINO,PLUNGE,01-22-2006,02-02-2006,USFS,485,UI
RRU-10978,RIVERSIDE/ORANGE,ASSIST CNF (SIERRA),02-06-2006,02-06-2006,USFS,10584,HUMAN
SKU-906,SISKIYOU,COMMAND),02-25-2006,02-27-2006,CDF,3019,MISC
FKU-3779,FRESNO,ALMAZAN (TORCH),05-13-2006,05-14-2006,CDF,1964,EQUIP. USE
BTU-8035,PLUMAS,ASSIST (GREASE),05-16-2006,05-16-2006,USFS,366,UI
SCU-3133,STANISLAUS,STUHR,05-26-2006,05-26-2006,CDF,1418,VEHICLE
MMU-5956,MERCED,BILLY,05-26-2006,05-26-2006,CDF,753,EQUIP. USE
TUU-5529,TULARE,ALPAUGH,05-27-2006,05-27-2006,LOCAL,1700,EQUIP. USE
RRU-44512,RIVERSIDE,HIGHWAY,05-27-2006,05-28-2006,CDF,400,HUMAN
RRU-45343,RIVERSIDE,SKINNER,05-30-2006,05-30-2006,CDF,317,HUMAN
RRU-46680,RIVERSIDE,CORT (COURT),06-03-2006,06-04-2006,CDF,362,EQUIP. USE
FKU-4598,FRESNO,RIFLE RANGE (AUBERR,06-04-2006,06-04-2006,CDF,371,AMMUNITION
BDU-5805,INYO,ABERDEEN,06-07-2006,06-07-2006,CDF,357,LIGHTNING
FKU-4708,FRESNO,FKU-4708,06-07-2006,06-07-2006,LOCAL,300,VEHICLE
BDU-5867,SAN BERNARDINO,ARRASTRE,06-09-2006,06-10-2006,USFS,361,LIGHTNING
SCU-3533,SAN JOAQUIN,PETZ,06-10-2006,06-10-2006,CDF,335,VEHICLE
TUU-6585,TULARE,STOKES,06-17-2006,06-17-2006,CDF,320,ARSON
SLU-4715  185,SANTA BARBARA,PERKINS,06-19-2006,06-26-2006,USFS,14988,HUMAN
CDF-262,"ENSENADA, B.C.",BAJA CALIFORNIA-MEXI,06-20-2006,06-25-2006,MEXICO,4000,UI
TUU-6967,TULARE,W,06-24-2006,06-24-2006,CDF,800,ARSON
LMU-2330,LASSEN,OBSERVATION COMPLE,06-25-2006,06-30-2006,BLM,4300,LIGHTNING
BDU-6570,INYO,GOODALE,06-26-2006,06-29-2006,CDF,3750,LIGHTNING
LMU-2372,LASSEN,CHENEY,06-26-2006,06-27-2006,CDF,600,LIGHTNING
LMU-2420,LASSEN,LGT #22 (3-9),06-26-2006,06-27-2006,CDF,504,LIGHTNING
LMU-2394,MODOC,LGT. #17,06-26-2006,06-27-2006,CDF,500,LIGHTNING
LMU-2803,MODOC,MDF-276 MILLER COMPL,06-26-2006,07-03-2006,USFS,300,LIGHTNING
TGU-4055,TEHAMA,BOLLY),06-27-2006,06-27-2006,USFS,1247,LIGHTNING
LMU-2478,MODOC,3-23,06-27-2006,06-27-2006,CDF,450,LIGHTNING
SCU-4033,STANISLAUS,DEL PUERTO,06-30-2006,07-03-2006,CDF,2590,DEBRIS
SCU-4078,SAN JOAQUIN,CORRAL,07-02-2006,07-02-2006,CDF,460,ARSON
TCU-5732,TUOLUMNE,PEDRO,07-03-2006,07-05-2006,CDF,2000,MISC.
BDU-10778,SAN BERNARDINO C,KINGSTON,07-06-2006,07-12-2006,CDF,488,LIGHTNING
BDU-7074,SAN BERNARDINO,PICO,07-06-2006,07-07-2006,LOCAL,420,UI
RRU-57746,RIVERSIDE,PUSHWALLA COMPLEX,07-07-2006,07-10-2006,USFS,2000,LIGHTNING
BDU-7229,SAN BERNARDINO,SAWTOOTH COMPLEX,07-09-2006,07-20-2006,CDF,62000,LIGHTNING
SCU-4303,STANISLAUS,CANYON,07-09-2006,07-17-2006,CDF,34000,EQUIP. USE
RRU-59480,RIVERSIDE,MILLARD FIRE ASSIST,07-09-2006,07-09-2006,USFS,24210,LIGHTNING
LMU-2802,MODOC,MDF-242 (HAPPY COMP,07-09-2006,07-09-2006,USFS,1780,LIGHTNING
TUU-7901,KERN,ARCO,07-09-2006,07-12-2006,CDF,698,UI
SCU-4345,ALAMEDA,MIDWAY,07-11-2006,07-11-2006,CDF,6400,UNDET.
BBD-2110,SAN LUIS OBISPO,BECK,07-11-2006,07-12-2006,BLM,1500,UI
BDU-7456,SAN BERNARDINO,EDGEMONT,07-14-2006,07-15-2006,CDF,575,ELEC. POW.
MMU-8565,MADERA,SQUIRREL,07-14-2006,07-14-2006,LOCAL,500,VEHICLE
LNU-5007,LAKE,29,07-17-2006,07-21-2006,CDF,550,VEHICLE
BTU-8059,BUTTE,SKYWAY 2,07-17-2006,07-17-2006,CDF,451,VEHICLE
MEU-5124,MENDOCINO,GEYSERS,07-17-2006,07-17-2006,CDF,321,UNDET.
