"ï..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"CHN6107","01-January-2018",2018,"Strategic developments","Looting/property destruction","Police Forces of China (2012-)","","Civilians (China)","Protestant Christian Group (China)","East Asia","China","Xinjiang","Karamay","Karamay","Karamay",45.603,84.868,"Bitter Winter","Other","Around 1 January 2018 (beginning of month), local police raided four Sola Fide Congregation sites in Karamay City, Xinjiang and confiscated their blackboards, podiums, and donation boxes.",0
"CHN8296","03-January-2018",2018,"Strategic developments","Looting/property destruction","Police Forces of China (2012-)","","Civilians (China)","","East Asia","China","Hunan","Changsha","Yuhua","Furong",28.185,113.032,"Radio Free Asia","Regional","On 3 January 2018, government officials and about 100 personnel from the Demolitions and Evictions Headquarters of Furong District (Changsha, Hunan) arrived at the home of a veteran who had passed away 10 days ago from injuries sustained during clashes with a group of government personnel who tried to demolish his home. About a dozen personnel entered the home to take away his body by force while his son and daughter were restrained.",0
"CHN5504","09-January-2018",2018,"Strategic developments","Looting/property destruction","Police Forces of China (2012-)","Police Forces of China (2012-) People's Armed Police","Civilians (China)","Protestant Christian Group (China)","East Asia","China","Shanxi","Linfen","Fushan","Fushan",35.968,111.849,"Aboluowang; Radio Free Asia","Other-Regional","Property destruction: On 9 January 2018, dozens of government officials, excavation staff, special and riot police forces and People's Armed Police forces surrounded and used excavators and dynamite to demolish the Christian mega-church, Golden Lampstand Church, in Fushan County (Linfen, Shanxi). Some believers were also detained by the local authorities.",0
"CHN6212","14-January-2018",2018,"Strategic developments","Arrests","Police Forces of China (2012-)","","Civilians (China)","Christian Group (China)","East Asia","China","Ningxia","Yinchuan","Xingqing","Xingqing",38.474,106.289,"China Aid","Other","Arrests: On 14 January 2018, 20 Yinchuan City National Religious Affairs Bureau and Public Security Bureau officials and community personnel, went to the local Christian house church in Xingqing district (Yinchuan, Ningxia Hui Autonomous Region) and ordered them to stop religious activities, on the grounds that both the venue and the gatherings were illegal for not registering with government authorities. More than 30 believers were taken to the police station for interrogation. The church was asked to move away from the property as their landlord cancelled their rental agreement on the orders of public security officers.",0
"CHN9593","16-January-2018",2018,"Strategic developments","Other","Police Forces of China (2012-)","","Civilians (China)","Uyghur Ethnic Group (China); Labour Group (China)","East Asia","China","Xinjiang","Urumqi","Shuimogou","Shuimogou",43.833,87.642,"Bitter Winter","Other","Displacement: Around 16 January 2018 (month of), 221,000 Uyghur labourers were transferred from 22 counties in southern Xinjiang province (coded to Shuimogou, Urumqi) to regions of inner China, in a coercive labour transfer government program targeting groups of rural surplus labourers, emphasising the demographic of 'adults from low-income households' in 'minority regions'. The program reportedly involved components of militarisation and 'heavy-handed political indoctrination,' including 'gratitude to the party,' legal knowledge, Chinese language skills, work discipline and military drill.",0
"CHN8253","18-January-2018",2018,"Strategic developments","Looting/property destruction","Police Forces of China (2012-)","","Civilians (China)","Christian Group (China)","East Asia","China","Henan","Zhengzhou","Zhongyuan","Zhongyuan",34.748,113.613,"Radio Free Asia","Regional","On 18 January 2018, a group of police officers rushed into a Christian church in Zhengzhou, Henan. They accused the church of not having legal documents. Polices dispersed church members and closed down the church venue. Police also smashed up tables, speakers, and religious items in the church.",0
"CHN5758","31-January-2018",2018,"Strategic developments","Looting/property destruction","Police Forces of China (2012-)","","Civilians (China)","Christian Group (China)","East Asia","China","Henan","Zhengzhou","Zhongyuan","Zhongyuan",34.748,113.613,"AP","International","Around 31 January 2018 (end of month), 60 religion department government officials showed up at a house church in Zhengzhou, Henan and demolished it with chainsaws, confiscated Bibles and computers, before detained a handful of worshippers for 10 and more hours.",0
"CHN5582","01-February-2018",2018,"Strategic developments","Change to group/activity","Police Forces of China (2012-)","","","","East Asia","China","Henan","Zhengzhou","Zhongyuan","Zhongyuan",34.748,113.613,"China Aid; Radio Free Asia","Other-Regional","On 1 February 2018, when the new Religious Affairs Regulations came into effect, police in Henan began cracking down on Christian groups across 19 towns, including Zhengzhou, Shangqiu and Xinxiang.",0
"CHN6086","02-February-2018",2018,"Strategic developments","Looting/property destruction","Police Forces of China (2012-)","","Civilians (China)","Hui Ethnic Group (China); Muslim Group (China)","East Asia","China","Xinjiang","Changji","Manas","Manas",44.304,86.214,"Bitter Winter","Other","On 2 February 2018, government authorities sent excavators to a Hui mosque in Manas county of Changji Hui Autonomous Prefecture, Xinjiang, demolishing the place of worship over 14 days. The mosque served over 1000 Muslims.",0
"CHN8106","04-February-2018",2018,"Strategic developments","Change to group/activity","Police Forces of China (2012-)","","","","East Asia","China","Henan","Zhengzhou","Huiji","Huiji",34.868,113.617,"Liberty Times","Regional","Around 4 February 2018 (between 1 - 8 February), the local Religious Affairs Bureau forcibly closed down more than 14 house churches in Huiji District (Zhengzhou, Henan). It was reported that two other house churches with more than 500 believers in another district of the same city were shut down during the same period. This was part of a campaign to suppress religious activities in Henan.",0
