"ï..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"CHN5499","01-January-2018",2018,"Riots","Violent demonstration","Rioters (China)","CHRF: Civil Human Rights Front; PP: People Power","Private Security Forces (China)","","East Asia","China","Hong Kong","Central and Western","","Hong Kong - Central and Western",22.281,114.16,"Wen Wei Po; South China Morning Post","Subnational","On 1 January 2018, CHRF organized a march from Wan Chai to the East Wing Forecourt of the government headquarters in Admiralty, Central and Western District (Hong Kong) in opposition to last week's formal endorsement by the government of a ''co-location'' plan to set up a joint checkpoint at the West Kowloon station, which demonstrators felt would reduce Hong Kong's from Beijing. Towards the end of the demonstration, demonstrators from several groups, including People Power, broke into the East Wing Forecourt and attempted to rush onto the flag platform. They clashed with security personnel of the Government Headquarters, resulting in the injury of two demonstrators and one security personnel. Organisers said 10000 people participated but police put the turnout at 6200. [size=6200 to 10000]",0
"CHN5676","11-January-2018",2018,"Riots","Violent demonstration","Rioters (China)","","Police Forces of China (2012-)","","East Asia","China","Sichuan","Meishan","Renshou","Renshou",29.996,104.134,"Aboluowang; Oriental Daily","Other-National","On 11 January 2018, close to 10,000 residents gathered at a wetland park then marched on the streets of Renshou county (Meishan, Sichuan) to demonstrate against a recent government decision to re-zone six of its most developed villages and townships into its own county, effectively ''lowering'' Renshou county's development status. There were clashes between the demonstrators and 500 police officers deployed to the scene. Demonstrators took banners to a government building afterwards, and blocked several main arteries in the county. [size=close to 10,000]",0
"CHN7964","12-January-2018",2018,"Riots","Mob violence","Rioters (China)","","Police Forces of China (2012-)","","East Asia","China","Guangxi","Yulin","Luchuan","Luchuan",22.321,110.264,"Epoch Times","International","On 12 January 2018, more than a dozen villagers clashed with 200-300 police officers at the construction site of a garbage incineration plant in Wangshan village, Qinghu town of Luchuan county (Yulin, Guangxi) in an attempt to stop the construction of the plant. Many people were injured and arrested as the police beat up elderly and female villagers with sticks, and the villagers threw rocks and bricks in retaliation. A few policemen and a dozen villagers were injured, and the villagers that were hospitalised were unconscious. Fourteen villagers were taken into police custody. [size=more than a dozen]",0
"CHN8908","18-January-2018",2018,"Riots","Violent demonstration","Rioters (China)","Farmers (China)","Private Security Forces (China)","","East Asia","China","Shanghai","Pudong","Pudong","Pudong New Area",31.112,121.719,"Weiquanwang","Other","On 18 January 2018, more than 50 demonstrators petitioned in a local subdistrict governmental office of Pudong, in Shanghai. They lost their farmland to the local government. Physical scuffles broke out between the demonstrators and a group of security guards, as demonstrators attempted to push past the security guards who were blocking the entrance. [size=more than 50]",0
"CHN5538","24-January-2018",2018,"Riots","Mob violence","Rioters (China)","","Police Forces of China (2012-)","","East Asia","China","Yunnan","Zhaotong","Ludian","Ange",27.176,103.527,"Epoch Times; Weiquanwang","Other-International","On 24 January 2018, clashes broke out between three thousand villagers and the police in Ange village, Wenping town, Ludian district (Zhaotong City, Yunnan) right after a heated argument between a 70-year-old woman and the sub-district secretary over the low compensation rate of a city reconstruction plan. The woman was reportedly pushed to the ground by the secretary and died at the scene, while her daughter-in-law was beaten. During the clash, the villagers threw stones to the police, injured several officers, and destroyed a number of police vehicles, and riot police from Zhaotong City was deployed later. According to some villagers, one police officers died during the riot and up to 100 officers were injured. [size=3000]",1
"CHN6513","02-February-2018",2018,"Riots","Violent demonstration","Rioters (China)","Labour Group (China)","Police Forces of China (2012-)","","East Asia","China","Jiangsu","Nanjing","Xuanwu","Xuanwu",32.048,118.798,"CLB (China)","Other","On 2 February 2018, as many as 100 workers demonstrated in Xuanwu (Nanjing, JIangsu) in response to unpaid wages. Demonstrators hit a police officer during a confrontation with police, after which police and SWAT police took away a few demonstrators. Demonstrators held banners. [size=as many as 100]",0
"CHN7363","12-February-2018",2018,"Riots","Violent demonstration","Rioters (China)","Teachers (China)","Police Forces of China (2012-)","","East Asia","China","Guizhou","Anshun","Guanling","Guanling Buyei and Miao Autonomous",25.944,105.619,"CLB (China)","Other","Around 12 February 2018, an unknown number of teachers demonstrated at the government office in Guanling Buyei and Miao Autonomous County (Anshun, Guizhou) against unfair bonus payment. A teacher was arrested after clashing with the police. This is part of a teachers-led massive demonstration spanning two days in Anshan, where up to 10,000 teachers participated in the demonstration in total. [size=no report]",0
"CHN8187","28-March-2018",2018,"Riots","Mob violence","Rioters (China)","","Police Forces of China (2012-)","","East Asia","China","Guangxi","Liuzhou","Liunan","Liunan",24.336,109.385,"Radio Free Asia","Regional","On 28 March 2018, several dozen people were injured during a clash with Liuzhou authorities during the forced eviction in Caiyuantun in Liunan (Liuzhou, Guangxi). Around 60 villagers used wooden boxes and cupboards to set up two road blocks, threw bricks at law enforcement officials, and attacked with wooden sticks, metal shovels and sledgehammers. The police used truncheons and shields to attack the rioters resisting the eviction, and four people were also detained. Among those injured, 17 of them were law enforcement officials, 4 of which were hospitalised; there were at least 4 rioters who sustained scratches, and 1 had reportedly been hospitalised for a broken leg. Online rumours said that one person died, but this has yet to be verified. [size=several dozens]",1
"CHN8379","02-April-2018",2018,"Riots","Mob violence","Rioters (China)","","Police Forces of China (2012-)","","East Asia","China","Henan","Zhoukou","Chuanhui","Libukou",33.58,114.74,"Radio Free Asia","Regional","On 2 April 2018, dozens of urban management personnel were dispatched by the local government to demolish houses in Libukou Township, Zhoukou City, Henan Province. Violent clashes broke out between the personnel and the more than 100 villagers who were resisting the demolishment. Several villagers sustained serious injuries after being beaten with shovels and rods. [size=more than 100]",0
"CHN8367","03-April-2018",2018,"Riots","Violent demonstration","Rioters (China)","","Police Forces of China (2012-) People's Armed Police","","East Asia","China","Guangdong","Maoming","Xinyi","Hedongcun",22.486,110.959,"Radio Free Asia","Regional","On 3 April 2018, hundreds of villagers in Hedongcun, Xinyi (Maoming, Guangdong) continued clashing with police when they gathered at a construction site in their village to demonstrate against the authorities' plans to build a local waste incineration power plant. Armed police fired at least one tear gas grenade and sprayed pepper water on the villagers. The demonstrations had lasted for around a week as reported on 5 April. Police arrested dozens and injured at least 10 villagers between 2-4 April, resulting in two hospitalisations. [size=hundreds]",0
"CHN8245","04-April-2018",2018,"Riots","Violent demonstration","Rioters (China)","","Police Forces of China (2012-) People's Armed Police","","East Asia","China","Guangdong","Maoming","Xinyi","Hedongcun",22.486,110.959,"Radio Free Asia","Regional","On 4 April 2018, hundreds of villagers in Hedongcun, Xinyi (Maoming, Guangdong) continued clashing with police when they gathered at a construction site in their village to demonstrate against the authorities' plans to build a local waste incineration power plant. Armed police beat villagers with batons and sprayed pepper water on the villagers. The demonstrations had lasted for around a week as reported on 5 April. Police arrested dozens and injured at least 10 villagers between 2-4 April, resulting in two hospitalisations. [size=hundreds]",0
"CHN5697","04-April-2018",2018,"Riots","Mob violence","Rioters (China)","Farmers (China)","Unidentified Triad Group (China)","Government of China (2012-)","East Asia","China","Shaanxi","Xianyang","Yongshou","Beiganjing",34.728,108.065,"Epoch Times; Radio Free Asia","Regional-International","On 4 April 2018, between 50 to nearly 100 triad members led by the town mayor and secretary arrived at Beiganjing Village (Xianyang, Shaanxi) and destroyed the crops to take over the land for construction. At least dozens of villagers tried to stop them and the two groups clashed with shovels. Several people got injured and one villager died after being sent to the hospital. [size=at least dozens]",1
"CHN5773","06-April-2018",2018,"Riots","Mob violence","Rioters (China)","","Police Forces of China (2012-)","","East Asia","China","Guangdong","Zhanjiang","Wuchuan","Changqi",21.527,110.73,"Apple Daily Hong Kong","National","On 6 April 2018, thousands of villagers from two villages in Changqi Town (Wuchuan, Zhanjiang, Guangdong) fought in two groups with each other while performing a traditional ''march with God'' new year ceremony. They fought during the day with iron sticks and at night by shooting fireworks as weapons. The authority sent hundreds of police to stop the situation. 4 villagers were injured. [size=thousands]",0
"CHN8420","08-April-2018",2018,"Riots","Mob violence","Rioters (China)","Government of China (2012-)","Police Forces of China (2012-)","","East Asia","China","Henan","Shangqiu","Suiyang","Suiyang",34.388,115.653,"Radio Free Asia","Regional","On 8 April 2018, a clash between police and more than 100 urban management personnel broke out in Suiyang District, Shangqiu (Henan province). Eight policemen were injured and four were taken to a hospital. The incident happened as the urban management personnel were trying to evict people from a residential area slated for redevelopment. [size=more than 100]",0
"CHN8298","12-April-2018",2018,"Riots","Violent demonstration","Rioters (China)","","Police Forces of China (2012-)","","East Asia","China","Heilongjiang","Haerbin","Xiangfang","Chenggaozi Town",45.699,126.844,"Radio Free Asia","Regional","On 12 April 2018, more than 60 clients of the Agricultural Bank of China gathered outside the gate of the Agricultural Bank of China branch in Chenggaozi Town, Xiangfang District, Harbin, in opposition to the bank's failure to deliver a ''high-interest guarantee'' these clients purchased five years ago. Demonstrators clashed with the police, and three people were charged with ''attacking the police'' and detained for seven days. [size=60]",0
"CHN8300","12-April-2018",2018,"Riots","Violent demonstration","Rioters (China)","","Police Forces of China (2012-)","","East Asia","China","Guangdong","Huizhou","Huidong","Huidong",22.985,114.72,"Radio Free Asia","Regional","On 12 April 2018, a group of homeowners demonstrated outside a real estate residence in Huidong County, Guangdong, against the fact that that their estate was listed as an illegal building and was therefore assigned to be demolished immediately. Clashes between demonstrators and police broke out, and nine demonstrators were taken by the police. [size=no report]",0
"CHN6645","13-April-2018",2018,"Riots","Violent demonstration","Rioters (China)","Labour Group (China)","","","East Asia","China","Guangdong","Huizhou","Huicheng","Huicheng",23.084,114.382,"CLB (China)","Other","On 13 April 2018, over 100 construction workers blocked a provincial road in Huizhou, Guangdong with scaffolding to demonstrate against wage arrears owed by a construction company. Traffic was stopped for an hour. Government intervened and the workers got paid by 18 April 2018. [size=over 100]",0
"CHN6406","18-April-2018",2018,"Riots","Mob violence","Rioters (China)","Labour Group (China)","Civilians (China)","Labour Group (China); Women (China)","East Asia","China","Shanxi","Jinzhong","Jiexiu","Jiexiu",37.027,111.917,"CLB (China)","Other","Around 18 April 2018 (as reported), up to 100 taxi drivers went on strike and intercepted Didi ride-sharing drivers around Jiexiu, Shanxi to retaliate against the competition they were facing from Didi drivers. A lot of people were not able to hail Didi drivers as a result of this. During the incident, a female Didi driver picked up 2 people who were pretending to be passengers, and they snatched away her car keys just as a group of taxi drivers surrounded her car and started to hit it. They prevented her from leaving and threatened her. People were reported to have been arrested at the Jiexiu Railway Station. [size=up to 100]",0
"CHN5586","02-May-2018",2018,"Riots","Violent demonstration","Rioters (China)","","Police Forces of China (2012-) People's Armed Police","","East Asia","China","Anhui","Anqing","Susong","Gaoling",30.252,116.319,"CRLW; Radio Free Asia; Apple Daily Hong Kong","Other-National","On 2 May 2018, more than 300 Gaoling Township residents clashed with police at the Gaoling Township Government, Susong County, Anhui, while objecting the government's plans to build a local waste incineration plant. Rioters blocked the road and seized Gaoling Township Government, while people threw bricks and debris at the government building. Authorities dispatched heavily armed riot police officers to disperse people. At least 8 people were injured, including 1 government worker, 6 police and 1 elderly demonstrator. It was also suspected that 1 person died, but the authorities denied this. [size=more than 300]",1
"CHN6824","11-May-2018",2018,"Riots","Violent demonstration","Rioters (China)","Teachers (China)","Private Security Forces (China)","","East Asia","China","Shandong","Jinan","Zhangqiu","Zhangqiu",36.681,117.526,"CLB (China)","Other","On 11 May 2018, hundreds of teachers staged a demonstration and clashed with security guards in Zhangqiu City, Jinan, Shandong when demanding to be considered eligible for government service payment. [size=hundreds]",0
"CHN6052","19-May-2018",2018,"Riots","Mob violence","Rioters (China)","Government of China (2012-)","Rioters (China)","Protestant Christian Group (China)","East Asia","China","Shanxi","Linfen","Xiangning","Xiangning",35.97,110.847,"Bitter Winter","Other","On 19 May 2018, around 60 villagers dumped 10 trucks of dirt in front of a Three-Self church in Xiangning county (Linfen, Shanxi), put up banners to demand that the church moved out, and got into scuffles with believers. Two believers were injured. The local government had instigated the villager in the hopes that they would force believers to shut down the church. [size=around 60]",0
"CHN8176","21-May-2018",2018,"Riots","Violent demonstration","Rioters (China)","","Police Forces of China (2012-) People's Armed Police","Private Security Forces (China)","East Asia","China","Henan","Zhoukou","Huaiyang","Xinzhan",33.545,114.852,"Radio Free Asia","Regional","On 21 May 2018, more than 100 villagers attempted to block the demolition of a newly-built nursing home in Xinzhan Town, Huaiyang District (Zhoukou City, Henan Province), where more than 100 special police officers and security guards were dispatched by the local government. It was reported that the villagers started verbally abusing the law enforcement personnel, and threw bricks, umbrellas and buckets towards the officers. During the altercation, some villagers were beaten by the law enforcement personnel. It was reported that the demolition was ordered by the local government, despite the construction having been approved by the government in February last year. [size=more than 100]",0
"CHN8275","23-May-2018",2018,"Riots","Violent demonstration","Rioters (China)","","Police Forces of China (2012-) People's Armed Police","","East Asia","China","Guangxi","Yulin","Xingye","Mapeng",22.8,110.005,"Radio Free Asia","Regional","On 23 May 2018, hundreds of residents gathered at a mining site in Mapeng Village (Yulin City, Guangxi Province), holding banners and chanting slogans in opposition to the potential environmental and health issues caused by the mining operations. It was reported that the local village committee had approved the mining operation without consultation with the villagers. The special and anti-riot police were at the scene during the demonstration and clashed with the villagers. The police reportedly used their shields and batons to beat up villagers, causing some of the villagers to bleed in their heads. 16 villagers were arrested. [size=hundreds]",0
"CHN5637","28-May-2018",2018,"Riots","Violent demonstration","Rioters (China)","Fishermen (China)","Police Forces of China (2012-)","","East Asia","China","Jiangsu","Suzhou","Wuzhong","Dongshan",31.085,120.407,"Apple Daily Hong Kong; Epoch Times; Radio Free Asia","National-Regional","On 28 May 2018, between 200 and 500 fishermen gathered in front of Dongshan Town Government (Suzhou , Jiangsu) to oppose the prohibition of breeding hairy crabs in Lake Tai. They clashed with police. It was reported that 3 special police beat up one demonstrator, while several others were injured. The fishermen became discontented after hearing that an agreement between the government and some fishermen had been made. [size=between 200 and 500]",0
"CHN7823","10-June-2018",2018,"Riots","Violent demonstration","Rioters (China)","","Private Security Forces (China)","","East Asia","China","Heilongjiang","Haerbin","Songbei","Songbei",45.803,126.51,"CRLW","Other","On 10 June 2018, bank customers gathered at an agricultural bank in Heilongjiang Province demanding to retrieve their bank savings. The demonstrators clashed with bank security guards and some people were injured. It was reported that the bank customers have not been able to retrieve their bank savings since 2013. [size=no report]",0
"CHN7755","11-June-2018",2018,"Riots","Violent demonstration","Rioters (China)","Labour Group (China)","Police Forces of China (2012-)","","East Asia","China","Hunan","Changsha","Yuelu","Yuelu",28.235,112.931,"CRLW","Other","On 11 June 2018, more than 1000 rioters clashed with the police in front of the Changsha People's Government in Yuelu District (Changsha City, Hunan Province). The rioters were demonstrating against wage arrears owed to them by their employees. Many rioters were arrested. [size=more than 1000]",0
"CHN7769","13-June-2018",2018,"Riots","Mob violence","Rioters (China)","","Police Forces of China (2012-)","","East Asia","China","Hunan","Changsha","Liuyang","Liuyang",28.163,113.643,"CRLW","Other","On 13 June 2018, descendants of the Tan family got into fights with demolition crew led by the head of the Hehua Subdistrict Office at the Tan Sitong Ancestral Hall in Liuyang City (Changsha City, Hunan Province) while trying to protect the Ancestral Hall from being demolished. Fully-geared police ended the commotion by surrounding the descendants. The ancestral hall was demolished within a few hours. [size=no reports]",0
"CHN5662","13-June-2018",2018,"Riots","Violent demonstration","Rioters (China)","","Police Forces of China (2012-)","","East Asia","China","Fujian","Quanzhou","Yongchun","Hushan",25.281,118.259,"Radio Free Asia; Epoch Times","Regional-International","On 13 June 2018, thousands of villagers clashed with the police in Hushan township (Quanzhou City, Fujian Province) during a demonstration against the construction plan of a waste incineration power plant. The police used tear gas to disperse the rioters. a large number of rioters were injured with blood on faces. The police arrested dozens of rioters. It was reported that the villagers had demonstrated for more than 10 days by blocking the entrance of the construction site. [size=thousands]",0
"CHN5666","14-June-2018",2018,"Riots","Violent demonstration","Rioters (China)","Students (China)","Rioters (China)","DHKC: Defend Hong Kong Campaign; Civilians (China); Government of China (2017-) Hong Kong Special Administrative Region","East Asia","China","Hong Kong","Central and Western","","Hong Kong - Central and Western",22.281,114.16,"HK01; AFP; Channel News Asia; HKFP","Subnational-International","On 14 June 2018, during the legislative debate of the joint immigration arrangement bill, around 150 to 200 pan-democratic supporters and students who opposed the bill clashed with around 20 to 30 members of DHKC, a pro-Beijing group, outside the Legislative Council in the Central and Western District (Hong Kong). The two groups shouted at and pushed against each other. Council staff intervened and separated them. It was reported that the pan-democratic demonstrators opposed Chinese officials to conduct immigration checks at the joint checkpoint of a new rail terminus and enforce Chinese law including criminal law within parts of the station and on trains. They watched a live broadcast of the debate and the vote that followed. [size=between around 170 and 230]",0
"CHN5492","21-June-2018",2018,"Riots","Violent demonstration","Rioters (China)","Former Military Forces of China (2012-); Women (China)","Police Forces of China (2012-)","","East Asia","China","Jiangsu","Zhenjiang","Jingkou","Runzhou",32.205,119.449,"Ming Pao; CRLW","Other-National","On 21 June 2018, around 1000 retired Chinese soldiers gathered at the government offices in Runzhou District (Zhenjiang, Jiangsu) to demand answers over the alleged beating of a fellow veteran by government-hired thugs. The demonstrators used bricks and rods to hurt 65 officers and staff in three days. Some spouses of the soldiers were also beaten up by the police. [size=around 1000]",0
"CHN7987","22-June-2018",2018,"Riots","Violent demonstration","Rioters (China)","Government of China (2017-) Hong Kong Special Administrative Region","Police Forces of China (2017-) Hong Kong Police Force","","East Asia","China","Hong Kong","Sham Shui Po","","Hong Kong - Sham Shui Po",22.329,114.159,"HK01","Subnational","On 22 June 2018, more than 100 residents surrounded the sealed Pak Tin Shopping Centre in Sham Shui Po District in Hong Kong to oppose to the clearance and reconstruction of the shopping centre. A district council member got into a scuffle with some Housing Department officials when he attempted to squeeze into the centre and stop the shop clearance. The police arrived and halted the conflict. The district council member claimed he sustained some injures from the scuffles. [size=more than 100]",0
"CHN8125","22-June-2018",2018,"Riots","Violent demonstration","Rioters (China)","Former Military Forces of China (2012-)","Police Forces of China (2012-)","","East Asia","China","Jiangsu","Zhenjiang","Jingkou","Runzhou",32.205,119.449,"Ming Pao","National","On 22 June 2018, around 1000 retired Chinese soldiers gathered at the government offices in Runzhou District (Zhenjiang, Jiangsu) to demand answers over the alleged beating of a fellow veteran by government-hired thugs. The demonstrators used bricks and rods to hurt 65 officers and staff in three days. [size=around 1000]",0
