"ï..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"BGD15075","04-January-2010",2010,"Strategic developments","Arrests","Police Forces of Bangladesh (2009-)","","Civilians (Bangladesh)","Biplobi Communist Party","South Asia","Bangladesh","Khulna","Bagerhat","Bagerhat Sadar","Bagerhat",22.657,89.791,"South Asia Terrorism Portal","Other","On Jan 4, Police arrested 'operation commander' of Biplobi Communist Party (BCP) from Dumuria sub-district of Bagerhat District.",0
"BGD15076","05-January-2010",2010,"Strategic developments","Arrests","Police Forces of Bangladesh (2009-)","","PBSP: Purba Banglar Sarbahara Party","","South Asia","Bangladesh","Rajshahi","Natore","Natore Sadar","Natore",24.411,88.987,"South Asia Terrorism Portal","Other","On Jan 5, police arrested an 'operation commander' of Purba Banglar Sarbahara Party (PBSP), identified as Afzal Hossain from Fulbagan area in Natore District and recovered a shutter gun, a pistol and four bullets from his house.",0
"BGD7295","07-January-2010",2010,"Strategic developments","Looting/property destruction","BCL: Bangladesh Chhatra League","Students (Bangladesh)","Civilians (Bangladesh)","BNP: Bangladesh Nationalist Party","South Asia","Bangladesh","Mymensingh","Netrakona","Kalmakanda","Kalmakanda",25.078,90.894,"Right Vision News","Regional","Property destruction: On January 7, Kalmakanda upazila BNP office was vandalised by suspected BCL activists. About 100 BCL activists, equipped with lethal weapons, brought out a procession at the upazila headquarters and attacked the BNP office and damaged its furniture. No casualties reported.",0
"BGD7311","10-January-2010",2010,"Strategic developments","Disrupted weapons use","Police Forces of Bangladesh (2009-) Rapid Action Battalion","","Unidentified Armed Group (Bangladesh)","","South Asia","Bangladesh","Khulna","Chuadanga","Alamdanga","Alamdanga",23.763,88.942,"United News of Bangladesh","National","Weapons seizure: On Jan 10, being informed by locals, the RAB members recovered three bombs from Gholadari-Khejurtola area in Alamdanga upazila.",0
"BGD7320","11-January-2010",2010,"Strategic developments","Disrupted weapons use","Police Forces of Bangladesh (2009-) Rapid Action Battalion","","Unidentified Armed Group (Bangladesh)","","South Asia","Bangladesh","Khulna","Chuadanga","Chuadanga Sadar","Chuadanga",23.643,88.853,"United News of Bangladesh","National","Weapons seizure: On Jan 11, being informed by locals, the RAB members recovered seven bombs from Chudanga sadar upazila.",0
"BGD7350","14-January-2010",2010,"Strategic developments","Disrupted weapons use","Police Forces of Bangladesh (2009-)","","Unidentified Armed Group (Bangladesh)","Students (Bangladesh)","South Asia","Bangladesh","Dhaka","Dhaka","","Dhaka",23.71,90.407,"Right Vision News","Regional","Weapons seizure: On 14 Jan 2010, in Dhaka City (Dhaka, Dhaka), following the previous day's clash between students of Dhaka College and Teachers' Training College (TTC), police raided dorms of the former and recovered a revolver, long machetes, iron pipes with sharp edges, sticks and iron rods. Students were detained but were freed later on.",0
"BGD7359","15-January-2010",2010,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Bangladesh)","","Civilians (Bangladesh)","JeI: Jamaat-e-Islami","South Asia","Bangladesh","Barisal","Patuakhali","Patuakhali Sadar","Patuakhali",22.368,90.346,"United News of Bangladesh","National","Property destruction: On Jan 15, a group of youth ransacked district office of Bangladesh Jamaat-e-Islami in Patuakhali. Armed with sticks and sharp weapons, rioters stormed into the Jamaat office at Kazipara in the town breaking open the doors. No injuries were reported.",0
"BGD7378","16-January-2010",2010,"Strategic developments","Disrupted weapons use","Police Forces of Bangladesh (2009-) Rapid Action Battalion","","Unidentified Armed Group (Bangladesh)","","South Asia","Bangladesh","Khulna","Jhenaidah","Jhenaidah Sadar","Jhenaidah",23.542,89.175,"United News of Bangladesh","National","Weapons seizure: On Jan 16, Rapid Action Battalion (RAB) members recovered five bombs from a bamboo cluster at Bishoykhali village in Jhenidah Sadar upazila.",0
"BGD7395","18-January-2010",2010,"Strategic developments","Disrupted weapons use","Police Forces of Bangladesh (2009-)","","ICS: Islami Chhatra Shibir","Students (Bangladesh)","South Asia","Bangladesh","Chittagong","Chittagong","Pahartali","Chittagong",22.357,91.782,"United News of Bangladesh","National","Weapons seizure: On Jan 18, police arrested a dozen activists of Islami Chhatra Shibir along with arms and explosives from a building at Mistripara in Agrabad commercial area of Chittagong city.",0
"BGD15078","19-January-2010",2010,"Strategic developments","Arrests","Police Forces of Bangladesh (2009-) Rapid Action Battalion","","PBCP-Red Flag: Purba Banglar Communist Party-Red Flag","","South Asia","Bangladesh","Rajshahi","Pabna","Pabna Sadar","Pabna",24.006,89.237,"South Asia Terrorism Portal","Other","On Jan 19, RAB arrested 'regional chief' of Red Flag faction of the PBCP, identified as Abdul Kader, at Nurpur bypass area in Pabna town.",0
"BGD15081","30-January-2010",2010,"Strategic developments","Disrupted weapons use","Police Forces of Bangladesh (2009-) Rapid Action Battalion","","Unidentified Armed Group (Bangladesh)","","South Asia","Bangladesh","Khulna","Khulna","Rupsa","Rupsa",22.833,89.583,"South Asia Terrorism Portal","Other","On Jan 30, RAB-6 recovered four powerful bombs, one revolver and a magazine from a residence in Rajapur village under Rupsha sub-district in Khulna District.",0
