"ISO","NODEI","NODEJ","LONFR","LATFR","LONTO","LATTO","PrdMIG","Iteration","BIN"
"AGO",1,5,13.88141282,-8.977739746,19.51642276,-16.11853767,100.4933188,0,"Bin 1"
"AGO",1,16,13.88141282,-8.977739746,12.72712796,-15.49315703,56.30086234,0,"Bin 1"
"AGO",3,1,17.36258115,-12.32493312,13.88141282,-8.977739746,100.7700466,0,"Bin 1"
"AGO",3,16,17.36258115,-12.32493312,12.72712796,-15.49315703,95.74927279,0,"Bin 1"
"AGO",4,1,12.47610976,-5.044368876,13.88141282,-8.977739746,80.19791636,0,"Bin 1"
"AGO",4,16,12.47610976,-5.044368876,12.72712796,-15.49315703,69.55269528,0,"Bin 1"
"AGO",5,1,19.51642276,-16.11853767,13.88141282,-8.977739746,56.17782998,0,"Bin 1"
"AGO",5,6,19.51642276,-16.11853767,14.94596064,-8.898622273,106.4488552,0,"Bin 1"
"AGO",5,16,19.51642276,-16.11853767,12.72712796,-15.49315703,57.69307912,0,"Bin 1"
"AGO",6,5,14.94596064,-8.898622273,19.51642276,-16.11853767,100.7229676,0,"Bin 1"
"AGO",6,16,14.94596064,-8.898622273,12.72712796,-15.49315703,57.20765351,0,"Bin 1"
"AGO",7,16,15.04484943,-10.82598038,12.72712796,-15.49315703,104.0529215,0,"Bin 1"
"AGO",8,1,15.57852037,-16.50351288,13.88141282,-8.977739746,62.93658801,0,"Bin 1"
"AGO",10,1,14.95009645,-14.74288032,13.88141282,-8.977739746,105.7094067,0,"Bin 1"
"AGO",12,1,19.49361622,-8.650260719,13.88141282,-8.977739746,75.93113753,0,"Bin 1"
"AGO",12,16,19.49361622,-8.650260719,12.72712796,-15.49315703,78.69913698,0,"Bin 1"
"AGO",13,1,20.6558752,-10.17617022,13.88141282,-8.977739746,58.59268822,0,"Bin 1"
"AGO",13,16,20.6558752,-10.17617022,12.72712796,-15.49315703,67.44778725,0,"Bin 1"
"AGO",14,16,16.95820484,-9.490055953,12.72712796,-15.49315703,78.64546248,0,"Bin 1"
"AGO",15,1,21.04009647,-12.87968187,13.88141282,-8.977739746,60.5300593,0,"Bin 1"
"AGO",15,16,21.04009647,-12.87968187,12.72712796,-15.49315703,65.9000269,0,"Bin 1"
"AGO",16,1,12.72712796,-15.49315703,13.88141282,-8.977739746,53.92494853,0,"Bin 1"
"AGO",16,5,12.72712796,-15.49315703,19.51642276,-16.11853767,99.2547234,0,"Bin 1"
"AGO",16,6,12.72712796,-15.49315703,14.94596064,-8.898622273,104.2219475,0,"Bin 1"
"AGO",17,16,15.47723244,-7.024387692,12.72712796,-15.49315703,85.21107173,0,"Bin 1"
"AGO",18,16,13.56190942,-6.608316424,12.72712796,-15.49315703,61.24791145,0,"Bin 1"
"BFA",38,1,-5.269133996,10.62875665,-1.564366602,13.45203291,95.090597,3,"Bin 1"
"BFA",41,1,-2.954780783,9.869295626,-1.564366602,13.45203291,90.04706855,3,"Bin 1"
"BFA",38,2,-5.269133996,10.62875665,-1.44571712,11.95270158,100.3923837,3,"Bin 1"
"BFA",1,3,-1.564366602,13.45203291,-3.39109378,10.87856911,80.01020007,3,"Bin 1"
"BFA",7,3,-0.764041563,12.23126957,-3.39109378,10.87856911,94.93706177,3,"Bin 1"
"BFA",8,3,0.037671909,12.92958442,-3.39109378,10.87856911,67.12406384,3,"Bin 1"
"BFA",9,3,0.656633947,12.13424147,-3.39109378,10.87856911,61.62674069,3,"Bin 1"
"BFA",14,3,-0.292756543,12.16714963,-3.39109378,10.87856911,83.27682074,3,"Bin 1"
"BFA",17,3,-0.492882617,13.14779602,-3.39109378,10.87856911,68.84429089,3,"Bin 1"
"BFA",18,3,-1.305892429,12.62249253,-3.39109378,10.87856911,98.55496205,3,"Bin 1"
"BFA",19,3,-0.339305646,14.64607447,-3.39109378,10.87856911,44.12141178,3,"Bin 1"
"BFA",23,3,-1.015002551,13.22320648,-3.39109378,10.87856911,94.96644604,3,"Bin 1"
"BFA",24,3,-0.02843814,13.94478355,-3.39109378,10.87856911,51.15944195,3,"Bin 1"
"BFA",26,3,-1.339674649,14.26684148,-3.39109378,10.87856911,64.26825921,3,"Bin 1"
"BFA",28,3,1.747928608,12.06968114,-3.39109378,10.87856911,49.33194169,3,"Bin 1"
"BFA",34,3,0.74622257,12.7412326,-3.39109378,10.87856911,34.5262357,3,"Bin 1"
"BFA",35,3,0.884740702,11.42107493,-3.39109378,10.87856911,35.80698754,3,"Bin 1"
"BFA",36,3,0.214332609,11.40810587,-3.39109378,10.87856911,62.21505508,3,"Bin 1"
"BFA",39,3,-2.108910002,13.89660298,-3.39109378,10.87856911,57.63607194,3,"Bin 1"
"BFA",43,3,0.604648465,13.40230695,-3.39109378,10.87856911,41.89092278,3,"Bin 1"
"BFA",45,3,-2.360473975,13.16929939,-3.39109378,10.87856911,100.0710199,3,"Bin 1"
"BFA",34,6,0.74622257,12.7412326,-4.434425299,10.29542084,84.5453098,3,"Bin 1"
"BFA",35,6,0.884740702,11.42107493,-4.434425299,10.29542084,87.19727096,3,"Bin 1"
"BFA",43,6,0.604648465,13.40230695,-4.434425299,10.29542084,103.8855532,3,"Bin 1"
"BFA",38,7,-5.269133996,10.62875665,-0.764041563,12.23126957,97.77033281,3,"Bin 1"
"BFA",38,8,-5.269133996,10.62875665,0.037671909,12.92958442,90.68549099,3,"Bin 1"
"BFA",41,8,-2.954780783,9.869295626,0.037671909,12.92958442,92.73559567,3,"Bin 1"
"BFA",38,9,-5.269133996,10.62875665,0.656633947,12.13424147,90.05815882,3,"Bin 1"
"BFA",41,9,-2.954780783,9.869295626,0.656633947,12.13424147,96.18664711,3,"Bin 1"
"BFA",19,12,-0.339305646,14.64607447,-4.973227573,11.43223029,92.94424716,3,"Bin 1"
"BFA",24,12,-0.02843814,13.94478355,-4.973227573,11.43223029,103.2232244,3,"Bin 1"
"BFA",28,12,1.747928608,12.06968114,-4.973227573,11.43223029,99.83845475,3,"Bin 1"
"BFA",34,12,0.74622257,12.7412326,-4.973227573,11.43223029,66.44837463,3,"Bin 1"
"BFA",35,12,0.884740702,11.42107493,-4.973227573,11.43223029,65.81396357,3,"Bin 1"
"BFA",36,12,0.214332609,11.40810587,-4.973227573,11.43223029,105.9255768,3,"Bin 1"
"BFA",43,12,0.604648465,13.40230695,-4.973227573,11.43223029,83.14588958,3,"Bin 1"
"BFA",34,13,0.74622257,12.7412326,-3.884855861,12.92482929,83.71766554,3,"Bin 1"
"BFA",35,13,0.884740702,11.42107493,-3.884855861,12.92482929,77.35922941,3,"Bin 1"
"BFA",38,14,-5.269133996,10.62875665,-0.292756543,12.16714963,106.1891205,3,"Bin 1"
"BFA",34,15,0.74622257,12.7412326,-3.420504576,12.19546989,97.48991118,3,"Bin 1"
"BFA",35,15,0.884740702,11.42107493,-3.420504576,12.19546989,92.83815034,3,"Bin 1"
"BFA",38,16,-5.269133996,10.62875665,-1.204070239,11.19520997,92.16675305,3,"Bin 1"
"BFA",38,17,-5.269133996,10.62875665,-0.492882617,13.14779602,87.55538527,3,"Bin 1"
"BFA",41,17,-2.954780783,9.869295626,-0.492882617,13.14779602,88.26016357,3,"Bin 1"
"BFA",38,18,-5.269133996,10.62875665,-1.305892429,12.62249253,90.61847948,3,"Bin 1"
"BFA",41,18,-2.954780783,9.869295626,-1.305892429,12.62249253,103.7989962,3,"Bin 1"
"BFA",3,19,-3.39109378,10.87856911,-0.339305646,14.64607447,79.37387301,3,"Bin 1"
"BFA",6,19,-4.434425299,10.29542084,-0.339305646,14.64607447,103.0784952,3,"Bin 1"
"BFA",12,19,-4.973227573,11.43223029,-0.339305646,14.64607447,90.91264855,3,"Bin 1"
"BFA",21,19,-3.359006262,10.29597483,-0.339305646,14.64607447,92.34663533,3,"Bin 1"
"BFA",33,19,-2.983818373,11.06115382,-0.339305646,14.64607447,90.13920311,3,"Bin 1"
"BFA",35,19,0.884740702,11.42107493,-0.339305646,14.64607447,92.50052832,3,"Bin 1"
"BFA",38,19,-5.269133996,10.62875665,-0.339305646,14.64607447,64.45387801,3,"Bin 1"
"BFA",41,19,-2.954780783,9.869295626,-0.339305646,14.64607447,56.85297727,3,"Bin 1"
"BFA",42,19,-3.514532967,11.42174641,-0.339305646,14.64607447,102.2710198,3,"Bin 1"
"BFA",19,21,-0.339305646,14.64607447,-3.359006262,10.29597483,94.92275906,3,"Bin 1"
"BFA",34,21,0.74622257,12.7412326,-3.359006262,10.29597483,76.45041357,3,"Bin 1"
"BFA",35,21,0.884740702,11.42107493,-3.359006262,10.29597483,81.62584864,3,"Bin 1"
"BFA",43,21,0.604648465,13.40230695,-3.359006262,10.29597483,91.88818712,3,"Bin 1"
"BFA",35,22,0.884740702,11.42107493,-2.602388826,12.2039547,105.3158261,3,"Bin 1"
"BFA",3,24,-3.39109378,10.87856911,-0.02843814,13.94478355,92.36511872,3,"Bin 1"
"BFA",12,24,-4.973227573,11.43223029,-0.02843814,13.94478355,101.3291635,3,"Bin 1"
"BFA",33,24,-2.983818373,11.06115382,-0.02843814,13.94478355,106.4271347,3,"Bin 1"
"BFA",38,24,-5.269133996,10.62875665,-0.02843814,13.94478355,71.90018313,3,"Bin 1"
"BFA",41,24,-2.954780783,9.869295626,-0.02843814,13.94478355,66.95772339,3,"Bin 1"
"BFA",38,26,-5.269133996,10.62875665,-1.339674649,14.26684148,88.40847133,3,"Bin 1"
"BFA",41,26,-2.954780783,9.869295626,-1.339674649,14.26684148,78.44375594,3,"Bin 1"
"BFA",34,27,0.74622257,12.7412326,-3.004884113,13.24722214,95.8561636,3,"Bin 1"
"BFA",35,27,0.884740702,11.42107493,-3.004884113,13.24722214,83.18864398,3,"Bin 1"
"BFA",41,27,-2.954780783,9.869295626,-3.004884113,13.24722214,101.7399267,3,"Bin 1"
"BFA",3,28,-3.39109378,10.87856911,1.747928608,12.06968114,87.64832161,3,"Bin 1"
"BFA",12,28,-4.973227573,11.43223029,1.747928608,12.06968114,96.4477978,3,"Bin 1"
"BFA",32,28,-4.175017116,12.24988361,1.747928608,12.06968114,105.3490075,3,"Bin 1"
"BFA",33,28,-2.983818373,11.06115382,1.747928608,12.06968114,99.5820492,3,"Bin 1"
"BFA",38,28,-5.269133996,10.62875665,1.747928608,12.06968114,72.94048931,3,"Bin 1"
"BFA",39,28,-2.108910002,13.89660298,1.747928608,12.06968114,104.6853134,3,"Bin 1"
"BFA",40,28,-3.022562035,12.69419966,1.747928608,12.06968114,102.6934513,3,"Bin 1"
"BFA",41,28,-2.954780783,9.869295626,1.747928608,12.06968114,70.132884,3,"Bin 1"
"BFA",42,28,-3.514532967,11.42174641,1.747928608,12.06968114,105.8077726,3,"Bin 1"
"BFA",38,30,-5.269133996,10.62875665,-0.978090969,11.55445129,93.16851542,3,"Bin 1"
"BFA",34,31,0.74622257,12.7412326,-3.077878687,11.71466325,86.6207928,3,"Bin 1"
"BFA",35,31,0.884740702,11.42107493,-3.077878687,11.71466325,85.36825491,3,"Bin 1"
"BFA",43,31,0.604648465,13.40230695,-3.077878687,11.71466325,106.4663895,3,"Bin 1"
"BFA",34,32,0.74622257,12.7412326,-4.175017116,12.24988361,78.89573329,3,"Bin 1"
"BFA",35,32,0.884740702,11.42107493,-4.175017116,12.24988361,75.6031457,3,"Bin 1"
"BFA",43,32,0.604648465,13.40230695,-4.175017116,12.24988361,99.82441559,3,"Bin 1"
"BFA",19,33,-0.339305646,14.64607447,-2.983818373,11.06115382,87.95790532,3,"Bin 1"
"BFA",24,33,-0.02843814,13.94478355,-2.983818373,11.06115382,103.4769424,3,"Bin 1"
"BFA",28,33,1.747928608,12.06968114,-2.983818373,11.06115382,98.38721422,3,"Bin 1"
"BFA",34,33,0.74622257,12.7412326,-2.983818373,11.06115382,70.33944414,3,"Bin 1"
"BFA",35,33,0.884740702,11.42107493,-2.983818373,11.06115382,73.38394267,3,"Bin 1"
"BFA",43,33,0.604648465,13.40230695,-2.983818373,11.06115382,84.66307024,3,"Bin 1"
"BFA",3,34,-3.39109378,10.87856911,0.74622257,12.7412326,32.25973132,3,"Bin 1"
"BFA",5,34,-2.140765166,12.30287977,0.74622257,12.7412326,93.86622141,3,"Bin 1"
"BFA",6,34,-4.434425299,10.29542084,0.74622257,12.7412326,40.64240684,3,"Bin 1"
"BFA",10,34,-4.257753428,11.28162251,0.74622257,12.7412326,72.10640251,3,"Bin 1"
"BFA",12,34,-4.973227573,11.43223029,0.74622257,12.7412326,33.75810662,3,"Bin 1"
"BFA",13,34,-3.884855861,12.92482929,0.74622257,12.7412326,41.95329769,3,"Bin 1"
"BFA",15,34,-3.420504576,12.19546989,0.74622257,12.7412326,47.77886082,3,"Bin 1"
"BFA",16,34,-1.204070239,11.19520997,0.74622257,12.7412326,86.44882183,3,"Bin 1"
"BFA",20,34,-2.156628511,12.89124014,0.74622257,12.7412326,80.23976759,3,"Bin 1"
"BFA",21,34,-3.359006262,10.29597483,0.74622257,12.7412326,38.63002095,3,"Bin 1"
"BFA",22,34,-2.602388826,12.2039547,0.74622257,12.7412326,58.33232802,3,"Bin 1"
"BFA",25,34,-2.228337448,11.28961537,0.74622257,12.7412326,55.72621469,3,"Bin 1"
"BFA",26,34,-1.339674649,14.26684148,0.74622257,12.7412326,100.5699179,3,"Bin 1"
"BFA",27,34,-3.004884113,13.24722214,0.74622257,12.7412326,48.13825418,3,"Bin 1"
"BFA",29,34,-2.379538601,13.59509887,0.74622257,12.7412326,83.13947389,3,"Bin 1"
"BFA",31,34,-3.077878687,11.71466325,0.74622257,12.7412326,44.14258145,3,"Bin 1"
"BFA",32,34,-4.175017116,12.24988361,0.74622257,12.7412326,39.43258513,3,"Bin 1"
"BFA",33,34,-2.983818373,11.06115382,0.74622257,12.7412326,37.43855578,3,"Bin 1"
"BFA",37,34,-1.812918776,12.608083,0.74622257,12.7412326,76.08803215,3,"Bin 1"
"BFA",38,34,-5.269133996,10.62875665,0.74622257,12.7412326,24.60615126,3,"Bin 1"
"BFA",39,34,-2.108910002,13.89660298,0.74622257,12.7412326,51.32167177,3,"Bin 1"
"BFA",40,34,-3.022562035,12.69419966,0.74622257,12.7412326,41.96307689,3,"Bin 1"
"BFA",41,34,-2.954780783,9.869295626,0.74622257,12.7412326,24.74379355,3,"Bin 1"
"BFA",42,34,-3.514532967,11.42174641,0.74622257,12.7412326,39.73184906,3,"Bin 1"
"BFA",44,34,-1.870356131,11.61290247,0.74622257,12.7412326,63.76872522,3,"Bin 1"
"BFA",45,34,-2.360473975,13.16929939,0.74622257,12.7412326,52.60390888,3,"Bin 1"
"BFA",1,35,-1.564366602,13.45203291,0.884740702,11.42107493,62.1465225,3,"Bin 1"
"BFA",2,35,-1.44571712,11.95270158,0.884740702,11.42107493,102.2882326,3,"Bin 1"
"BFA",3,35,-3.39109378,10.87856911,0.884740702,11.42107493,33.63384868,3,"Bin 1"
"BFA",5,35,-2.140765166,12.30287977,0.884740702,11.42107493,81.03967496,3,"Bin 1"
"BFA",6,35,-4.434425299,10.29542084,0.884740702,11.42107493,42.13924574,3,"Bin 1"
"BFA",10,35,-4.257753428,11.28162251,0.884740702,11.42107493,72.52420818,3,"Bin 1"
"BFA",12,35,-4.973227573,11.43223029,0.884740702,11.42107493,33.61333868,3,"Bin 1"
"BFA",13,35,-3.884855861,12.92482929,0.884740702,11.42107493,38.97321166,3,"Bin 1"
"BFA",15,35,-3.420504576,12.19546989,0.884740702,11.42107493,45.74094341,3,"Bin 1"
"BFA",18,35,-1.305892429,12.62249253,0.884740702,11.42107493,92.12672867,3,"Bin 1"
"BFA",19,35,-0.339305646,14.64607447,0.884740702,11.42107493,48.29585602,3,"Bin 1"
"BFA",20,35,-2.156628511,12.89124014,0.884740702,11.42107493,61.39851808,3,"Bin 1"
"BFA",21,35,-3.359006262,10.29597483,0.884740702,11.42107493,41.46348298,3,"Bin 1"
"BFA",22,35,-2.602388826,12.2039547,0.884740702,11.42107493,53.92737937,3,"Bin 1"
"BFA",24,35,-0.02843814,13.94478355,0.884740702,11.42107493,81.52113213,3,"Bin 1"
"BFA",25,35,-2.228337448,11.28961537,0.884740702,11.42107493,61.19156413,3,"Bin 1"
"BFA",26,35,-1.339674649,14.26684148,0.884740702,11.42107493,55.67848452,3,"Bin 1"
"BFA",27,35,-3.004884113,13.24722214,0.884740702,11.42107493,41.99930272,3,"Bin 1"
"BFA",29,35,-2.379538601,13.59509887,0.884740702,11.42107493,64.22127039,3,"Bin 1"
"BFA",31,35,-3.077878687,11.71466325,0.884740702,11.42107493,43.73512587,3,"Bin 1"
"BFA",32,35,-4.175017116,12.24988361,0.884740702,11.42107493,37.98774442,3,"Bin 1"
"BFA",33,35,-2.983818373,11.06115382,0.884740702,11.42107493,39.26620214,3,"Bin 1"
"BFA",37,35,-1.812918776,12.608083,0.884740702,11.42107493,56.67195177,3,"Bin 1"
"BFA",38,35,-5.269133996,10.62875665,0.884740702,11.42107493,24.86522983,3,"Bin 1"
"BFA",39,35,-2.108910002,13.89660298,0.884740702,11.42107493,36.77867528,3,"Bin 1"
"BFA",40,35,-3.022562035,12.69419966,0.884740702,11.42107493,38.04124633,3,"Bin 1"
"BFA",41,35,-2.954780783,9.869295626,0.884740702,11.42107493,27.55815107,3,"Bin 1"
"BFA",42,35,-3.514532967,11.42174641,0.884740702,11.42107493,40.01773714,3,"Bin 1"
"BFA",44,35,-1.870356131,11.61290247,0.884740702,11.42107493,67.58463543,3,"Bin 1"
"BFA",45,35,-2.360473975,13.16929939,0.884740702,11.42107493,41.23444361,3,"Bin 1"
"BFA",12,36,-4.973227573,11.43223029,0.214332609,11.40810587,103.3526409,3,"Bin 1"
"BFA",38,36,-5.269133996,10.62875665,0.214332609,11.40810587,75.24268701,3,"Bin 1"
"BFA",41,36,-2.954780783,9.869295626,0.214332609,11.40810587,91.79283399,3,"Bin 1"
"BFA",38,37,-5.269133996,10.62875665,-1.812918776,12.608083,84.31686346,3,"Bin 1"
"BFA",41,37,-2.954780783,9.869295626,-1.812918776,12.608083,99.54819586,3,"Bin 1"
"BFA",1,38,-1.564366602,13.45203291,-5.269133996,10.62875665,49.23311536,3,"Bin 1"
"BFA",2,38,-1.44571712,11.95270158,-5.269133996,10.62875665,52.67919529,3,"Bin 1"
"BFA",4,38,-0.436432566,11.50074532,-5.269133996,10.62875665,62.449284,3,"Bin 1"
"BFA",5,38,-2.140765166,12.30287977,-5.269133996,10.62875665,82.65217847,3,"Bin 1"
