"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x270308528","x1425916164505575425",2021-08-12 20:24:40,"PoohBoyW","@fredomachoka Fred, in the speech, baba wants local investors who can plough back the capital into the economy, hustler local investors are mama mbogas &amp; boda bodas right? So why is he calling the vision that the DP has for his local investors takataka? @DavidNdii back to you in the studio","Twitter for Android",280,"x1425872036140834820","x2285565848","fredomachoka",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x2285565848 x715851056148791296","fredomachoka DavidNdii","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/PoohBoyW/status/1425916164505575425","TEV","Mombasa, Kenya","Danger is so much real but fear is a choice",,FALSE,2097,1193,3,26713,30082,2011-03-22 11:27:04,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1381210189802651648/VAFaPSOs_normal.jpg"
"x1397986194839982080","x1425911654550843398",2021-08-12 20:06:45,"wesleykoske4","@Silvia_Wangeci And isn't it a fact that the majority segment of this members of society (the Boda bodas, mikokotenis, mama mbogas TAKATAKA) resides in Soweto West, Kianda and Laini Saba all in Kibra constituency ?

Who was once the MP of the area ?","Twitter for Android",233,"x1425888082168107022","x343205796","Silvia_Wangeci",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x343205796","Silvia_Wangeci","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/wesleykoske4/status/1425911654550843398","wesley koske","","Just a villager",,FALSE,4,14,0,190,162,2021-05-27 18:41:42,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1397986538387034114/R6Xd5aWE_normal.jpg"
"x1254840597338296321","x1425900699267780622",2021-08-12 19:23:13,"walker_wonka","So citizen TV have edited the part where Raila Odinga referred to Boda bodas, mikokotenis &amp; Mama mbogas TAKATAKA, Enyewe this Githeri Media is compromised, they must have received ""orders from above"" really when will people grow up<U+0001F937><U+0001F3FC><U+200D><U+2642><U+FE0F><U+0001F937><U+0001F3FC><U+200D><U+2642><U+FE0F>","Twitter Web App",245,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/walker_wonka/status/1425900699267780622","Walkie Talkie","parklands","tourism and hospitality manager mane ;media personality; african emanating from kenya; the most influential Kenyan ,journalist//social influencer @NUR",,FALSE,417,406,0,1397,7135,2020-04-27 18:34:11,FALSE,,,,"https://pbs.twimg.com/profile_banners/1254840597338296321/1593527539",,"http://pbs.twimg.com/profile_images/1315563429759983617/z_Gzr7tL_normal.jpg"
"x2906270687","x1425894183970148359",2021-08-12 18:57:19,"MinginBuch","Imagine someone who wants to be  a President has called mama mbogas, boda bodas , Vinyozi's, Shoe shiners, Jua kalis,the people in the informal sector who contribute 70% of our economy TAKATAKA. Mungu Utusaidie.","Twitter Web App",211,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MinginBuch/status/1425894183970148359","Kiprotich Ngetich","Nairobi","This is my official twitter handle .Am a Patriotic Kenyan who Believe in activism and ideals of democracy.",,FALSE,561,830,1,4632,5046,2014-12-05 11:55:08,FALSE,,,,"https://pbs.twimg.com/profile_banners/2906270687/1559221821","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1354904622075441158/zDRle4DK_normal.jpg"
"x3376381259","x1425890936266035202",2021-08-12 18:44:25,"AngieNimo","@OneJacobKelly I think izo tools ndio zimeitwa takataka. if Rao didn't mean the tools (mkokoteni, boda bodas, wheelbarrows), then he meant those using those tools.  he couldn't have meant Ruto because he knows if a list of takatakas was to be made, he would come before WSR.","Twitter Web App",259,"x1425873501081194499","x862495465","OneJacobKelly",FALSE,FALSE,3,0,,,,,,,,,,,,,,,,"x862495465","OneJacobKelly","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AngieNimo/status/1425890936266035202","Angie Wairimu.","Kenya","Nature lover, philosophy and psychology lover,


























 











a believer in doing good



















 




















Man utd.",,FALSE,754,752,0,1743,4499,2015-07-14 20:53:29,FALSE,,,,"https://pbs.twimg.com/profile_banners/3376381259/1560541420","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1419969530173038598/hXhCXr_Z_normal.jpg"
"x343205796","x1425888082168107022",2021-08-12 18:33:05,"Silvia_Wangeci","So citizen TV have edited the part where Raila Odinga referred to Boda bodas, mikokotenis &amp; Mama mbogas TAKATAKA, Enyewe this Githeri Media is compromised, they must have received ""orders from above""","Twitter for Android",203,,,,FALSE,FALSE,516,97,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Silvia_Wangeci/status/1425888082168107022","Silvia Wangeci <U+2790>","Eldoret, Kenya","Dr William Ruto Fan Account. Followed by His Excellency Dr @williamsRuto.",,FALSE,41891,3731,18,7312,17100,2011-07-27 06:30:29,FALSE,,,,"https://pbs.twimg.com/profile_banners/343205796/1623901207","http://abs.twimg.com/images/themes/theme19/bg.gif","http://pbs.twimg.com/profile_images/1418125481459781633/Dg2gTAV1_normal.jpg"
"x1405116928943874048","x1425849507611295748",2021-08-12 15:59:48,"ri_mwangi","@kipmurkomen @RailaOdinga When you and Ruto were stealing Kimwarer and Arror dam funds...u didn't know there were mama mboga's and boda bodas who needed that water? Now people are dying in Baringo for lack of clean water n other becoming handicapped...ur children will suffer. Shenzi.","Twitter for Android",258,"x1425837407417651201","x256136003","kipmurkomen",FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"x256136003 x300789811","kipmurkomen RailaOdinga","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ri_mwangi/status/1425849507611295748","MwangiRi","","Golfer~ Fearless critic~No apologies~ Multiple suspension by Twitter~ 4th Account~Jeshi ya Uhuru.",,FALSE,85,461,0,4259,2194,2021-06-16 10:56:24,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1405117197660221444/FcDmDS_H_normal.jpg"
"x1405116928943874048","x1423156130134597634",2021-08-05 05:37:17,"ri_mwangi","If Ruto can call Equity Bank and instruct it to loan foreign businessmen 15 billion while he tells mama mboga and boda bodas to wait until he becomes President for him to disburse only 4.7billion ni kudharao wa Kenya. We demand the money immediately. @BodaAssnofKenya @OleItumbi","Twitter for Android",278,,,,FALSE,FALSE,0,1,,,,,,,,,,,,,,,,"x4761812981 x68382599","BodaAssnofKenya OleItumbi","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ri_mwangi/status/1423156130134597634","MwangiRi","","Golfer~ Fearless critic~No apologies~ Multiple suspension by Twitter~ 4th Account~Jeshi ya Uhuru.",,FALSE,85,461,0,4259,2194,2021-06-16 10:56:24,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1405117197660221444/FcDmDS_H_normal.jpg"
"x1129744090692751361","x1425765487254900740",2021-08-12 10:25:56,"MaserukaSadat","...in the transport sector, their taxes and Boda bodas have been towed under the guise of enforcing SOP's and on such a day nothing will be done to curb the highest levels of unemployment amongst the youth.","Twitter for Android",206,"x1425764127629357059","x1129744090692751361","MaserukaSadat",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MaserukaSadat/status/1425765487254900740","Maseruka Sadat","","Politician|“If you are silent about your pain, they’ll kill you and say you enjoyed it.”- Zora Neale Hurston Tell:+256705406491. Email:maseruka22@gmail.com",,FALSE,96,270,1,287,1104,2019-05-18 13:42:35,FALSE,,,,"https://pbs.twimg.com/profile_banners/1129744090692751361/1613160550",,"http://pbs.twimg.com/profile_images/1360319702678003722/b9vONQqw_normal.jpg"
"x2889253487","x1425761871034916866",2021-08-12 10:11:34,"McQubit","Uganda’s popular boda-bodas are now part of the government’s surveillance system https://t.co/E0uXkL2oQk #Uncategorized #Africa #Business #economics #EditedbyCikuKimeria https://t.co/l8wF2tDkXx","dlvr.it",169,,,,FALSE,FALSE,1,5,,,"Uncategorized Africa Business economics EditedbyCikuKimeria",,"dlvr.it/S5Vhdd","https://t.co/E0uXkL2oQk","http://dlvr.it/S5Vhdd","http://pbs.twimg.com/media/E8lS3aOVcAQWWxJ.jpg","https://t.co/l8wF2tDkXx","https://twitter.com/McQubit/status/1425761871034916866/photo/1","photo","http://pbs.twimg.com/media/E8lS3aOVcAQWWxJ.jpg","https://t.co/l8wF2tDkXx","https://twitter.com/McQubit/status/1425761871034916866/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/McQubit/status/1425761871034916866","Pedram","England, GB, Planet Earth","Science activist – Physicist – PhD",,FALSE,2912,34,15,671,1276,2014-11-23 14:14:58,FALSE,,,,"https://pbs.twimg.com/profile_banners/2889253487/1601636443","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1327749093532323843/KwuHi-Qm_normal.jpg"
