"id","name","color","length","rfs","owners","url","longitude","latitude"
"1865","Comoros Submarine Cable System","#9c9fa1","260 km","Q4 2016","n.a.",,"45.20690256","-12.7368062"
"1865","Comoros Submarine Cable System","#9c9fa1","260 km","Q4 2016","n.a.",,"45.20690256","-12.4928415"
"1865","Comoros Submarine Cable System","#9c9fa1","260 km","Q4 2016","n.a.",,"44.6500426","-11.82386992"
"1865","Comoros Submarine Cable System","#9c9fa1","260 km","Q4 2016","n.a.",,"44.40004278","-11.82386992"
"1865","Comoros Submarine Cable System","#9c9fa1","260 km","Q4 2016","n.a.",,"44.40004278","-12.1662748"
"1865","Comoros Submarine Cable System","#9c9fa1","260 km","Q4 2016","n.a.",,"44.02904695","-11.71090209"
"1865","Comoros Submarine Cable System","#9c9fa1","260 km","Q4 2016","n.a.",,"43.48920358","-11.92311598"
"1865","Comoros Submarine Cable System","#9c9fa1","260 km","Q4 2016","n.a.",,"43.48920358","-12.14315986"
"1865","Comoros Submarine Cable System","#9c9fa1","260 km","Q4 2016","n.a.",,"43.3642525","-12.14315986"
"1865","Comoros Submarine Cable System","#9c9fa1","260 km","Q4 2016","n.a.",,"43.09335425","-11.87193256"
"1865","Comoros Submarine Cable System","#9c9fa1","260 km","Q4 2016","n.a.",,"43.24330532","-11.70058653"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","63.42698243","-19.67971817"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","62.92703161","-19.20823645"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","58.93335768","-19.20823645"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","57.51009209","-19.60720908"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","57.01014127","-19.84253973"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","55.54778879","-20.42942664"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","53.8210322","-20.66348896"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","51.21056042","-23.79385399"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","46.3500414","-26.37257517"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","44.38754279","-26.37257517"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","42.45004416","-24.58979599"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","40.50004554","-23.63141581"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","38.65661423","-22.12815166"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","57.51009209","-20.07753356"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","57.51009209","-19.60720908"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","55.54778879","-20.42942664"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","55.54778879","-20.89727104"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","42.45004416","-24.58979599"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","43.16325167","-23.81291887"
"1901","IOX Cable System","#9c9fa1","n.a.","Q1 2019","n.a.","http://www.iox.mu","43.6632269","-23.35476138"
"1902","Hong Kong-Guam (HK-G)","#9ea0a2","3,900 km","43831","RTI Connectivity",,"144.6946983","13.46477782"
"1902","Hong Kong-Guam (HK-G)","#9ea0a2","3,900 km","43831","RTI Connectivity",,"138.5774907","15.84672364"
"1902","Hong Kong-Guam (HK-G)","#9ea0a2","3,900 km","43831","RTI Connectivity",,"130.8485167","17.6979986"
"1902","Hong Kong-Guam (HK-G)","#9ea0a2","3,900 km","43831","RTI Connectivity",,"125.7354344","18.37225924"
"1902","Hong Kong-Guam (HK-G)","#9ea0a2","3,900 km","43831","RTI Connectivity",,"117.9312407","19.8328203"
"1902","Hong Kong-Guam (HK-G)","#9ea0a2","3,900 km","43831","RTI Connectivity",,"114.1587092","22.28332967"
"1897","Greenland Connect North","#9ea0a2","n.a.","43070","TELE Greenland","http://www.tele.gl","-51.72996724","64.1812198"
"1897","Greenland Connect North","#9ea0a2","n.a.","43070","TELE Greenland","http://www.tele.gl","-52.2299913","64.1812198"
"1897","Greenland Connect North","#9ea0a2","n.a.","43070","TELE Greenland","http://www.tele.gl","-52.90572325","64.77594768"
"1897","Greenland Connect North","#9ea0a2","n.a.","43070","TELE Greenland","http://www.tele.gl","-53.40568627","65.40767536"
"1897","Greenland Connect North","#9ea0a2","n.a.","43070","TELE Greenland","http://www.tele.gl","-54.17338592","65.92994859"
"1897","Greenland Connect North","#9ea0a2","n.a.","43070","TELE Greenland","http://www.tele.gl","-54.17338592","66.93947688"
"1897","Greenland Connect North","#9ea0a2","n.a.","43070","TELE Greenland","http://www.tele.gl","-54.17338592","68.31713705"
"1897","Greenland Connect North","#9ea0a2","n.a.","43070","TELE Greenland","http://www.tele.gl","-53.10911666","68.70697644"
"1897","Greenland Connect North","#9ea0a2","n.a.","43070","TELE Greenland","http://www.tele.gl","-52.85911683","68.70697644"
"1897","Greenland Connect North","#9ea0a2","n.a.","43070","TELE Greenland","http://www.tele.gl","-52.90572325","65.40767536"
"1897","Greenland Connect North","#9ea0a2","n.a.","43070","TELE Greenland","http://www.tele.gl","-53.40568627","65.40767536"
"1897","Greenland Connect North","#9ea0a2","n.a.","43070","TELE Greenland","http://www.tele.gl","-54.17338592","66.93947688"
"1897","Greenland Connect North","#9ea0a2","n.a.","43070","TELE Greenland","http://www.tele.gl","-53.67338628","66.93947209"
"1872","Avassa","#565da6","260 km","42675","Comoros Telecom,  STOI",,"43.48920358","-11.92311598"
"1872","Avassa","#565da6","260 km","42675","Comoros Telecom,  STOI",,"43.43925245","-12.04537952"
"1872","Avassa","#565da6","260 km","42675","Comoros Telecom,  STOI",,"43.3642525","-12.04537952"
"1872","Avassa","#565da6","260 km","42675","Comoros Telecom,  STOI",,"43.19335418","-11.87193256"
"1872","Avassa","#565da6","260 km","42675","Comoros Telecom,  STOI",,"43.24330532","-11.70058653"
"1872","Avassa","#565da6","260 km","42675","Comoros Telecom,  STOI",,"44.40004278","-12.1662748"
"1872","Avassa","#565da6","260 km","42675","Comoros Telecom,  STOI",,"44.50004271","-11.92173051"
