"state","year","incidence"
"AL","1916",96.04
"AL","1917",134.00999999999996
"AL","1918",289.2500000000001
"AL","1919",443.42999999999995
"AL","1920",379.1100000000005
"AL","1921",406.9999999999998
"AL","1922",334.71000000000015
"AL","1923",297.51000000000005
"AL","1924",192.05999999999992
"AL","1925",236.80000000000004
"AL","1926",371.8699999999999
"AL","1927",400.9299999999997
"AL","1928",299.16
"AL","1929",298.6899999999999
"AL","1930",234.08000000000007
"AL","1931",250.59999999999994
"AL","1932",230.07999999999993
"AL","1933",237.05
"AL","1934",273.80999999999966
"AL","1935",184.53999999999988
"AL","1936",146.45000000000002
"AL","1937",133.48
"AL","1938",82.76000000000002
"AL","1939",79.53000000000003
"AL","1940",52.55000000000001
"AL","1941",70.74999999999999
"AL","1942",44.65999999999999
"AL","1943",25.520000000000003
"AL","1944",34.09
"AL","1945",39.24000000000002
"AL","1946",42.74999999999999
"AL","1947",22.98
"AR","1916",41.75999999999999
"AR","1917",16.88
"AR","1918",54.81000000000002
"AR","1919",160.35999999999999
"AR","1920",440.5000000000001
"AR","1921",374.21999999999997
"AR","1922",232.36999999999992
"AR","1923",232.17000000000002
"AR","1924",150.32
"AR","1925",167.34999999999985
"AR","1926",129.35
"AR","1927",177.55000000000004
"AR","1928",150.52000000000004
"AR","1929",157
"AR","1930",71.06000000000002
"AR","1931",245.25000000000006
"AR","1932",125.14999999999996
"AR","1933",139.6
"AR","1934",73.89
"AR","1935",77.32
"AR","1936",73.76999999999998
"AR","1937",63.56
"AR","1938",108.34
"AR","1939",47.77000000000001
"AR","1940",20.38
"AR","1941",23.789999999999996
"AR","1942",2.6
"AR","1943",3.84
"AR","1944",8.83
"AR","1945",12.5
"AR","1946",13.530000000000001
"AR","1947",3.6500000000000004
"CA","1916",408.4200000000001
"CA","1917",355.1000000000002
"CA","1918",407.5
"CA","1919",251.0999999999999
"CA","1920",729.3799999999995
"CA","1921",1194.4700000000003
"CA","1922",931.7800000000003
"CA","1923",766.2199999999998
"CA","1924",986.0300000000003
"CA","1925",377.66999999999985
"CA","1926",452.8199999999997
"CA","1927",373.05999999999995
"CA","1928",234.45000000000005
"CA","1929",150.9399999999999
"CA","1930",156.06999999999985
"CA","1931",222.93999999999994
"CA","1932",161.48999999999984
"CA","1933",112.25999999999989
"CA","1934",102.93000000000006
"CA","1935",188.74000000000004
"CA","1936",130.86999999999998
"CA","1937",95.32000000000005
"CA","1938",61.14999999999996
"CA","1939",66.44999999999999
"CA","1940",76.96
"CA","1941",65.87999999999998
"CA","1942",90.37000000000005
"CA","1943",75.89000000000004
"CA","1944",37.82000000000002
"CA","1945",53.38000000000005
"CA","1946",44.18000000000002
"CA","1947",42.13999999999996
"CO","1916",41.39
"CO","1917",146.15999999999994
"CO","1918",153.26000000000005
"CO","1919",235.2699999999999
"CO","1920",535.38
"CO","1921",1130.3799999999999
"CO","1922",945.1099999999998
"CO","1923",924.8699999999997
"CO","1924",519.5400000000003
"CO","1925",555.5100000000002
"CO","1926",289.69000000000005
"CO","1927",263.03999999999996
"CO","1928",147.45
"CO","1929",78.25000000000001
"CO","1930",65.89
"CO","1931",69.67000000000003
"CO","1932",81.70000000000006
"CO","1933",33.180000000000014
"CO","1934",100.14999999999998
"CO","1935",100.58999999999997
"CO","1936",64.17999999999998
"CO","1937",67.08000000000003
"CO","1938",111.52000000000001
"CO","1939",111.55999999999999
"CO","1940",82.24000000000002
"CO","1941",91.79999999999998
"CO","1942",67.00999999999999
"CO","1943",53.89000000000001
"CO","1944",33.32000000000001
"CO","1945",45.050000000000004
"CO","1946",57.11
"CO","1947",44.660000000000004
"CT","1916",521.9699999999996
"CT","1917",616.0799999999998
"CT","1918",566.46
"CT","1919",812.03
"CT","1920",865.8199999999998
"CT","1921",893.9299999999996
"CT","1922",748.9300000000003
"CT","1923",561.4600000000004
"CT","1924",465.42
"CT","1925",352.56999999999994
"CT","1926",206.24999999999991
"CT","1927",327.21000000000015
"CT","1928",326.1400000000003
"CT","1929",185.03000000000023
"CT","1930",69.92999999999996
"CT","1931",53.239999999999974
"CT","1932",33.279999999999994
"CT","1933",29.33
"CT","1934",19.849999999999994
"CT","1935",30.48999999999999
"CT","1936",16.539999999999996
"CT","1937",12.749999999999996
"CT","1938",17.229999999999993
"CT","1939",8.259999999999998
"CT","1940",9.139999999999999
"CT","1941",4.3100000000000005
"CT","1942",5.419999999999999
"CT","1943",12.75
"CT","1944",10.11
"CT","1945",5.22
"CT","1946",2.9899999999999998
"CT","1947",1.71
"DE","1916",72.27000000000001
"DE","1917",61.99999999999999
"DE","1918",77.64000000000001
"DE","1919",123.30000000000001
"DE","1920",127.13999999999994
"DE","1921",72.81999999999995
"DE","1922",34.7
"DE","1923",36.69
"DE","1924",143.52
"DE","1925",170.82
"DE","1926",110.29000000000005
"DE","1927",66.03
"DE","1928",68.11999999999999
"DE","1929",51.539999999999985
"DE","1930",42.300000000000004
"DE","1931",36.39
"DE","1932",14.869999999999997
"DE","1933",28.570000000000018
"DE","1934",31.260000000000016
"DE","1935",28.29
"DE","1936",16.35
"DE","1937",18.06
"DE","1938",30.59999999999999
"DE","1939",21.410000000000007
"DE","1940",4.45
"DE","1941",7.119999999999999
"DE","1942",12.47
"DE","1943",8.02
"DE","1944",10.790000000000003
"DE","1945",11.680000000000001
"DE","1946",7.200000000000001
"DE","1947",4.5
"FL","1916",8.68
"FL","1921",139.73999999999998
"FL","1922",221.14999999999992
"FL","1923",75.16999999999999
"FL","1924",48.999999999999986
"FL","1925",53.70999999999999
"FL","1926",265.0900000000001
"FL","1927",242.3899999999997
"FL","1928",164.98000000000002
"FL","1929",196.75
"FL","1930",154.33999999999997
"FL","1931",146.77
"FL","1932",198.81000000000006
"FL","1933",103.24999999999999
"FL","1934",152.08
"FL","1935",114.21999999999997
"FL","1936",42.62
"FL","1937",76.58000000000001
"FL","1938",88.42999999999995
"FL","1939",47.730000000000004
"FL","1940",38.08
"FL","1941",14.520000000000003
"FL","1942",3.1500000000000004
"FL","1943",8.18
"FL","1944",34.029999999999994
"FL","1945",26.470000000000002
"FL","1946",91.27
"FL","1947",43.28000000000001
"GA","1916",14.380000000000003
"GA","1917",113.31000000000002
"GA","1918",126.86999999999996
"GA","1919",357.66999999999996
"GA","1920",302.36000000000007
"GA","1921",349.2299999999998
"GA","1922",319.75999999999993
"GA","1923",196.24999999999997
"GA","1924",139.59999999999994
"GA","1925",128.29999999999995
"GA","1926",221.84999999999994
"GA","1927",232.1000000000001
"GA","1928",149.73000000000002
"GA","1929",169.87000000000003
"GA","1930",139.93999999999994
"GA","1931",123.86999999999996
"GA","1932",204.44999999999996
"GA","1933",159.96
"GA","1934",121.92999999999999
"GA","1935",224.17999999999986
"GA","1936",175.20999999999998
"GA","1937",102.55
"GA","1938",92.32000000000001
"GA","1939",46.28
"GA","1940",29.689999999999998
"GA","1941",13.66
"GA","1942",34.43000000000001
"GA","1943",42.04
"GA","1944",14.480000000000004
"GA","1945",25.98
"GA","1946",6.509999999999999
"GA","1947",5.81
"IA","1916",122.29000000000005
"IA","1917",114.50000000000001
"IA","1918",318.4399999999998
"IA","1919",360.6799999999999
"IA","1920",277.45000000000005
"IA","1921",616.9799999999999
"IA","1922",1157.53
"IA","1923",731.5800000000004
"IA","1924",331.14999999999975
"IA","1925",302.6500000000001
"IA","1926",221.92999999999984
"IA","1927",163.18
"IA","1928",173.8
"IA","1929",116.71999999999994
"IA","1930",158.58999999999992
"IA","1931",228.89999999999992
"IA","1932",260.86
"IA","1933",218.57999999999998
"IA","1934",156.64999999999992
"IA","1935",373.7100000000001
"IA","1936",120.12000000000006
"IA","1937",75.22999999999999
"IA","1938",325.48
"IA","1939",230.49000000000004
"IA","1940",99.5
"IA","1941",74.87999999999998
"ID","1918",4.86
"ID","1919",52.44
"ID","1920",93.45
"ID","1921",200.8299999999999
"ID","1922",70.05000000000001
"ID","1923",37.36000000000001
"ID","1924",37.36000000000001
"ID","1925",88.58
"ID","1926",69.89999999999999
"ID","1927",60.579999999999984
"ID","1928",13.98
"ID","1929",0
"ID","1930",13.950000000000001
"ID","1931",4.55
"ID","1932",13.379999999999999
"ID","1933",4.37
"ID","1934",12.84
"ID","1935",12.600000000000001
"ID","1936",0
"ID","1937",0
"ID","1938",3.97
"ID","1939",3.9
"ID","1940",0
"ID","1941",0
"ID","1942",0
"ID","1943",7
"ID","1944",16.98
"ID","1945",26.42
"ID","1946",0
"ID","1947",0
"IL","1916",695.81
"IL","1917",575.0199999999998
"IL","1918",351.73000000000013
"IL","1919",357.83
"IL","1920",355.88
"IL","1921",457.46
"IL","1922",399.08000000000004
"IL","1923",361.46
"IL","1924",333.22999999999996
"IL","1925",216.63000000000005
"IL","1926",147.63999999999996
"IL","1927",208.64
"IL","1928",180.16
"IL","1929",201.51999999999998
"IL","1930",186.85999999999996
"IL","1931",157.48
"IL","1932",124.31999999999998
"IL","1933",86.25000000000004
"IL","1934",67.35
"IL","1935",40.07000000000001
"IL","1936",37.09
"IL","1937",36.77
"IL","1938",30.75999999999999
"IL","1939",23.590000000000007
"IL","1940",16.2
"IL","1941",21.129999999999992
"IL","1942",18.600000000000005
"IL","1943",10.779999999999994
"IL","1944",2.31
"IL","1945",7.389999999999999
"IL","1946",4.860000000000001
"IL","1947",5.920000000000001
"IN","1916",457.43999999999994
"IN","1917",895.4100000000001
"IN","1918",560.4500000000007
"IN","1919",348.7599999999999
