"ï..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"ARG4045","13-July-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Argentina)","","Police Forces of Argentina (2015-2019)","Government of Argentina (2015-2019); Civilians (Argentina)","South America","Argentina","Ciudad Autonoma de Buenos Aires","","","Buenos Aires",-34.614,-58.458,"Diario Cronica (Argentina)","National","On 13 July 2018, in Buenos Aires, Ciudad Autonoma de Buenos Aires, two home-made explosive devices exploded near the police headquarters in Esteban Echeverria and Tres de Febrero districts. One municipal employee and two police officers were injured.",0
"ARG4092","13-July-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Argentina)","","Police Forces of Argentina (2015-2019)","","South America","Argentina","Buenos Aires","Tres de Febrero","","Caseros",-34.607,-58.566,"La Nacion (Argentina)","National","On 13 July 2018, in Caseros, Buenos Aires, a homemade bomb exploded in the headquarters of the local police station. No injuries were reported.",0
"ARG4105","13-July-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Argentina)","","Police Forces of Argentina (2015-2019)","","South America","Argentina","Buenos Aires","Esteban Echeverria","","Nueve de Abril",-34.755,-58.485,"La Nacion (Argentina)","National","On 13 July 2018, in Nueve de Abril, Buenos Aires, a homemade bomb exploded in the transradio police station.",0
"ARG4142","01-August-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Argentina)","","Police Forces of Argentina (2015-2019)","","South America","Argentina","Buenos Aires","Avellaneda","","Avellaneda",-34.661,-58.367,"La Nacion (Argentina)","National","On 1 August 2018, in Avellaneda, Buenos Aires, a homemade bomb exploded in front of the Wilde Cavalry Squadron. The police found at the scene a backpack with leaflets containing anarchist symbols. No one was injured.",0
"ARG4023","24-September-2018",2018,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Argentina)","","Military Forces of Argentina (2015-2019)","","South America","Argentina","Ciudad Autonoma de Buenos Aires","","","Buenos Aires",-34.614,-58.458,"La Voz del Interior (Argentina)","National","On 24 September 2018, masked men threw ten Molotov cocktails against a Military unit in Monserrat, Buenos Aires. Only seven of the cocktails exploded and they did not cause injuries or damages to the infrastructure. This attack happened after a labor demonstration.",0
"ARG4935","12-October-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Police Forces of Argentina (2015-2019)","","Civilians (Argentina)","","South America","Argentina","Cordoba","Tercero Arriba","","Rio Tercero",-32.177,-64.113,"La Voz del Interior (Argentina)","Subnational","On 15 October 2018, in Rio Tercero (Cordoba), two civilians were killed by a Molotov bomb thrown at their house. The police are said to be involved, and the family that was attacked accused the police of harassment. Investigation is in process.",2
"ARG6019","06-November-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Argentina)","","","","South America","Argentina","Ciudad Autonoma de Buenos Aires","","","Buenos Aires",-34.614,-58.458,"Infobae","National","On 6 November 2018, in Ciudad Autonoma de Buenos Aires, Buenos Aires, a bomb was placed at a bank in Flores neighborhood and set off. In the same neighborhood, an explosive artifact was found in a school, which was safely defused. No injuries.",0
"ARG4210","14-November-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Argentina)","","Civilians (Argentina)","","South America","Argentina","Ciudad Autonoma de Buenos Aires","","","Buenos Aires",-34.614,-58.458,"La Nacion (Argentina)","National","On 14 November 2018, in La Recoleta, Buenos Aires, a man from an anarchist group blew up an explosive in the cemetery, damaging property, putting civilians in danger, and injuring himself. He was later tried and charged for the explosion.",0
"ARG4099","28-November-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Argentina)","","","","South America","Argentina","Buenos Aires","Almirante Brown","","Adrogue",-34.798,-58.385,"La Arena","National","On 28 November 2018, a home-made explosive was detonated in a primary school named: Escuela Primaria 27 ''Republica del Peru''. No injuries were reported.",0
"ARG7761","25-May-2021",2021,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Argentina)","","Civilians (Argentina)","Everyone's Front","South America","Argentina","Buenos Aires","Bahia Blanca","","Bahia Blanca",-38.718,-62.262,"La Arena","National","On 25 May 2021, in Bahia Blanca (Buenos Aires), a homemade bomb was thrown at the Everyone's Front's headquarters, blew up in the early morning hours and partially destroyed the building. No one got injured and the police found threatening flyers around the scene. Perpetrators are unknown.",0
