"ï..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"ATG11","28-March-2020",2020,"Strategic developments","Change to group/activity","Government of Antigua and Barbuda (2014-)","","","","Caribbean","Antigua and Barbuda","Saint John","","","Saint John's",17.121,-61.843,"Antigua Observer","Regional","On 28 March 2020, throughout Antigua and Barbuda a state of emergency was declared and a curfew was imposed to prevent the spread of coronavirus.",0
"ARG4131","15-January-2018",2018,"Strategic developments","Disrupted weapons use","Police Forces of Argentina (2015-2019)","","Unidentified Armed Group (Argentina)","","South America","Argentina","Ciudad Autonoma de Buenos Aires","","","Buenos Aires",-34.614,-58.458,"Clarin","National","On 15 January 2018, a home-made explosive planted by unidentified armed actors against Security Minister Patricia Bullrich and judge Claudio Bonadio in Buenos Aires city (Buenos Aires, Ciudad Autonoma de Buenos Aires) was safely defused by the police forces.",0
"ARG4248","09-July-2018",2018,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Argentina)","","Civilians (Argentina)","","South America","Argentina","Buenos Aires","Pergamino","","Pergamino",-33.892,-60.576,"El Faro Colon Buenos Aires","National","Property destruction: On 9 July 2018, in Pergamino, Buenos Aires, a group of unknown men set fire to two parked buses. Motivations of the attack are not known.",0
"ARG6148","06-September-2018",2018,"Strategic developments","Disrupted weapons use","Police Forces of Argentina (2015-2019)","","","","South America","Argentina","Chubut","Escalante","","Comodoro Rivadavia",-45.864,-67.5,"Diario Cronica (Argentina)","National","On 6 September 2018, in Comodoro Rivadavia, Chubut, a 61 millimeter mortar and fuse of an active explosive was found in Restinga neighbourhood by residents. The police arrived at the scene and an explosive expert detonated the bomb on site.",0
"ARG4199","20-September-2018",2018,"Strategic developments","Disrupted weapons use","Police Forces of Argentina (2015-2019)","","Unidentified Armed Group (Argentina)","","South America","Argentina","Cordoba","Capital","","Cordoba",-31.436,-64.201,"La Voz del Interior (Argentina)","Subnational","On 20 September 2018, police officers defused an explosive device that was found between the neighborhood Rosedal and Los Naranjos in Cordoba. According to police, the device was incomplete but it could have caused important damages. The location of the device could be interpreted as a threat for people involved in a relevant judiciary case known as Dolto case.",0
"ARG4244","08-October-2018",2018,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Argentina)","","Civilians (Argentina)","","South America","Argentina","Ciudad Autonoma de Buenos Aires","","","Buenos Aires",-34.614,-58.458,"Diario De Cuyo","National","Property destruction: On 8 October 2018, in Buenos Aires (Ciudad Autonoma de Buenos Aires), the car of an activist was set on fire by unidentified individuals in Belgrano neighbourhood. According to the man, the perpetrators were pro-abortion individuals, with whom he was having online discussions and receiving threats. Authorship is unknown.",0
"ARG4247","23-October-2018",2018,"Strategic developments","Looting/property destruction","Unidentified Armed Group (International)","","Civilians (Argentina)","Civilians (China); Labour Group (Argentina)","South America","Argentina","Santa Fe","La Capital","","Santa Fe",-31.63,-60.701,"La Capital (Argentina)","Subnational","Property destruction: On 23 October 2018, in Santa Fe (Santa Fe), a Chinese-owned supermarket was set on fire after unidentified individuals threw Molotov bombs in the establishment in the Presidente Roca y Arijon avenue. According to residents, the attack could have been motivated by a robbery attempt or connected to the Chinese mafia.",0
"ARG4245","26-October-2018",2018,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Argentina)","","Civilians (Argentina)","","South America","Argentina","Santiago del Estero","Avellaneda","","Colonia Dora",-28.6,-62.95,"El Liberal","Subnational","Looting: Around 26 October 2018 (as reported), in Colonia Dora, Santiago del Estero, the Community Integration Center (CIC) was depredated by unidentified individuals in Belem neighbourhood. Motivation and authorship are unknown.",0
"ARG4242","08-November-2018",2018,"Strategic developments","Looting/property destruction","RAM: Mapuche Ancestral Resistance","","Civilians (Argentina)","Labour Group (Argentina)","South America","Argentina","Rio Negro","Bariloche","","El Bolson",-41.966,-71.537,"Clarin","National","Property destruction: On 8 November 2018, near the city of El Bolson, Rio Negro, road construction machinery from a company was set on fire. The perpetrators drew graffiti with references to RAM. No injuries.",0
"ARG4134","14-November-2018",2018,"Strategic developments","Disrupted weapons use","Police Forces of Argentina (2015-2019)","","Unidentified Armed Group (Argentina)","","South America","Argentina","Ciudad Autonoma de Buenos Aires","","","Buenos Aires",-34.614,-58.458,"La Prensa (Argentina)","National","Defusal: On 14 November 2018, in Ciudad Autonoma de Buenos Aires, Buenos Aires, a man placed an explosive artifact in the house of a federal judge in Belgrano neighborhood. The suspect was chased after and arrested. He was armed with a knife. The police bomb squad was called and safely defused the artifact. No injuries.",0
