measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,1,Global,3,Both,22,All Ages,423,Larynx cancer,1,Number,2019,123355.58985122667,132798.43266893146,114941.39743402814
1,Deaths,1,Global,3,Both,22,All Ages,423,Larynx cancer,2,Percent,2019,0.002182290624742683,0.0023067553682909574,0.002069807904107754
1,Deaths,1,Global,3,Both,22,All Ages,423,Larynx cancer,3,Rate,2019,1.5942637008976441,1.7163042306839738,1.4855175827907445
1,Deaths,1,Global,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",1,Number,2019,2042639.7363892663,2193268.972765379,1879241.239817795
1,Deaths,1,Global,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",2,Percent,2019,0.03613773653707191,0.038345794618593616,0.03359484171623145
1,Deaths,1,Global,3,Both,22,All Ages,426,"Tracheal, bronchus, and lung cancer",3,Rate,2019,26.399341851180488,28.34609371007874,24.287558411294842
1,Deaths,1,Global,3,Both,22,All Ages,429,Breast cancer,1,Number,2019,700659.9334364465,751555.0798023511,647383.8082149149
1,Deaths,1,Global,3,Both,22,All Ages,429,Breast cancer,2,Percent,2019,0.012396595381678161,0.013156337688706929,0.011508371139929235
1,Deaths,1,Global,3,Both,22,All Ages,429,Breast cancer,3,Rate,2019,9.055420187267487,9.71319568411278,8.366872609751116
1,Deaths,1,Global,3,Both,22,All Ages,432,Cervical cancer,1,Number,2019,280479.0351903999,313929.70230407757,238863.963551034
1,Deaths,1,Global,3,Both,22,All Ages,432,Cervical cancer,2,Percent,2019,0.004961731472093259,0.005486357422324179,0.004242021469618585
1,Deaths,1,Global,3,Both,22,All Ages,432,Cervical cancer,3,Rate,2019,3.6249475618100795,4.057268337986207,3.087108958752749
1,Deaths,1,Global,3,Both,22,All Ages,435,Uterine cancer,1,Number,2019,91640.71204730337,101502.07108233971,82389.19913487014
1,Deaths,1,Global,3,Both,22,All Ages,435,Uterine cancer,2,Percent,2019,0.0016215268765716853,0.0017880448113722367,0.0014753920821960948
1,Deaths,1,Global,3,Both,22,All Ages,435,Uterine cancer,3,Rate,2019,1.1843764917149948,1.3118259795739413,1.0648087345305248
1,Deaths,1,Global,3,Both,22,All Ages,438,Prostate cancer,1,Number,2019,486836.06666747126,593688.8455302118,420498.05413361033
1,Deaths,1,Global,3,Both,22,All Ages,438,Prostate cancer,2,Percent,2019,0.00861350330983522,0.010568964473935998,0.007425982927834247
1,Deaths,1,Global,3,Both,22,All Ages,438,Prostate cancer,3,Rate,2019,6.2919326988894975,7.672911922339071,5.434571589433663
1,Deaths,1,Global,3,Both,22,All Ages,441,Colon and rectum cancer,1,Number,2019,1085797.4989815422,1149678.5408239884,1002795.4112963527
1,Deaths,1,Global,3,Both,22,All Ages,441,Colon and rectum cancer,2,Percent,2019,0.019211072040247978,0.020181389777298192,0.017822702213210605
