Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2020,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,DE,BR,,2,,live,,B,F
2020,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,EC,DE,,,1,live,,Z,C
2020,I,Acipenser sturio,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,DE,CH,XX,1,,skins,,Q,I
2020,I,Acipenser sturio,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,GB,JP,XX,1,,skins,Number of specimens,Q,O
2020,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,DE,IN,,2,,live,,B,C
2020,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,BD,NL,,,58,live,,T,C
2020,I,Pachypodium decaryi,,Gentianales,Apocynaceae,Pachypodium,CH,DE,,,2,live,,T,D
2020,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,CH,IT,,,5,live,,T,D
2020,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,JP,NL,CL,,88,live,,T,D
2020,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,KR,NL,,,2000,live,,T,D
2020,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,NL,CL,,84000,,live,,T,D
2020,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,RU,IT,,,10,live,,T,D
2020,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,US,NL,GB,,10,seeds,kg,T,A
2020,I,Araucaria araucana,,Pinales,Araucariaceae,Araucaria,US,NL,GB,,10,seeds,kg,T,D
2020,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,BE,CA,,3,,bone carvings,kg,P,O
2020,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,CN,GB,XX,,1,baleen,Number of specimens,Q,O
2020,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,CN,GB,XX,,4,garments,Number of specimens,Q,O
2020,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DE,CA,,1,,carvings,,P,O
2020,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,500,,baleen,g,P,W
2020,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,1,,baleen,kg,P,I
2020,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,5,,baleen,kg,P,W
2020,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,GB,RU,XX,1,,bone carvings,Number of specimens,Q,O
2020,I,Balaenidae spp.,Mammalia,Cetacea,Balaenidae,,AU,GB,XX,,1,baleen,Number of specimens,S,O
2020,I,Balaenidae spp.,Mammalia,Cetacea,Balaenidae,,AU,GB,XX,,4,bone carvings,Number of specimens,S,O
2020,I,Balaenidae spp.,Mammalia,Cetacea,Balaenidae,,GB,CH,XX,1,,baleen,Number of specimens,T,O
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,GB,FK,,12,,baleen,Number of specimens,S,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,GB,FK,,36,,skin pieces,Number of specimens,S,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,GB,FK,,70,,specimens,Number of specimens,S,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,GB,GS,,55,,specimens,Number of specimens,S,W
2020,I,Eubalaena glacialis,Mammalia,Cetacea,Balaenidae,Eubalaena,CN,GB,XX,,1,baleen,Number of specimens,Q,O
2020,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,1,,baleen,Number of specimens,S,W
2020,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,1,,plates,Number of specimens,S,W
2020,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,2,,skin pieces,Number of specimens,S,W
2020,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,5,,specimens,Number of specimens,S,W
2020,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,6,,baleen,Number of specimens,S,W
2020,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,7,,plates,Number of specimens,S,W
2020,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,8,,skin pieces,Number of specimens,S,W
2020,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,FK,,21,,specimens,Number of specimens,S,W
2020,I,Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,GB,GS,,40,,specimens,Number of specimens,S,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,DK,GL,,380,,bones,g,P,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,DK,GL,,6,,bones,,P,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,GB,FK,,1,,plates,Number of specimens,S,W
2020,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,GB,GS,,69,,specimens,Number of specimens,S,W
2020,I,Acrantophis dumerili,Reptilia,Serpentes,Boidae,Acrantophis,JE,GB,,,2,live,Number of specimens,Z,F
2020,I,Boa constrictor occidentalis,Reptilia,Serpentes,Boidae,Boa,CH,DE,,,2,live,,T,C
2020,I,Boidae spp.,Reptilia,Serpentes,Boidae,,AT,ZA,,2,,trophies,,H,W
2020,I,Sanzinia madagascariensis,Reptilia,Serpentes,Boidae,Sanzinia,CH,DE,,,1,live,,T,C
2020,I,Sanzinia madagascariensis,Reptilia,Serpentes,Boidae,Sanzinia,DE,CH,,4,,live,,P,C
2020,I,Sanzinia madagascariensis,Reptilia,Serpentes,Boidae,Sanzinia,GB,CH,,1,,live,Number of specimens,P,C
2020,I,Sanzinia madagascariensis,Reptilia,Serpentes,Boidae,Sanzinia,US,DE,,,10,live,,T,C
2020,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,AE,MA,,,40,live,,N,C
2020,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,ES,US,,1,,trophies,,H,C
2020,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,GB,TN,,28,,specimens,Number of specimens,S,F
2020,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,GB,TN,,,28,specimens,,S,F
2020,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,PK,AE,,4,,live,,T,C
2020,I,Bos gaurus,Mammalia,Artiodactyla,Bovidae,Bos,QA,GB,XX,,1,horn carvings,Number of specimens,T,O
2020,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,AT,PK,,,1,trophies,,H,W
2020,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,ES,PK,,,1,trophies,,H,W
2020,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,RU,PK,,,3,trophies,,H,W
2020,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,US,PK,,,5,trophies,,H,W
2020,I,Capra falconeri heptneri,Mammalia,Artiodactyla,Bovidae,Capra,TR,SK,,2,2,bodies,,H,C
2020,I,Hippotragus niger,Mammalia,Artiodactyla,Bovidae,Hippotragus,ML,ZA,,35,,unspecified,,,
2020,I,Oryx spp.,Mammalia,Artiodactyla,Bovidae,Oryx,ML,ZA,,28,,unspecified,,,
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,AT,ZA,,5,,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,BG,ZA,,1,,trophies,,H,W
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CH,BE,PL,,2,live,Number of specimens,Z,C
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CH,GB,,,2,live,Number of specimens,B,C
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CZ,ZA,,4,,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,DE,ZA,,4,,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,DK,ZA,,7,,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,ES,US,,1,,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,ES,ZA,,4,,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,GB,TN,,71,,specimens,Number of specimens,S,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,GB,TN,,,71,specimens,,S,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,GB,ZA,,1,,trophies,Number of specimens,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,HU,ZA,,5,,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,IT,ZA,,1,,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,LV,ZA,,1,,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,PE,ES,ZA,,1,trophies,,H,W
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,PL,RU,,1,,trophies,,H,R
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,PL,ZA,,1,,trophies,,H,R
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,SE,ZA,,4,,trophies,,H,F
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,CZ,ZA,,2,,trophies,,H,F
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,ES,ZA,,1,,trophies,,H,F
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,PK,AE,,4,,live,,T,C
2020,I,Buceros bicornis,Aves,Coraciiformes,Bucerotidae,Buceros,CY,AE,XX,2,,live,,T,W
2020,I,Buceros bicornis,Aves,Coraciiformes,Bucerotidae,Buceros,GB,SG,XX,2,,carvings,Number of specimens,T,O
2020,I,Buceros bicornis,Aves,Coraciiformes,Bucerotidae,Buceros,SG,CZ,,,1,live,,Z,C
2020,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,DE,US,,1,,live,,P,F
2020,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,GB,US,,1,,live,Number of specimens,P,F
2020,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,US,GB,US,,1,live,Number of specimens,P,F
2020,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,AE,AT,AT,,2,live,,T,C
2020,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,DE,CH,,4,,live,,P,C
2020,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,GB,AE,GB,1,,live,Number of specimens,P,C
2020,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,CY,UA,,12,,live,,Z,C
2020,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,CZ,LK,,,4,live,,T,C
2020,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,DE,PH,,7,,live,,T,C
2020,I,Ariocarpus agavoides,,Caryophyllales,Cactaceae,Ariocarpus,NZ,DE,,,20,seeds,,T,D
2020,I,Ariocarpus agavoides,,Caryophyllales,Cactaceae,Ariocarpus,ZA,DE,,,500,seeds,,T,D
2020,I,Ariocarpus bravoanus,,Caryophyllales,Cactaceae,Ariocarpus,CA,IT,,,2,live,,T,D
2020,I,Ariocarpus bravoanus,,Caryophyllales,Cactaceae,Ariocarpus,US,DE,,,1,live,,T,D
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,CA,IT,,,3,live,,T,D
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,CN,IT,,,13,live,,T,D
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,HK,CZ,,,1,live,,T,D
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,NZ,DE,,,50,seeds,,T,D
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,US,DE,,,1,live,,T,D
2020,I,Ariocarpus fissuratus,,Caryophyllales,Cactaceae,Ariocarpus,ZA,DE,,,500,seeds,,T,D
2020,I,Ariocarpus hybrid,,Caryophyllales,Cactaceae,Ariocarpus,CN,CZ,,,1,live,,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,CA,IT,,,2,live,,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,CH,DE,,,1,live,,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,CN,CZ,,,1,live,,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,CN,IT,,,11,live,,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,HK,CZ,,,3,live,,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,NZ,DE,,,30,seeds,,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,US,CZ,,,1,live,,T,D
2020,I,Ariocarpus kotschoubeyanus,,Caryophyllales,Cactaceae,Ariocarpus,US,IT,,,3,live,,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,CA,IT,,,4,live,,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,CN,IT,,,11,live,,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,NZ,DE,,,120,seeds,,T,D
2020,I,Ariocarpus retusus,,Caryophyllales,Cactaceae,Ariocarpus,US,IT,,,3,live,,T,D
2020,I,Ariocarpus scaphirostris,,Caryophyllales,Cactaceae,Ariocarpus,CH,DE,,,1,live,,T,D
2020,I,Ariocarpus trigonus,,Caryophyllales,Cactaceae,Ariocarpus,NZ,DE,,,60,seeds,,T,D
2020,I,Ariocarpus trigonus,,Caryophyllales,Cactaceae,Ariocarpus,ZA,DE,,,300,seeds,,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,CA,IT,,,3,live,,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,CH,DE,,,1,live,,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,CZ,TH,,200,,live,,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,DE,TH,,153,,live,,T,D
2020,I,Astrophytum asterias,,Caryophyllales,Cactaceae,Astrophytum,VN,CZ,,,1,live,,T,D
2020,I,Astrophytum hybrid,,Caryophyllales,Cactaceae,Astrophytum,IL,CZ,,,2,live,,T,D
2020,I,Aztekium ritteri,,Caryophyllales,Cactaceae,Aztekium,NZ,DE,,,30,seeds,,T,D
2020,I,Aztekium ritteri,,Caryophyllales,Cactaceae,Aztekium,US,DE,,,2,live,,T,D
2020,I,Aztekium ritteri,,Caryophyllales,Cactaceae,Aztekium,US,DE,,,20,seeds,,T,D
2020,I,Cactaceae hybrid,,Caryophyllales,Cactaceae,,US,CZ,,,5,live,,T,D
2020,I,Echinocereus ferreiranus lindsayorum,,Caryophyllales,Cactaceae,Echinocereus,US,DE,,,20,seeds,,T,D
2020,I,Escobaria minima,,Caryophyllales,Cactaceae,Escobaria,AU,DE,,,30,seeds,,T,D
2020,I,Escobaria minima,,Caryophyllales,Cactaceae,Escobaria,CH,DE,,,1,live,,T,D
2020,I,Escobaria minima,,Caryophyllales,Cactaceae,Escobaria,TH,DE,,,100,live,,T,D
2020,I,Mammillaria pectinifera,,Caryophyllales,Cactaceae,Mammillaria,US,DE,,,1,live,,T,D
2020,I,Obregonia denegrii,,Caryophyllales,Cactaceae,Obregonia,NZ,DE,,,20,seeds,,T,D
2020,I,Pediocactus bradyi,,Caryophyllales,Cactaceae,Pediocactus,NZ,DE,,,10,seeds,,T,D
2020,I,Pediocactus knowltonii,,Caryophyllales,Cactaceae,Pediocactus,CH,DE,,,1,live,,T,D
2020,I,Pediocactus knowltonii,,Caryophyllales,Cactaceae,Pediocactus,TH,DE,,,50,live,,T,D
2020,I,Pediocactus peeblesianus,,Caryophyllales,Cactaceae,Pediocactus,JP,CZ,,,429,seeds,,T,D
2020,I,Pelecyphora aselliformis,,Caryophyllales,Cactaceae,Pelecyphora,NZ,DE,,,40,seeds,,T,D
2020,I,Pelecyphora aselliformis,,Caryophyllales,Cactaceae,Pelecyphora,US,IT,,,3,live,,T,D
2020,I,Pelecyphora strobiliformis,,Caryophyllales,Cactaceae,Pelecyphora,AU,DE,,,30,seeds,,T,D
2020,I,Pelecyphora strobiliformis,,Caryophyllales,Cactaceae,Pelecyphora,NZ,DE,,,30,seeds,,T,D
2020,I,Sclerocactus papyracanthus,,Caryophyllales,Cactaceae,Sclerocactus,NZ,DE,,,20,seeds,,T,D
2020,I,Strombocactus disciformis,,Caryophyllales,Cactaceae,Strombocactus,NZ,DE,,,30,seeds,,T,D
2020,I,Turbinicarpus alonsoi,,Caryophyllales,Cactaceae,Turbinicarpus,NZ,DE,,,20,seeds,,T,D
2020,I,Turbinicarpus alonsoi,,Caryophyllales,Cactaceae,Turbinicarpus,ZA,DE,,,300,seeds,,T,D
2020,I,Turbinicarpus beguinii,,Caryophyllales,Cactaceae,Turbinicarpus,US,DE,,,20,seeds,,T,D
2020,I,Turbinicarpus lophophoroides,,Caryophyllales,Cactaceae,Turbinicarpus,US,DE,,,1,live,,T,D
2020,I,Turbinicarpus pseudomacrochele,,Caryophyllales,Cactaceae,Turbinicarpus,CH,DE,,,30,seeds,,T,D
2020,I,Turbinicarpus pseudopectinatus,,Caryophyllales,Cactaceae,Turbinicarpus,NZ,DE,,,20,seeds,,T,D
2020,I,Turbinicarpus pseudopectinatus,,Caryophyllales,Cactaceae,Turbinicarpus,US,DE,,,1,live,,T,D
2020,I,Turbinicarpus saueri,,Caryophyllales,Cactaceae,Turbinicarpus,AU,DE,,,30,seeds,,T,D
2020,I,Turbinicarpus schmiedickeanus,,Caryophyllales,Cactaceae,Turbinicarpus,NZ,DE,,,50,seeds,,T,D
2020,I,Turbinicarpus schmiedickeanus,,Caryophyllales,Cactaceae,Turbinicarpus,US,DE,,,1,live,,T,D
2020,I,Turbinicarpus swobodae,,Caryophyllales,Cactaceae,Turbinicarpus,AU,DE,,,20,seeds,,T,D
2020,I,Turbinicarpus valdezianus,,Caryophyllales,Cactaceae,Turbinicarpus,AU,DE,,,30,seeds,,T,D
2020,I,Turbinicarpus valdezianus,,Caryophyllales,Cactaceae,Turbinicarpus,CH,DE,,,30,seeds,,T,D
2020,I,Turbinicarpus valdezianus,,Caryophyllales,Cactaceae,Turbinicarpus,NZ,DE,,,40,seeds,,T,D
2020,I,Turbinicarpus valdezianus,,Caryophyllales,Cactaceae,Turbinicarpus,ZA,DE,,,400,seeds,,T,D
2020,I,Turbinicarpus viereckii,,Caryophyllales,Cactaceae,Turbinicarpus,US,DE,,,1,live,,T,D
2020,I,Uebelmannia buiningii,,Caryophyllales,Cactaceae,Uebelmannia,US,CZ,,,2,live,,T,D
2020,I,Uebelmannia pectinifera,,Caryophyllales,Cactaceae,Uebelmannia,US,CZ,,,2,live,,T,D
2020,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,HK,BE,PE,,1.40,hair,kg,T,W
2020,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,TR,PL,,,1,live,,B,C
2020,I,Canis lupus,Mammalia,Carnivora,Canidae,Canis,HU,CA,,1,,trophies,,P,W
2020,I,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,PK,,,35,specimens,,S,W
2020,I,Speothos venaticus,Mammalia,Carnivora,Canidae,Speothos,JE,GB,,,1,live,Number of specimens,B,C
2020,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,NL,ZA,,1,,live,,Z,C
2020,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,SG,ES,,,4,live,,Z,C
2020,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,TH,CZ,DE,,2,live,,T,C
2020,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,TH,CZ,DE,,1,live,,T,C
2020,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,TH,CZ,,,3,live,,T,C
2020,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,ZA,CZ,,,2,live,,T,C
2020,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,DE,CH,,1,,live,,B,C
2020,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,ES,CH,,1,,live,,Z,C
2020,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,GB,NO,,2,,live,Number of specimens,Z,C
2020,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,AE,CZ,DE,,1,live,,T,C
2020,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,TH,CZ,DE,,4,live,,T,C
2020,I,Cercopithecus diana,Mammalia,Primates,Cercopithecidae,Cercopithecus,DE,CI,,1,,skulls,,S,W
2020,I,Cercopithecus diana,Mammalia,Primates,Cercopithecidae,Cercopithecus,DE,CI,,1,,specimens,,S,W
2020,I,Rucervus duvaucelii,Mammalia,Artiodactyla,Cervidae,Rucervus,AU,GB,XX,,1,skulls,Number of specimens,T,O
2020,I,Microcebus spp.,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,52,,specimens,,S,W
2020,I,Microcebus rufus,Mammalia,Primates,Cheirogaleidae,Microcebus,CH,DE,,,7,live,,Z,C
2020,I,Microcebus rufus,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,CH,,2,,live,,B,C
2020,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,ES,IL,,62,,specimens,,S,W
2020,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,GB,CA,XX,1,,carvings,Number of specimens,T,O
2020,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,GB,CH,XX,2,,carvings,Number of specimens,T,O
2020,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,HK,GB,XX,,2,carvings,Number of specimens,T,O
2020,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,GB,XX,,1,skulls,Number of specimens,T,O
2020,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,AU,VU,,,15,specimens,,S,W
2020,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,GB,LB,XX,3,,carvings,Number of specimens,T,O
2020,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,GB,XX,,1,carvings,Number of specimens,T,O
2020,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,GB,XX,,1,skulls,Number of specimens,T,O
2020,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CA,GB,XX,,3,carvings,Number of specimens,T,O
2020,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,GB,XX,,1,carvings,Number of specimens,Q,O
2020,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,GB,XX,,2,carvings,Number of specimens,T,O
2020,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,DE,CH,XX,2,,carvings,,T,O
2020,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,CH,XX,1,,carvings,Number of specimens,Q,O
2020,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,CH,XX,3,,carvings,Number of specimens,T,O
2020,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,GB,JE,XX,1,,carvings,Number of specimens,T,O
2020,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,JE,GB,XX,,3,carvings,Number of specimens,P,O
2020,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,JE,GB,XX,,2,carvings,Number of specimens,T,O
2020,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,KR,GB,XX,,1,carvings,Number of specimens,T,O
2020,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,RU,GB,XX,,1,carvings,Number of specimens,T,O
2020,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GB,XX,,4,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,AT,JP,XX,2,,carvings,,Q,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,AU,GB,XX,,2,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,AU,VU,,,2,carapaces,,P,
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,AU,VU,,,18,specimens,,S,W
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CH,GB,XX,,4,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CN,GB,XX,,2,carvings,Number of specimens,Q,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,CN,GB,XX,,1,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,CH,XX,14,,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,US,XX,2,,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,HK,GB,XX,,2,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,KR,GB,XX,,1,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,MY,GB,XX,,1,carvings,Number of specimens,Q,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,RU,GB,XX,,3,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,GB,XX,,3,carvings,Number of specimens,T,O
2020,I,Caloenas nicobarica,Aves,Columbiformes,Columbidae,Caloenas,PL,SG,,8,,live,,Z,F
2020,I,Saussurea costus,,Asterales,Compositae,Saussurea,AT,CH,IN,211399,,roots,g,T,D
2020,I,Saussurea costus,,Asterales,Compositae,Saussurea,BE,TW,CN,202.2,,powder,kg,T,A
2020,I,Saussurea costus,,Asterales,Compositae,Saussurea,CH,DE,IN,,2754,roots,kg,T,D
