ID,REEF,LOCATION,CNTRY_ID,COUNTRY,LAT,LON,YEAR,DISEASE,SPECIES,SCALE,NOTES,REMARKS,INFO,SOURCE
4018.00000,"Lady Musgrove Island, Capricorn Bunker Sector",Gladstone,AUS,Australia,-23.91667,152.40000,2003.00000,White syndrome,Acropora spp.,Few (2-50) colonies,no record,"AIMS Archive, Gladstone",,ReefBase
4020.00000,21529S,Gladstone,AUS,Australia,-23.85000,151.25000,2003.00000,White syndrome,Acropora spp.,Single (1) colony,no record,"AIMS Archive, Swain Sector",,ReefBase
4017.00000,"One Tree Island, Capricorn Bunker Sector",Gladstone,AUS,Australia,-23.50000,152.08333,2003.00000,White syndrome,Acropora spp.,Few (2-50) colonies,no record,"AIMS Archive, Gladstone",,ReefBase
0.00000,"Wreck Island,Caprico",Gladstone,AUS,Australia,-23.19000,151.59000,2003.00000,White syndrome,,,17 colonies (large r,,"AIMS Archive, 2003a",WCMC
0.00000,"Wreck Island,Caprico",Gladstone,AUS,Australia,-23.19000,151.59000,2003.00000,White syndrome,,,17 colonies (large r,,"AIMS Archive, 2003a",WCMC
0.00000,"Wreck Island,Caprico",Gladstone,AUS,Australia,-23.19000,151.59000,2003.00000,White syndrome,,,17 colonies (large r,,"AIMS Archive, 2003a",WCMC
217.00000,Great Barrier Reef,Cape Grenville to Capricorn Bu,AUS,Australia,-22.80000,150.70000,1994.00000,Black-band Disease,Acropora spp.,Few (2-50) colonies,no record,,Coral Reefs 15(1):58.,ReefBase
218.00000,Great Barrier Reef,Cape Grenville to Capricorn Bu,AUS,Australia,-22.80000,150.70000,1993.00000,Black-band Disease,Acropora spp.,Few (2-50) colonies,no record,,Coral Reefs 15(1):58.,ReefBase
219.00000,Great Barrier Reef,Cape Grenville to Capricorn Bu,AUS,Australia,-22.80000,150.70000,1994.00000,Black-band Disease,Montipora spp.,Few (2-50) colonies,no record,,Coral Reefs 15(1):58.,ReefBase
220.00000,Great Barrier Reef,Cape Grenville to Capricorn Bu,AUS,Australia,-22.80000,150.70000,1993.00000,Black-band Disease,Montipora spp.,Few (2-50) colonies,no record,,Coral Reefs 15(1):58.,ReefBase
221.00000,Great Barrier Reef,Cape Grenville to Capricorn Bu,AUS,Australia,-22.80000,150.70000,1994.00000,Black-band Disease,Porites spp.,Few (2-50) colonies,no record,,Coral Reefs 15(1):58.,ReefBase
222.00000,Great Barrier Reef,Cape Grenville to Capricorn Bu,AUS,Australia,-22.80000,150.70000,1993.00000,Black-band Disease,Porites spp.,Few (2-50) colonies,no record,,Coral Reefs 15(1):58.,ReefBase
31499.00000,Recruitment Complex,Andavadoaka,MDG,Madagascar,-22.12000,43.20000,2008.00000,Unknown,No data,No data,No data,Reef Check submitted by Blue Ventures. Reef Id : 43.11.49.7E.22.07.22.3S,,ReefBase
1633.00000,,,NCL,New Caledonia,-21.33330,165.00000,0.00000,Coral tumours,Acropora formosa,no record,no record,"Catala, pers. comm., cited in Peters et al., 1986","JOURNAL OF THE NATIONAL CANCER INSTITUTE, Vol.76, No.5, pp.895-912.",ReefBase
0.00000,,,MUS,Mauritius,-20.40000,57.68330,0.00000,Skeleton eroding band,,,,,"Antonius, A., 1999",WCMC
2962.00000,,,MUS,Mauritius,-20.25000,57.75000,2002.00000,Skeleton eroding band,Acropora spp.,no record,no record,,Coral Reefs 22: 48-48,ReefBase
30551.00000,,,MUS,Mauritius,-20.25000,57.75000,1998.00000,Skeleton eroding band,Cyphastrea chalcidicum,Few (2-50) colonies,no record,Date is uncertain,"Atoll Research Bulletin, Vol.481:1-21",ReefBase
0.00000,"Reef 19159, Whitsund",Proserpine,AUS,Australia,-19.40000,149.55000,2002.00000,White syndrome,,,27 affected colonies,,"AIMS Archive, 2002a",WCMC
0.00000,"Reef 19159, Whitsund",Proserpine,AUS,Australia,-19.40000,149.55000,2002.00000,White syndrome,,,27 affected colonies,,"AIMS Archive, 2002a",WCMC
0.00000,"Reef 19159, Whitsund",Proserpine,AUS,Australia,-19.40000,149.55000,2002.00000,White syndrome,,,27 affected colonies,,"AIMS Archive, 2002a",WCMC
393.00000,Cockle Bay,Townsville,AUS,Australia,-19.15000,146.83330,1979.00000,Coral hyperplasia,Platygyra pini,Few (2-50) colonies,no record,,"HELGOL WISS MEERESUNTERS, Vol.37, pp.99-112",ReefBase
394.00000,Cockle Bay,Townsville,AUS,Australia,-19.15000,146.83340,1979.00000,Coral hyperplasia,Platygyra sinensis,Few (2-50) colonies,no record,,"HELGOL WISS MEERESUNTERS, Vol.37, pp.99-112",ReefBase
2691.00000,Florence Bay,Magnetic Island,AUS,Australia,-19.13333,146.83333,2001.00000,Atramentous necrosis,Montipora aequituberculata,no record,no record,Black lesions spread within days,Marine Ecology Progress Series 281:63-77,ReefBase
2692.00000,Florence Bay,Magnetic Island,AUS,Australia,-19.13333,146.83333,2001.00000,Atramentous necrosis,Montipora aequituberculata,no record,no record,Black lesions spread within days,Marine Ecology Progress Series 281:63-77,ReefBase
2693.00000,Florence Bay,Magnetic Island,AUS,Australia,-19.13333,146.83333,2001.00000,Atramentous necrosis,Montipora aequituberculata,no record,no record,Black lesions spread within days,Marine Ecology Progress Series 281:63-77,ReefBase
2694.00000,Florence Bay,Magnetic Island,AUS,Australia,-19.13333,146.83333,2001.00000,Atramentous necrosis,Montipora aequituberculata,no record,no record,Black lesions spread within days,Marine Ecology Progress Series 281:63-77,ReefBase
2695.00000,Florence Bay,Magnetic Island,AUS,Australia,-19.13333,146.83333,2001.00000,Atramentous necrosis,Montipora aequituberculata,no record,no record,Black lesions spread within days,Marine Ecology Progress Series 281:63-77,ReefBase
2696.00000,Bright Point,Magnetic Island,AUS,Australia,-19.13333,146.83333,2001.00000,Atramentous necrosis,Montipora aequituberculata,no record,no record,Black lesions spread within days,Marine Ecology Progress Series 281:63-77,ReefBase
2697.00000,Bright Point,Magnetic Island,AUS,Australia,-19.13333,146.83333,2001.00000,Atramentous necrosis,Montipora aequituberculata,no record,no record,Black lesions spread within days,Marine Ecology Progress Series 281:63-77,ReefBase
2698.00000,Bright Point,Magnetic Island,AUS,Australia,-19.13333,146.83333,2001.00000,Atramentous necrosis,Montipora aequituberculata,no record,no record,Black lesions spread within days,Marine Ecology Progress Series 281:63-77,ReefBase
2699.00000,Bright Point,Magnetic Island,AUS,Australia,-19.13333,146.83333,2001.00000,Atramentous necrosis,Montipora aequituberculata,no record,no record,Black lesions spread within days,Marine Ecology Progress Series 281:63-77,ReefBase
2700.00000,Bright Point,Magnetic Island,AUS,Australia,-19.13333,146.83333,2001.00000,Atramentous necrosis,Montipora aequituberculata,no record,no record,Black lesions spread within days,Marine Ecology Progress Series 281:63-77,ReefBase
2963.00000,Florence Bay,Magnetic Island,AUS,Australia,-19.13333,146.83333,2002.00000,Atramentous necrosis,Montipora aequituberculata,no record,no record,Black lesions spread within days,Marine Ecology Progress Series 281:63-77,ReefBase
2964.00000,Florence Bay,Magnetic Island,AUS,Australia,-19.13333,146.83333,2002.00000,Atramentous necrosis,Montipora aequituberculata,no record,no record,Black lesions spread within days,Marine Ecology Progress Series 281:63-77,ReefBase
2965.00000,Bright Point,Magnetic Island,AUS,Australia,-19.13333,146.83333,2002.00000,Atramentous necrosis,Montipora aequituberculata,no record,no record,Black lesions spread within days,Marine Ecology Progress Series 281:63-77,ReefBase
2966.00000,Bright Point,Magnetic Island,AUS,Australia,-19.13333,146.83333,2002.00000,Atramentous necrosis,Montipora aequituberculata,no record,no record,Black lesions spread within days,Marine Ecology Progress Series 281:63-77,ReefBase
3432.00000,Florence Bay,Magnetic Island,AUS,Australia,-19.13333,146.83333,2003.00000,Atramentous necrosis,Montipora aequituberculata,no record,no record,Black lesions spread within days,Marine Ecology Progress Series 281:63-77,ReefBase
3433.00000,Bright Point,Magnetic Island,AUS,Australia,-19.13333,146.83333,2003.00000,Atramentous necrosis,Montipora aequituberculata,no record,no record,Black lesions spread within days,Marine Ecology Progress Series 281:63-77,ReefBase
2836.00000,Nelly Bay,"Queensland, Magnetic Island",AUS,Australia,-19.09000,146.51000,2001.00000,White syndrome,,no record,no record,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
0.00000,Atuatane,Arutanga,COK,Cook Islands,-18.88667,-159.82500,2005.00000,Disease unspecified,,0.0025 per m2,less than I%,,"Hemery, G., 2005",WCMC
0.00000,Atuatane,Arutanga,COK,Cook Islands,-18.88667,-159.82500,2005.00000,Disease unspecified,,0.0025 per m2,less than 1%,,"Hemery, G., 2005",WCMC
0.00000,south of the pass,Arutanga,COK,Cook Islands,-18.85500,-159.80833,2005.00000,Disease unspecified,,,less than 2%,,"Hemery, G., 2005",WCMC
28472.00000,Davies Reef,"Queensland, Townville",AUS,Australia,-18.82631,147.62728,2004.00000,White-band disease,,Few (2-50) colonies,no record,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
0.00000,Beacon,Arutanga,COK,Cook Islands,-18.82000,-159.78000,2005.00000,Disease unspecified,,,less than 1%,,"Hemery, G., 2005",WCMC
31564.00000,Wheeler Reef - Students Bommie (Back reef slope) Site 1,Townsville,AUS,Australia,-18.80000,147.52000,2007.00000,Unknown,No data,No data,No data,Reef check submitted by Jos Hill. Reef ID :  147.31.239E.18.47.875S,,ReefBase
28483.00000,Wheeler Reef,"Queensland, Townsville",AUS,Australia,-18.79492,147.52117,2004.00000,Disease unspecified,,Few (2-50) colonies,no record,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
345.00000,Great Astrolabe Reef,Yanuyanu-I-loma Island,FJI,Fiji,-18.75000,178.50000,1995.00000,Black-band Disease,,Few (2-50) colonies,no record,,Coral Reefs 15(1):20.,ReefBase
0.00000,Challenger Bay,,AUS,Australia,-18.73330,146.58330,1998.00000,Other disease,,,,,"ReefCheck, 1998",WCMC
0.00000,Challenger Bay,,AUS,Australia,-18.73330,146.58330,1998.00000,Other disease,,,,,"ReefCheck, 1998",WCMC
0.00000,Challenger Bay,,AUS,Australia,-18.73330,146.58330,1998.00000,Other disease,,,,,"ReefCheck, 1998",WCMC
3996.00000,Likuri Pass North Wall,,FJI,Fiji,-18.05717,177.26767,2003.00000,Disease unspecified,,no record,no record,"Source: Reef Check, 2005; General Comments: depth was 10m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
776.00000,Great Barrier Reef,,AUS,Australia,-18.00000,146.16670,0.00000,White-band disease,,no record,no record,"Thompson, pers. comm., cited in Santavy and Peters, 1997",,ReefBase
1991.00000,Great Barrier Reef,,AUS,Australia,-18.00000,146.16670,0.00000,Disease unspecified,Acropora formosa,no record,no record,,"PAPER PRESENTED AT THE JOINT SCIENTIFIC CONFERENCE ON SCIENCE, MANAGEMENT AND SUSTAINABILITY OF MARINE HABITATS IN THE 21st CENTURY, TOWNSVILLE, QUEENSLAND, ABSTRACTS, 8-11 July 1994",ReefBase
1992.00000,Great Barrier Reef,,AUS,Australia,-18.00000,146.16670,0.00000,Patchy necrosis/ white pox,Acropora millipora,no record,no record,,"PAPER PRESENTED AT THE JOINT SCIENTIFIC CONFERENCE ON SCIENCE, MANAGEMENT AND SUSTAINABILITY OF MARINE HABITATS IN THE 21st CENTURY, TOWNSVILLE, QUEENSLAND, ABSTRACTS, 8-11 July 1994",ReefBase
1993.00000,Great Barrier Reef,,AUS,Australia,-18.00000,146.16670,0.00000,Patchy necrosis/ white pox,Acropora hyacinthus,no record,no record,,"PAPER PRESENTED AT THE JOINT SCIENTIFIC CONFERENCE ON SCIENCE, MANAGEMENT AND SUSTAINABILITY OF MARINE HABITATS IN THE 21st CENTURY, TOWNSVILLE, QUEENSLAND, ABSTRACTS, 8-11 July 1994",ReefBase
1994.00000,Great Barrier Reef,,AUS,Australia,-18.00000,146.16670,0.00000,Black-band Disease,,Few (2-50) colonies,no record,,"PAPER PRESENTED AT THE JOINT SCIENTIFIC CONFERENCE ON SCIENCE, MANAGEMENT AND SUSTAINABILITY OF MARINE HABITATS IN THE 21st CENTURY, TOWNSVILLE, QUEENSLAND, ABSTRACTS, 8-11 July 1994",ReefBase
2038.00000,Challenger Bay,,AUS,Australia,-18.00000,146.16670,1998.00000,White-band disease,,no record,no record,"Reef Check, 1998",,ReefBase
28500.00000,Castaway House Reef,"Nadroga/Navosa, Nadi",FJI,Fiji,-18.00000,177.66667,2004.00000,Disease unspecified,,Few (2-50) colonies,no record,"Source: Reef Check, 2005; General Comments: depth was 4m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
3981.00000,Wilkes Passage,"Mamanucas, Nandi",FJI,Fiji,-17.84972,177.17639,2003.00000,Disease unspecified,,Few (2-50) colonies,no record,"Source: Reef Check, 2005; General Comments: depth was 13m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
28498.00000,Malolo Lailai,"Mamanucas,",FJI,Fiji,-17.76083,177.19444,2004.00000,Disease unspecified,,Few (2-50) colonies,no record,"Source: Reef Check, 2005; General Comments: depth was 7m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
28503.00000,Inner Barrier SW Qalito Island,"Mamanucas,",FJI,Fiji,-17.74111,177.12333,2004.00000,Disease unspecified,,Few (2-50) colonies,no record,"Source: Reef Check, 2005; General Comments: depth was 3m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
2814.00000,RCA4,,FJI,Fiji,-17.73667,176.85944,2001.00000,Disease unspecified,,no record,no record,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
2815.00000,RCA1,,FJI,Fiji,-17.72972,176.87056,2001.00000,Disease unspecified,,no record,no record,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
3975.00000,Treasure Island,"Mamanucas, Nandi",FJI,Fiji,-17.65167,177.26778,2003.00000,Disease unspecified,,Few (2-50) colonies,no record,"Source: Reef Check, 2005; General Comments: depth was 1m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
31455.00000,Wakaya Lion's Den,Wakaya,FJI,Fiji,-17.58000,178.94000,2008.00000,Unknown,No data,No data,No data,"Reef check, Submitetd by Helen Sykes. Reef ID 178.56.388E.17.34.961S",,ReefBase
0.00000,Society Archipelago,Haapiti,PYF,French Polynesia,-17.56867,-149.85889,2005.00000,Disease unspecified,,,less than 5% infecte,,"Hemery, G., 2005",WCMC
28552.00000,Lomanisue South,"Ba, Nananu-I-Ra",FJI,Fiji,-17.29333,178.22450,2004.00000,Coralline Lethal Disease,,no record,no record,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
28550.00000,Wainalovo East,"Ba, Nananu-I-Ra",FJI,Fiji,-17.28992,178.21400,2004.00000,Coralline Lethal Disease,,no record,no record,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
28548.00000,Vunivesi,"Ba, Nananu-i-Ra",FJI,Fiji,-17.28983,178.21061,2004.00000,Coralline Lethal Disease,,no record,no record,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
28547.00000,Nukutovutovu,"Ba, Nananu-I-Ra",FJI,Fiji,-17.28922,178.21056,2004.00000,Coralline Lethal Disease,,no record,no record,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
28551.00000,Lomanisue North,"Ba, Nananu-I-Ra",FJI,Fiji,-17.28700,178.22350,2004.00000,Coralline Lethal Disease,,no record,no record,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
28546.00000,Nawawa West,"Ba, Nananu-I-Ra",FJI,Fiji,-17.28669,178.20692,2004.00000,Coralline Lethal Disease,,no record,no record,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
28545.00000,Nawawa East,"Ba, Nananu-I-Ra",FJI,Fiji,-17.28297,178.19908,2004.00000,Coralline Lethal Disease,,no record,no record,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
28553.00000,Kosova Bay,"Ba, Nananu-I-Ra",FJI,Fiji,-17.28200,178.22683,2004.00000,Coralline Lethal Disease,,no record,no record,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
28549.00000,One Bay,"Ba, Nananu-I-Ra",FJI,Fiji,-17.28089,178.21228,2004.00000,Coralline Lethal Disease,,no record,no record,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
28544.00000,Ucuinaruru,"Ba, Nananu-I-Ra",FJI,Fiji,-17.27928,178.19872,2004.00000,Coralline Lethal Disease,,no record,no record,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
28482.00000,Kosova Point,"Ba, Nananu-I-Ra",FJI,Fiji,-17.27667,178.22533,2004.00000,Coralline Lethal Disease,,Few (2-50) colonies,no record,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
31598.00000,2 Thumbs Up Arch Bommie,,FJI,Fiji,-17.11000,179.06000,2007.00000,White syndrome,No data,No data,,Reef Check Submitted By Helen Sykes. Reef ID: 179.03.829E.17.06.796S,,ReefBase
0.00000,"Thetford Reef, Cairn",Cairns,AUS,Australia,-16.86000,146.24000,2002.00000,White syndrome,,,60 colonies affected,,"AIMS Archive, 2002b",WCMC
0.00000,"Thetford Reef, Cairn",Cairns,AUS,Australia,-16.86000,146.24000,2002.00000,White syndrome,,,60 colonies affected,,"AIMS Archive, 2002b",WCMC
0.00000,"Thetford Reef, Cairn",Cairns,AUS,Australia,-16.86000,146.24000,2002.00000,White syndrome,,,60 colonies affected,,"AIMS Archive, 2002b",WCMC
28533.00000,Golden Nuggets,"Vanua Levu/Cakaudrove, Savusavu",FJI,Fiji,-16.81217,179.28683,2004.00000,Disease unspecified,,Few (2-50) colonies,no record,"Source: Reef Check, 2005; General Comments: depth was 7.5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
31456.00000,Cousteau Lighthouse,Savu Savu,FJI,Fiji,-16.81000,179.29000,2008.00000,Unknown,no data,no data,no data,Reef Check submitted by Helen Sykes. Reef ID: 179.17.12.6E.16.48.44.4S,,ReefBase
3181.00000,Dreadlocks,,FJI,Fiji,-16.78300,179.19967,2002.00000,Disease unspecified,Pocillopora eydouxi,no record,Partial (<50%) mortality,"Source: Reef Check, 2005; General Comments: depth was 2.5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
2875.00000,"Michaelmas Reef, Cairns Section",Cairns,AUS,Australia,-16.58333,146.03333,2002.00000,White syndrome,Acropora spp.,Many (50+) colonies,no record,"Source: AIMS Archive, Cairns Sector",,ReefBase
31390.00000,Matira,Bora Bora,PYF,French Polynesia,-16.55000,-151.73000,2009.00000,Unknown,No data,No data,No data,Reef Check submitted by Elodie Lagouy. Reef ID: 151.43.954W.16.33.155S,,ReefBase
31457.00000,Matira,,PYF,French Polynesia,-16.55000,-151.73000,2008.00000,Unknown,No data,No data,No data,Reef Check submitted by Elodie Lagouy Reef ID: 151.43.954W.16.33.155S,,ReefBase
31458.00000,Povai,,PYF,French Polynesia,-16.54000,-151.74000,2008.00000,Unknown,No data,No data,No data,Reef Check submitted by Elodie Lagouy. Reef ID : 151.44.447W.16.32.562S,,ReefBase
31459.00000,Povai,,PYF,French Polynesia,-16.54000,-151.74000,2008.00000,Unknown,No data,No data,No data,"Reef Check, Submitted by Elodie Lagouy 151.44.447W.16.32.562S",,ReefBase
31389.00000,Sofitel Motu,Bora Bora,PYF,French Polynesia,-16.54000,-151.73000,2009.00000,Unknown,No data,No data,No data,"Reef Check, submitted by Elodie Lagouy. Reef ID; 151.43.706W.16.32.117S",,ReefBase
31600.00000,Sofitel Motu,,PYF,French Polynesia,-16.54000,-151.73000,2007.00000,Unknown,No data,No data,,Reef Check Submitted By Elodie Lagouy. Reef ID 151.43.706W.16.32.117S,,ReefBase
31599.00000,Club Med (fringing reef),,PYF,French Polynesia,-16.53000,-151.73000,2007.00000,Unknown,No data,No data,,Reef Check Submitted By Elodie Lagouy. Reef ID 151.43.691W.16.31.780S,,ReefBase
31601.00000,Sofitel Marara,,PYF,French Polynesia,-16.53000,-151.73000,2007.00000,Unknown,No data,No data,,Reef Check Submitted By Elodie Lagouy. Reef ID 151.43.791W.16.32.087S,,ReefBase
0.00000,"Fakarava atoll, reef",Rotoava,PYF,French Polynesia,-16.52467,-145.46867,2005.00000,Disease unspecified,,,,,"Hemery, G., 2005",WCMC
2880.00000,"Hastings Reef, Cairns section",Cairns,AUS,Australia,-16.51667,146.01667,2002.00000,White syndrome,Acropora spp.,Many (50+) colonies,no record,"Source: AIMS Archive, Cairns Sector",,ReefBase
31388.00000,Le Meridien/Manta (Pinacle),Bora Bora,PYF,French Polynesia,-16.49000,-151.71000,2009.00000,Unknown,No data,No data,No data,Reef Check submitted by Elodie Lagouy. Reef ID : 151.42.598W.16.29.507S,,ReefBase
2970.00000,Saxon Reef,"Atlantic Clipper mooring,",AUS,Australia,-16.46414,145.98100,2002.00000,Black-band Disease,,Few (2-50) colonies,no record,"Source: Reef Check, 2005; General Comments: depth was 4.5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
31391.00000,Motu Ome,Bora Bora,PYF,French Polynesia,-16.44000,-151.76000,2009.00000,Unknown,No data,No data,No data,Reef Check submitted by Elodie Lagouy. Reef ID: NSMotuOme.,,ReefBase
2969.00000,Norman Reef,"north mooring, Atlantic Clipper,",AUS,Australia,-16.42122,145.99528,2002.00000,Black-band Disease,,Few (2-50) colonies,no record,"Source: Reef Check, 2005; General Comments: depth was 3m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
0.00000,"Hastings Reef, Cairn",Port Douglas,AUS,Australia,-16.30000,146.20000,2004.00000,White syndrome,,,14 colonies per 1500,,"AIMS Archive, 2004",WCMC
0.00000,"Hastings Reef, Cairn",Port Douglas,AUS,Australia,-16.30000,146.20000,2004.00000,White syndrome,,,14 colonies per 1500,,"AIMS Archive, 2004",WCMC
0.00000,"Hastings Reef, Cairn",Port Douglas,AUS,Australia,-16.30000,146.20000,2004.00000,White syndrome,,,14 colonies per 1500,,"AIMS Archive, 2004",WCMC
0.00000,"Fakarava atoll, Motu",Rotoava,PYF,French Polynesia,-16.25767,-145.61600,2005.00000,Disease unspecified,,0.0025 per m2,less than 2%,,"Hemery, G., 2005",WCMC
4033.00000,The Wedge (South Opal),"Queensland, Port Douglas",AUS,Australia,-16.24186,145.96628,2004.00000,Black and white syndrome,,Few (2-50) colonies,no record,"Source: Reef Check, 2005; General Comments: depth was 4m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
2978.00000,Bashful Bommie site 2 (at Opal Reef),"Queensland, Port Douglas",AUS,Australia,-16.24167,145.86400,2002.00000,Black-band Disease,,Few (2-50) colonies,no record,"Source: Reef Check, 2005; General Comments: depth was 4.5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
0.00000,"Fakarava atoll, Puka",Rotoava,PYF,French Polynesia,-16.15022,-145.80833,2005.00000,Disease unspecified,,,"0",,"Hemery, G., 2005",WCMC
31561.00000,Agincourt Reef - Playground (Back reef wall) Site 1,No data,AUS,Australia,-16.08000,145.75000,2007.00000,Unknown,No data,No data,No data,Reef Check submitted by Jos Hill. Reef ID :  145.45.25E.16.04.58S,,ReefBase
0.00000,"Fakarava atoll, Pufa",Rotoava,PYF,French Polynesia,-16.07517,-145.64450,2005.00000,Disease unspecified,,,,,"Hemery, G., 2005",WCMC
31563.00000,St Crispin Reef - North Point (Back reef slope) Site 1,Port Douglas,AUS,Australia,-16.07000,145.84000,2007.00000,Unknown,No data,No data,No data,Reef Check submitted by Jos Hill. Reef ID : 145.50.59E.16.04.35S,,ReefBase
29526.00000,Agincourt Reef,,AUS,Australia,-16.04806,145.83250,1999.00000,White-band disease,,no record,no record,"Source: Reef Check, 2005; General Comments: depth was 5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
31438.00000,Agincourt Reef - Phil's Reef (Back reef slope) Site 1,Port Douglas,AUS,Australia,-16.02000,145.81000,2008.00000,Unknown,No data,No data,No data,"Reef Check, Submitted by Jos Hill. Reef ID:145.48.386E.16.1.081S",,ReefBase
215.00000,Agincourt Reef,Great Barrier Reef,AUS,Australia,-16.00000,145.84000,1993.00000,Black-band Disease,Acropora hyacinthus,no record,no record,"Glazebrook and Steiner, 1994",,ReefBase
216.00000,Agincourt Reef,Great Barrier Reef,AUS,Australia,-16.00000,145.84000,1993.00000,Black-band Disease,Acropora nobilis,no record,no record,"Glazebrook and Steiner, 1994",,ReefBase
28499.00000,Agincourt site 3,"Queensland, Port Douglas",AUS,Australia,-15.98297,145.82239,2004.00000,Coral tumours,,Few (2-50) colonies,no record,"Source: Reef Check, 2005; General Comments: depth was 4m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
28489.00000,Agincourt Pontoon site 1,"Queensland, Port Douglas",AUS,Australia,-15.98289,145.82236,2004.00000,Disease unspecified,,Few (2-50) colonies,no record,"Source: Reef Check, 2005; General Comments: depth was 4.5m, % incidence averaged from four consecutive 20m transect sections",,ReefBase
31437.00000,Ribbon Reef 3 - Tracey's Wonderland (Joanies Joy) (Back reef slope) Site 1,,AUS,Australia,-15.51000,145.78000,2008.00000,Unknown,No data,No data,No data,"Reef Check, Submitted by Jos Hill. Reef ID: 145.46.632E.15.30.685S",,ReefBase
31562.00000,Ribbon Reef 3 - Tracey's Wonderland (Joanies Joy) (Back reef slope) Site 1,Cairns/Cooktown,AUS,Australia,-15.51000,145.78000,2007.00000,Unknown,No data,No data,No data,Jos Hill 145.46.632E.15.30.685S,,ReefBase
2544.00000,"No name, Yonge, & Carter Reefs - Cooktown/Lizard Island Sector",Cooktown,AUS,Australia,-15.46670,145.25000,2001.00000,White syndrome,Acropora spp.,Many (50+) colonies,no record,"Source: AIMS Archive, Cooktown/Lizard Is sector, July01",,ReefBase
3219.00000,"No name, Yonge, & Carter Reefs - Cooktown/Lizard Island Sector",Cooktown,AUS,Australia,-15.46670,145.25000,2002.00000,White syndrome,Acropora spp.,Few (2-50) colonies,no record,"AIMS Archive, Cooktown/Lizard Is sector, July02",,ReefBase
223.00000,Great Barrier Reef (Rosser Reef),Cooktown,AUS,Australia,-15.43200,145.50300,1992.00000,Black-band Disease,Acropora cytherea,Many (50+) colonies,no record,,Coral Reefs 15(1):58.,ReefBase
224.00000,Great Barrier Reef (Rosser Reef),Cooktown,AUS,Australia,-15.43200,145.50300,1992.00000,Black-band Disease,Acropora formosa,no record,no record,,Coral Reefs 15(1):58.,ReefBase
225.00000,Great Barrier Reef (Rosser Reef),Cooktown,AUS,Australia,-15.43200,145.50300,1992.00000,Black-band Disease,Acropora hyacinthus,Many (50+) colonies,no record,,Coral Reefs 15(1):58.,ReefBase
226.00000,Great Barrier Reef (Rosser Reef),Cooktown,AUS,Australia,-15.43200,145.50300,1992.00000,Black-band Disease,Acropora nobilis,Many (50+) colonies,no record,,Coral Reefs 15(1):58.,ReefBase
31435.00000,Ribbon Reef 10 - Pixie Gardens (Back reef wall) Site 1,,AUS,Australia,-14.93000,145.68000,2008.00000,Unknown,No data,No data,No data,"Reef Check, Submitted by Jos Hill. Reef ID : 145.40.625E.14.55.735S",,ReefBase
31436.00000,Ribbon Reef 10 - Challenger Bay (Back reef crest) Site 1,,AUS,Australia,-14.92000,145.69000,2008.00000,Unknown,No data,No data,No data,Reef Check submitted by Jos Hill. Reef ID :145.41.456E.14.54.935S,,ReefBase
