X,Y,osm_id,osm_type,completeness,#meta +operator,#meta +health_amenity_type,#meta+dispensing,#meta +speciality,#meta+is_in_health_zone,#capacity +staff,#loc+amenity,changeset_id,#access +hours,changeset_timestamp,#meta+emergency,#contact +url,#meta +operator_type,#meta +id,#meta+water_source,changeset_version,addr_street,#meta+electricity,#contact +phone,#meta+insurance,#status+operational_status,#meta+is_in_health_area,addr_postcode,addr_city,#meta+wheelchair,#capacity +beds,changeset_user,#geo+bounds+url,addr_housenumber,#meta+healthcare,#loc +name
33.123208371848,0.590896891140829,4041886885,node,15,,,,,,,clinic,37629836,,2016/03/05 16:01:37,,,,bb4649899c514927b64a94b8eb20a3dd,,1,Budondo Road,,,,,,,Butagaya,,,Patrick Etomet,,,,Grace Medical Centre
33.8658102919423,1.47225057325556,3074752326,node,9,,,,,,,clinic,25408506,,2014/09/13 10:36:33,,,,d1dea09f61764725b69ce10ded768134,,1,,,,,,,,,,,Patrick Etomet,,,,Divine Medical Center
32.5903937535224,0.271410341941447,4102726446,node,15,,,,,,,clinic,38354740,,2016/04/06 15:39:17,,,,f6d509a7b3f04506a2e12f5143ec548b,,1,Luwafu Road,,,,,,,Kampala,,,gilbiz,,,,Nakulabye Medical Centre
30.754723263272,1.15618325381774,5985770892,node,40,None,,yes,,,1,doctors,65440620,Mo-Su 07:00-20:00,2018/12/13 12:36:23,yes,,,d47ab48b00a64382b6db67411019a22c,handpump,2,,,,,operational,,,,,0,LLAQWA,HOT-Uganda,,,Apsaru Drug Shop
32.6365322748171,0.256241360311236,5916788361,node,21,,,,,,,clinic,62755726,24/7,2018/09/20 09:04:38,,,,48f79c7e6c034535ac7e9f274e6942a9,,2,Ggaba Market Street,,,,,,,Kampala,,,lusdavo,UOM Field Survey,,,St. Mary's Medical and Dental Clinic
32.5868224760373,0.27487164885693,4102724054,node,15,,,,,,,clinic,38354740,,2016/04/06 15:39:08,,,,74757abcdb04472fb4611c42751305ad,,1,Luwafu Road,,,,,,,Kampala,,,gilbiz,,,,All Saint's Medical Centre
32.1818704378624,0.12090991769972,7625359919,node,18,Government,,,,,,hospital,86711718,,2020/06/16 09:23:30,,,government_facility-public,b5ddf2c02f7b46cdaeaeacfeafe6ce99,,1,,,,,,,,,,,ekankaka,,,hospital,Kyabadaza HC III
31.1207744697235,3.41724999845454,5559514975,node,40,Private,,yes,,,1,pharmacy,66540390,Mo-Su 07:00-20:00,2019/01/22 14:54:52,yes,,,b61bffa1831548bd9198fee2e6eae750,water tap,2,,,,,operational,,,,,0,Mbabani Allan,HOT-Uganda,,,Clinic
32.640327181479,0.392082254997632,7441335985,node,46,,,yes,,,,clinic,84052365,,2020/04/24 09:45:38,,,private,0b90a91eca544eb5bd6542c73be3a881,,1,Zakase Road,grid,+256753230373,no,operational,,7112,Kira,,2,kiggudde,,,clinic,God's Mercy Clinic
31.6385332621118,-0.476516768876991,7652093440,node,12,NA,,,,,,hospital,87131041,,2020/06/25 09:47:04,,,,1199d4a9980a4587ac67e901d485f0e3,,1,,,,,,,,,,,ekankaka,,,,BUKULULA HCIV PEP
30.8290982370635,3.00350668495511,5328918860,node,25,,,yes,,,,doctors,57032741,Mo-Sa 07:30-15:00,2018/03/09 13:42:35,no,,,f0f719ca57ce46d8bdea00f88db4f9c8,handpump,4,,,,,operational,,,,,,Mapperson,,,,Ayiko A
,,685806883,way,9,,,,,,,hospital,69554787,,2019/04/25 08:54:14,,,,544fa7015995461ca87ce207b75aa08c,,1,,,,,,,,,,,Musinga,,,hospital,
,,802399728,way,12,,,,,,,hospital,85006989,,2020/05/11 07:37:09,,,,87d44950785c461e8e45511993dfc6e5,,1,,,,,,,,,,,_aahu_,,,hospital,SJGS Health Centre IV
30.8994089936442,2.35351666448213,8632128808,node,18,private,,,,,,doctors,111168939,,2021/09/14 00:10:16,,,,0fa74d7618e942499bc5581195a7ac98,,3,,,0782071537,,,,,,,,JOYCE MARY,HOT_Uganda,,,Holy Trinity
31.8125332739098,-0.094666764590841,7651410055,node,6,,,,,,,clinic,87119077,,2020/06/25 06:34:36,,,,c3a7ec6946504fef86f76192082e6a0d,,1,,,,,,,,,,,ekankaka,,,,
32.4636707769272,0.055488576697229,664584100,node,15,,,,,,,pharmacy,53580727,,2017/11/07 12:44:15,,,,129514885ca849b39468da8ecfa8735a,,6,Airport Road,,,,,,,Entebbe,,,Jotam,,,,Eden Pharmacy and Healthcare Ltd.
33.9825273716241,0.924781538335566,3995629936,node,15,,,,,,,pharmacy,37082252,,2016/02/08 15:33:20,,,,c36d46c535754b45b58b585c6b46a713,,1,Butesa Road,,,,,,,Butaleja Town Council,,,siima,,,,Peace Drug Shop
32.5738620420743,0.33217955904459,8963716810,node,28,private,,,,,3,clinic,109214889,,2021/08/05 17:38:28,yes,,,daa664d27b8e4ad5bcf6264842c50ae9,,3,,,0312188800,,,,,,,7,mueschel,,,,IMC Wandegeya Clinic
,,243041708,way,9,,,,,,,pharmacy,28577319,,2015/02/02 21:33:05,,,,b80f26b93b1a4b928106d4fd7ac67ace,,5,,,,,,,,,,,FvGordon,,,,st.martin medical
32.573636820336,0.341891251156568,8963738657,node,25,private,,,,,2,clinic,109214979,,2021/08/05 17:41:16,,,,2c600541f69344dea3ce5e09333f1a00,,3,,,0771613323,,,,,,,2,mueschel,,,,Kaamu Medical and Progostic Centre
32.5611511373687,0.354942964045136,7060880743,node,9,,,,,,,doctors,92255383,,2020/10/09 20:34:17,,,,643fb602f01a4ab39a7c97b9c4579ab6,,2,,,,,,,,,,,lynettenakaye,,,,Joel drug shop
32.5892960594828,0.339612463140782,610233369,node,9,,,,,,,clinic,33602729,,2015/08/26 18:14:32,,,,5184862a6d074c5faaa1b74e9f80951e,,6,,,,,,,,,,,Jotam,,,,Princeton Children's Medical Centre
,,397795735,way,12,,,,,,,hospital,107986722,,2021/07/14 14:39:40,,,,e406ab8195b843b7b0fb1271069f26e7,,3,,,,,,,,,,,Jens Kubieziel,,,hospital,China-Uganda Friendship Hospital
,,798426271,way,21,,,,,,,hospital,85029360,,2020/05/11 13:54:37,,,,507c0a6bed0940198d34fbd7a64fad50,,3,Luthuli Avenue,,,,,,,Kampala,,,Jcasas1,,6A/7A,hospital,Paragon Hospital
32.5578791776459,0.359882168128195,4099298469,node,12,,,,,,,clinic,78483334,,2019/12/16 16:28:40,,,,d22221e0f65e48dcb830cb0988d37872,,3,,,,,,,,kampala,,,kiggudde,,,,Becca's Clinic and Laboratory Services
33.4194376543119,1.57094304071501,8846179571,node,18,Government of Uganda,,,,,,hospital,106598040,,2021/06/18 16:04:47,,,public,950444555f2e493d860e65fd8ec36900,,1,,,,,,,,,,,its_home,,,hospital,Akoboi Health Centre II
31.8242799244742,0.252869991216784,7651392382,node,6,,,,,,,clinic,87119077,,2020/06/25 06:34:36,,,,88f15f29328d4e76be4f3497bc57e37f,,1,,,,,,,,,,,ekankaka,,,,
32.5771891547199,0.367802396074921,4086620651,node,18,,,,,,,doctors,71233776,,2019/06/13 22:19:37,,,,a806e590dc8141288a089e1e0e0e32a8,,3,Kitara Street,,,,,,,Kampala,,,mapman44,,,doctor,St Joseph Medical Clinic
32.0178099383046,0.150229982638734,7651392375,node,6,,,,,,,clinic,87119077,,2020/06/25 06:34:36,,,,f6c133adfc2b4bdaa0e49d40e370f358,,1,,,,,,,,,,,ekankaka,,,,
33.9799007346266,1.26069494137442,3958566742,node,15,,,,,,,doctors,37050576,,2016/02/06 22:20:31,,,,aa330b581eea4084b45f70697debc1a9,,3,Bukedea road,,,,,,,Kidongole,,,Polyglot,,,,Kidongole Health Centre 3
31.8597936291252,2.80564834014496,5456940775,node,9,,,,,,,doctors,57010399,,2018/03/08 19:29:13,,,,bda17e303f834ba987acaace032914bb,,2,,,,,,,,,,,mueschel,,,,Amuru Health Centre II
34.0714714342357,0.351709896353043,3999951567,node,9,,,,,,,clinic,37137490,,2016/02/11 00:30:41,,,,585e0650fb714ef9b140dfd16cd69be0,,2,,,,,,,,,,,Douglo,,,,Sibona Medical Centre
31.3637544433354,3.52468479092394,5215672038,node,12,Refugees,,,,,,pharmacy,53573567,,2017/11/07 07:09:10,,,,00df2e196f8f43cea06999aac3319f79,,1,,,,,,,,,,,kiggudde,,,,Drug shop
32.5886591186607,0.314233569073963,4123469777,node,18,,,,,,,doctors,107926974,,2021/07/13 17:53:13,,,,1f9978af1d0e4d3faeec1b52682a042c,,2,Siad Barre Avenue,,,,,,,Kampala,,,Jens Kubieziel,,,doctor,Martin Health Care Uganda Limited
