"region","year","deaths"
"Americas",1957,0.42262496909964964
"Americas",1958,0.4994690200852368
"Americas",1959,0.19655260210378123
"Americas",1960,0.11115574510868173
"Americas",1961,0.1112275602241652
"Americas",1962,0.11048919995824884
"Americas",1963,0.002967420984810605
"Americas",1964,0.0046277687845572586
"Americas",1965,0.1603704414145688
"Americas",1966,0.10283060278430231
"Americas",1967,0.13692594869444116
"Americas",1968,0.2692272892215741
"Americas",1969,0.29644956654412613
"Americas",1970,0.19383072709358515
"Americas",1971,0.1791214989505611
"Americas",1972,0.24098597614864176
"Americas",1973,0.14393946811951697
"Americas",1974,0
"Americas",1975,0.01004709517571202
"Americas",1976,0.01089642954014211
"Americas",1977,0.03172000971363641
"Americas",1978,0.13880709467118607
"Americas",1979,0.21218905065624322
"Americas",1980,0.08472312579346866
"Americas",1981,0.4868454198821701
"Americas",1982,0.48304862371921664
"Americas",1983,0.48007684559991487
"Americas",1984,0.429793115232169
"Americas",1985,0.34786141312423524
"Americas",1986,0.2451078102054063
"Americas",1987,0.2430219480370624
"Americas",1988,0.16780479077130028
"Americas",1989,0.16873749407802738
"Americas",1990,0.049659022791473315
"Americas",1991,0.04100007026763984
"Americas",1992,0.05034487487770359
"Americas",1993,0.01663926145488543
"Americas",1994,0.028415378022066572
"Americas",1995,0.019962911244327024
"Americas",1996,0.023439542456442176
"Americas",1997,0.011687199599015442
"Americas",1998,0.01644125337751157
"Americas",1999,0.024228939187565468
"Americas",2000,0.01723595485590504
"Americas",2001,0.017995616922074242
"Americas",2002,0.03751939017925269
"Americas",2003,0.020427073930310548
"Americas",2004,0.03682691996973091
"Americas",2005,0.03643030937678612
"Americas",2006,0.02260725613946783
"Americas",2007,0.02139944225395694
"Americas",2008,0.011739102237985685
"Americas",2009,0.013832967976643223
"Americas",2010,0.014931087693380826
"Americas",2011,0.00996704841359125
"Americas",2012,0.007455681381697247
"Americas",2013,0.003827045448423081
"Americas",2014,0.0028065667490272997
"Americas",2015,0.002458080392741104
"Americas",2016,0.0010788965754401966
"Americas",2017,0.0008509851431197789
"Asia",1900,0.7073258021714774
"Asia",1901,0.31887408336803874
"Asia",1902,0.3156690174967102
"Asia",1903,0
"Asia",1904,0.8496775659023915
"Asia",1905,2.5241442580838656
"Asia",1906,0
"Asia",1907,0
"Asia",1908,0
"Asia",1909,0
"Asia",1910,0
"Asia",1911,0.08122959414933219
"Asia",1912,0.053634830257788264
"Asia",1913,0.45144891548566696
"Asia",1914,0.27079129717987405
"Asia",1915,0.005040794754606181
"Asia",1916,0.0030369594118494674
"Asia",1917,0.028189711162505154
"Asia",1918,0.10651823142245699
"Asia",1919,0.025593179005612504
"Asia",1920,0.02539963739990498
"Asia",1921,0.06791018219230387
"Asia",1922,0.06733813495938591
"Asia",1923,0
"Asia",1924,0
"Asia",1925,0
"Asia",1926,0.16040308036088194
"Asia",1927,0.1706854161348295
"Asia",1928,9.5999290571783
"Asia",1929,1.9007801623085492
"Asia",1930,6.375988185930776
"Asia",1931,2.913738871051166
"Asia",1932,2.884542277970003
"Asia",1933,5.084468196504425
"Asia",1934,4.443620232208116
"Asia",1935,4.400474915350487
"Asia",1936,0
"Asia",1937,14.071561771567538
"Asia",1938,27.871616450478427
"Asia",1939,13.484819119543879
"Asia",1940,13.117683223234232
"Asia",1941,27.455869510909345
"Asia",1942,26.86146563627101
"Asia",1943,25.05344887346324
"Asia",1944,26.31160142771952
"Asia",1945,18.204558501737893
"Asia",1946,8.144717267995741
"Asia",1947,12.395202506536895
"Asia",1948,14.64023289776625
"Asia",1949,14.754681099332613
"Asia",1950,24.884056517133676
"Asia",1951,17.09062796250707
"Asia",1952,4.867952375471367
"Asia",1953,2.3805487916111874
"Asia",1954,0.03193250031064961
"Asia",1955,0.019379898290767694
"Asia",1956,0.6793396512184574
"Asia",1957,1.0575851378664594
"Asia",1958,0.8343026761191458
"Asia",1959,0.8185896871603304
"Asia",1960,0.6214625985430078
"Asia",1961,0.7363979165074838
"Asia",1962,1.3179909304592419
"Asia",1963,1.3899819338410317
"Asia",1964,1.4460767270151342
"Asia",1965,2.6473726473927193
"Asia",1966,3.3075888099145114
"Asia",1967,4.9464479889965265
"Asia",1968,10.10400798028059
"Asia",1969,7.243601830185916
"Asia",1970,6.588650805925127
"Asia",1971,7.704825665202809
"Asia",1972,8.401882197774999
"Asia",1973,4.329166444845287
"Asia",1974,5.302794188052946
"Asia",1975,2.395374298427024
"Asia",1976,0.39256467872112466
"Asia",1977,0.39769975919536027
"Asia",1978,0.6403688327450667
"Asia",1979,1.2060934149928397
"Asia",1980,0.11896609707854994
"Asia",1981,0.08009601021120961
"Asia",1982,0.10852206331116981
"Asia",1983,0.12676878456489146
"Asia",1984,0.12465239327846626
"Asia",1985,0.23567516096862592
"Asia",1986,0.19394356583482691
"Asia",1987,0.17495242648096862
"Asia",1988,0.12509148784884994
"Asia",1989,0.08913118663781987
"Asia",1990,0.16389951907143605
"Asia",1991,0.22889988978566767
"Asia",1992,0.2368975321168426
"Asia",1993,0.10454033807081403
"Asia",1994,0.06694713196251223
"Asia",1995,0.1288322627518505
"Asia",1996,0.15523694005487798
"Asia",1997,0.08838337435378785
"Asia",1998,0.1005608690103411
"Asia",1999,0.07741563810757984
"Asia",2000,0.1361063152831851
"Asia",2001,0.06620107039658986
"Asia",2002,0.11673949991907213
"Asia",2003,0.08108881214170711
"Asia",2004,0.07682343424448342
"Asia",2005,0.05841251307733196
"Asia",2006,0.07673601169290908
"Asia",2007,0.08104244219939138
"Asia",2008,0.1994600581531886
"Asia",2009,0.2810486666792993
"Asia",2010,0.1076002552463305
"Asia",2011,0.063991339814796
"Asia",2012,0.06283054099250229
"Asia",2013,0.046884837227913756
"Asia",2014,0.06005494322172346
"Asia",2015,0.05399491199785234
"Asia",2016,0.029020952187473643
"Asia",2017,0.04783076812360535
"Europe",1900,0.15385630942899323
"Europe",1901,0.1167971110385188
"Europe",1902,0.11577890839580987
"Europe",1903,0.3738757938566571
"Europe",1904,0.7922639466728932
"Europe",1905,2.771144727495255
"Europe",1906,0.4762976102318193
"Europe",1907,0.3719079898295436
"Europe",1908,0.005579948058978507
"Europe",1909,0.03315277466559085
"Europe",1910,0.027361111182055482
"Europe",1911,0.2707653138311073
"Europe",1912,2.1129977728358265
"Europe",1913,3.09109728014892
"Europe",1914,151.45970576720606
"Europe",1915,111.2663598132139
"Europe",1916,74.20455750647648
"Europe",1917,66.41980846586418
"Europe",1918,68.41340560718164
"Europe",1919,10.350632323120527
"Europe",1920,10.143658457846652
"Europe",1921,9.490076072409124
"Europe",1922,0.46216460400682685
"Europe",1923,0.19072759233418185
"Europe",1924,0.22209638515464727
"Europe",1925,0.20050397024108796
"Europe",1926,0.17550487124782704
"Europe",1927,0.042137465929750755
"Europe",1928,0.018136910586740256
"Europe",1929,0.167409928484405
"Europe",1930,0.01887127764743383
"Europe",1931,0.24749946024978808
"Europe",1932,0.24501921617917355
"Europe",1933,0.22431345388429003
"Europe",1934,0.29532300063255135
"Europe",1935,0.0959036399224196
"Europe",1936,0.44493497765880635
"Europe",1937,6.253526324711792
"Europe",1938,2.8898722982837657
"Europe",1939,81.27582065894022
"Europe",1940,44.0476832026971
"Europe",1941,131.99133703809545
"Europe",1942,168.7117971870079
"Europe",1943,158.45451142085972
"Europe",1944,169.3505489053756
"Europe",1945,114.9145202642194
"Europe",1946,1.224714423977933
"Europe",1947,1.2450589586774583
"Europe",1948,1.23252265278422
"Europe",1949,1.194509078195129
"Europe",1950,0.20081984877973375
"Europe",1951,0.20546561912884115
"Europe",1952,0.1702448271580391
"Europe",1953,0.16095394565438773
"Europe",1954,0.1534558683559584
"Europe",1955,0.06682690071082126
"Europe",1956,0.17909877102247046
"Europe",1957,0.0872901922338259
"Europe",1958,0.08510102016782924
"Europe",1959,0.08349483937365923
"Europe",1960,0.08224716753648717
"Europe",1961,0.08998821093282555
"Europe",1962,0.015158876634198983
"Europe",1963,0.0107652063113897
"Europe",1964,0.021043400520567385
"Europe",1965,0.019117618477792416
"Europe",1966,0.018730329904987218
"Europe",1967,0.01835636718486434
"Europe",1968,0.017984944050280605
"Europe",1969,0.017946522695805295
"Europe",1970,0.017586464425951246
"Europe",1971,0.017220109266223096
"Europe",1972,0.016572711804397487
"Europe",1973,0.01625059700024123
"Europe",1974,0.16150111939961873
"Europe",1975,0.01376134734899649
"Europe",1976,0
"Europe",1977,0
"Europe",1978,0
"Europe",1979,0.021433597495536458
"Europe",1980,0.02457612440941835
"Europe",1981,0.020712884321485967
"Europe",1982,0.028549101450700484
"Europe",1983,0.03737813708708975
"Europe",1984,0.05313448080751308
"Europe",1985,0.042577708252017524
"Europe",1986,0.0386904492003769
"Europe",1987,0.028688437272331575
"Europe",1988,0.01901847543551116
"Europe",1989,0.010279900109618233
"Europe",1990,0.009554936543242468
"Europe",1991,0.06958212016641481
"Europe",1992,0.17340397746338712
"Europe",1993,0.19861755976825032
"Europe",1994,0.15360776814827293
"Europe",1995,0.12512562140675
"Europe",1996,0.10974995862864204
"Europe",1997,0.0728519270158892
"Europe",1998,0.055266993845723755
"Europe",1999,0.14480550827547747
"Europe",2000,0.05141097730703925
"Europe",2001,0.0156830580053914
"Europe",2002,0.0218876511075709
"Europe",2003,0.010515336657749287
"Europe",2004,0.02246959923163812
"Europe",2005,0.017548557538094423
"Europe",2006,0.008868293566905062
"Europe",2007,0.011880171265457
"Europe",2008,0.02519794556816035
"Europe",2009,0.014911821248325867
"Europe",2010,0.014010678178035432
"Europe",2011,0.01600505745254943
"Europe",2012,0.020410284855259326
"Europe",2013,0.005564043936083741
"Europe",2014,0.06407629259346408
"Europe",2015,0.0329217059342404
"Europe",2016,0.027778172587915945
"Europe",2017,0.016411856331595732
"Middle East",1900,0
"Middle East",1901,0
"Middle East",1902,0
"Middle East",1903,0
"Middle East",1904,0
"Middle East",1905,0
"Middle East",1906,0
"Middle East",1907,0
"Middle East",1908,0.027899740294892537
"Middle East",1909,0.027627312221325705
"Middle East",1910,0
"Middle East",1911,0
"Middle East",1912,0
"Middle East",1913,0
"Middle East",1914,0
"Middle East",1915,0
"Middle East",1916,0
"Middle East",1917,0
"Middle East",1918,0
"Middle East",1919,0.051186358011225
"Middle East",1920,0.46862331002824686
"Middle East",1921,0.21356197972644872
"Middle East",1922,0
"Middle East",1923,0
"Middle East",1924,0.03685601908401264
"Middle East",1925,0.12157596945805987
"Middle East",1926,0.08421161718946303
"Middle East",1927,0.023816569693232023
"Middle East",1928,0.4420761436482026
"Middle East",1929,0.45768170984333617
"Middle East",1930,0.01965995487534664
"Middle East",1931,0
"Middle East",1932,0
"Middle East",1933,0
"Middle East",1934,0.09331602487637045
"Middle East",1935,0
"Middle East",1936,0.02965236756346393
"Middle East",1937,0.029342550622282474
"Middle East",1938,0.029027806841972703
"Middle East",1939,0.028752217276505742
"Middle East",1940,0
"Middle East",1941,0
"Middle East",1942,0
"Middle East",1943,0
"Middle East",1944,0
"Middle East",1945,0
"Middle East",1946,0
"Middle East",1947,0
"Middle East",1948,0.5311130565642004
"Middle East",1949,0.0011572055228476243
"Middle East",1950,0
"Middle East",1951,0
"Middle East",1952,0
"Middle East",1953,0
"Middle East",1954,0
"Middle East",1955,0
"Middle East",1956,0.006716555853420756
"Middle East",1957,0
"Middle East",1958,0.047745620710573713
"Middle East",1959,0.06696851860435475
"Middle East",1960,0
"Middle East",1961,0.35804696257429464
"Middle East",1962,0.5931115088176655
"Middle East",1963,0.5809776401571944
"Middle East",1964,0.23153348820031255
"Middle East",1965,0.11345208480535092
"Middle East",1966,0.22228977785038734
"Middle East",1967,0.2837143609143137
"Middle East",1968,0.10674955341015725
"Middle East",1969,0.10820931118790379
"Middle East",1970,0.09702610854383002
"Middle East",1971,0
"Middle East",1972,0
"Middle East",1973,0.1439366771427504
"Middle East",1974,0.20390266109671418
"Middle East",1975,0.3885003772746318
"Middle East",1976,1.5066954333762543
"Middle East",1977,0.06494403464799428
"Middle East",1978,0.5318241552515407
"Middle East",1979,0.828280320545943
"Middle East",1980,1.6674179511217468
"Middle East",1981,2.9221144396969567
"Middle East",1982,3.627103515205791
"Middle East",1983,3.422211242809415
"Middle East",1984,3.2597005499561194
"Middle East",1985,3.3248088672146414
"Middle East",1986,3.396522054337834
"Middle East",1987,2.6951841981899745
"Middle East",1988,2.3152608678696285
"Middle East",1989,0.11648617506510905
"Middle East",1990,0.06559026160958874
"Middle East",1991,0.4999611126788992
"Middle East",1992,0.08787301420961817
"Middle East",1993,0.07614823582847131
"Middle East",1994,0.16354509316544175
"Middle East",1995,0.11077562419928948
"Middle East",1996,0.065585475514722
"Middle East",1997,0.11186074447339597
"Middle East",1998,0.10716446202499559
"Middle East",1999,0.07856860142064334
"Middle East",2000,0.08909916567617134
"Middle East",2001,0.0886752345164654
"Middle East",2002,0.024090890050801773
"Middle East",2003,0.13109225594623092
"Middle East",2004,0.08666172943878307
"Middle East",2005,0.07005470981859425
"Middle East",2006,0.1551108962902376
"Middle East",2007,0.14498349136697844
"Middle East",2008,0.13292850929102515
"Middle East",2009,0.12851654863770243
"Middle East",2010,0.12432833294586189
"Middle East",2011,0.14095428756496148
"Middle East",2012,0.6730537811297307
"Middle East",2013,1.1165228571537786
"Middle East",2014,1.1519769648171656
"Middle East",2015,1.0041396498751496
"Middle East",2016,0.9269087274898934
"Middle East",2017,0.6681178912538175
