"ï..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"XKX537","13-October-2021",2021,"Riots","Mob violence","Rioters (Kosovo)","Serbian Ethnic Group (Kosovo)","Police Forces of Kosovo (2020-) Regional Operations Support Units","Journalists (Kosovo)","Europe","Kosovo","Mitrovica","North Mitrovica","","North Mitrovica",42.895,20.865,"Balkan Insight","Regional","On 13 October 2021, while Kosovar police was trying to conduct a raid in order to seize smuggled contraband in North Mitrovica, Kosovo, Serbian rioters gathered and attempted to obstruct it. They threw Molotov cocktails and stun grenades on police and journalists covering the event. ROSU responded by using teargas and then fired live bullets at the demonstrators, shooting one of them in the back. A total of 12 demonstrators and 6 policemen were injured. [size=no report]",0
"AFG45509","09-May-2020",2020,"Riots","Violent demonstration","Rioters (Afghanistan)","Civilians (Afghanistan); Journalists (Afghanistan)","Police Forces of Afghanistan (2014-2021)","","Caucasus and Central Asia","Afghanistan","Ghor","Chighcheran","","Chighcheran",34.52,65.251,"1TV (Afghanistan); Xinhua; AP; Voice of Jihad; Liveuamap; Reuters; Khaama Press; Twitter; AFP","Local partner-New media","On 9 May 2020, at least 3 demonstrators and 1 journalist, as well as 2 policemen were killed and 19 (10 policemen and 9 civilians) were wounded, when a demonstration over food distribution, as part of the government's support amid the coronavirus pandemic, turned violent outside the governor's office in Chaghcharan (Feroz Koh) city, Ghor. The Ministry of Interior Affairs spokesman said some demonstrators opened fire first. [size= approximately 400]",6
"AFG50597","15-January-2021",2021,"Riots","Mob violence","Rioters (Afghanistan)","Muslim Group (Afghanistan)","Civilians (Afghanistan)","Journalists (Afghanistan)","Caucasus and Central Asia","Afghanistan","Kunduz","Kunduz","","Kunduz",36.729,68.857,"TOLO News; Afghan Islamic Press News Agency","National","On 15 January 2021, rioters attacked Radio Zohra station office after an Imam of a mosque complained about the station playing music during prayers in Kunduz city. No casualties occurred. The rioters destroyed the equipment. [size=no report]",0
"ALB62","26-May-2018",2018,"Riots","Violent demonstration","Rioters (Albania)","Journalists (Albania)","Police Forces of Albania (2013-)","","Europe","Albania","Tirana","Tirane","","Tirana",41.328,19.819,"AFP; AP","International","On May 26, 2018: Thousands of Albanian opposition supporters demonstrated in Tirana calling for the resignation of interior minister Fatmir Xhafaj, whose brother had been convicted of drug trafficking. Eleven police officers were slightly injured when they were hit by stones during the demonstration trying to keep the demonstrators from entering government buildings. One of the demonstrators passed out and the editor of 'Democratic Renaissance' suffered a head injury.",0
"ALB330","16-February-2019",2019,"Riots","Violent demonstration","Rioters (Albania)","PD: Democratic Party of Albania; Journalists (Albania)","Police Forces of Albania (2013-)","","Europe","Albania","Tirana","Tirane","","Tirana",41.328,19.819,"AP; AFP; Albanian Daily News; Tirana Times","National-International","On Feb. 16, 2019: Thousands of Albanians, organized by the opposition Democratic party, demonstrated for about five hours outside Parliament in Tirana against the cabinet and Prime Minister Edi Rama, accusing him of corruption and demanding his resignation. Rioters threw stones and grenades and repeatedly attempted to break the door and force their way into Parliament. Police responded with tear gas and water cannons. 15 people were injured, among which rioters, police officers, and journalists.",0
"ALB809","10-December-2020",2020,"Riots","Violent demonstration","Rioters (Albania)","Civilians (Albania); Journalists (Albania)","Police Forces of Albania (2013-)","","Europe","Albania","Tirana","Tirane","","Tirana",41.328,19.819,"Albanian Daily News","National","On 10 December 2020, rioters clashed with police in Tirana, while demonstrating against the recent police killing of Klodian Rasha. Police used tear gas to disperse the rioters. Two police officers and a journalist were injured. [size=no report]",0
"ALG2880","14-September-2011",2011,"Riots","Mob violence","Rioters (Algeria)","","Civilians (Algeria)","Journalists (Algeria)","Northern Africa","Algeria","Alger","","","Algiers",36.752,3.042,"AFP","International","A mob of around 100 youths tried to set fire to two private dailies printing plant in Algiers. The mob, armed with molotov cocktails, tried to storm the printing plants of the French-language El Watan and the Arabic-language El Khabar on 14 September.",0
"ALG3565","05-April-2014",2014,"Riots","Violent demonstration","Rioters (Algeria)","","Civilians (Algeria)","Journalists (Algeria)","Northern Africa","Algeria","Bejaia","Bejaia","","Bejaia",36.75,5.083,"AFP","International","Demonstrators attacked the crew of En-Nahar television covering the rally (coded separately) in the Kabylie region. 4 reporters were injured.",0
"ANG2968","14-July-2012",2012,"Riots","Violent demonstration","Police Forces of Angola (1975-)","","Rioters (Angola)","Journalists (Angola)","Middle Africa","Angola","Luanda","Luanda","Maianga","Luanda",-8.838,13.234,"AFP","International","Police arrest seven regime protesters and two journalists after they and others clashed with police. The group of 200 had planned to demand the removal of an election candidate of the ruling Popular Movement for the Liberation of Angola (MPLA), saying a criminal conviction disqualified him from running.",0
"ANG3291","11-September-2019",2019,"Riots","Mob violence","Rioters (Angola)","","Civilians (Angola)","Journalists (Angola)","Middle Africa","Angola","Luanda","Luanda","Maianga","Luanda",-8.838,13.234,"Correio da Kianda","National","On Sept 11th, unknown men attacked a journalist covering a trial session of General Jose Maria, who is on trial for crimes of insubordination and misplacement of military documents.",0
