"ï..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"MMR5","08-January-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Myanmar)","","Civilians (Myanmar)","","Southeast Asia","Myanmar","Kayin","Hpa-An","Hpa-An","Hpa-An",16.89,97.635,"ALTSEAN Burma","Other","On 8 January 2010, a villager stepped on a landmine and lost his right foot in Thandaung Village, Kayin State. No information on who planted the landmine.",0
"MMR9","26-January-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Myanmar)","","","","Southeast Asia","Myanmar","Bago-East","Taungoo","Kyaukkyi","Kyaukkyi",18.326,96.769,"ALTSEAN Burma","Other","On 26 January 2010, two bombs exploded in Kyaukkyi, Bago state. No causalities are reported.",0
"MMR19","15-February-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Myanmar)","","Civilians (Myanmar)","","Southeast Asia","Myanmar","Shan-North","Kokang Self-Administered Zone","Laukkaing","Laukkaing",23.692,98.764,"Shan Herald Agency for News","Subnational","On 15-February-2010, there were two bomb explosions at Tongcheng Park in Lukkaing, Kokang area, Shan State. One fatality and 11 civilians were injured.",1
"MMR20438","16-February-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","RCSS/SSA-S: Restoration Council of Shan State/Shan State Army-South","","Civilians (Myanmar)","","Southeast Asia","Myanmar","Shan-South","Loilen","Loilen","Pinlon",20.991,97.532,"Irrawaddy","National","On 16 February 2010, in Panglong (Pinlon) Town (Loilen Township, Loilen District, Shan State), a bomb explosion injured four civilians. Myanmar military accused SSA-S of setting the bomb.",0
"MMR22","17-February-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Myanmar)","","","","Southeast Asia","Myanmar","Shan-North","Kyaukme","Kyaukme","Pang Long",22.862,96.885,"Irrawaddy","National","On 17-February-2010, a bomb explosion took place in Panglong town in Shan State. No fatalities noted.",0
"MMR21","17-February-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Myanmar)","","","","Southeast Asia","Myanmar","Shan-North","Kokang Self-Administered Zone","Laukkaing","Laukkaing",23.692,98.764,"Shan Herald Agency for News","Subnational","On 17-February-2010, two bombs exploded at Mei Hua Hotel in Lukkaing, Kokang area, Shan State. No fatalities noted.",0
"MMR23","18-February-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Myanmar)","","","","Southeast Asia","Myanmar","Shan-North","Kokang Self-Administered Zone","Laukkaing","Laukkaing",23.692,98.764,"Irrawaddy","National","On 18-February-2010, a bomb exploded in Lukkaing, in the Kokang area of Shan State. No fatalities noted.",0
"MMR25","19-February-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Myanmar)","","Civilians (Myanmar)","","Southeast Asia","Myanmar","Kayin","Kawkareik","Kawkareik","Kawkareik",16.555,98.24,"Irrawaddy","National","On 19-February-2010 two bombs exploded at a market in Kawkareik Township in southern Karen State. One undetonated bomb was also discovered. One fatality occurred as a result.",1
"MMR24","19-February-2010",2010,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Myanmar (1988-2011)","","Civilians (Myanmar)","Refugees/IDPs (Myanmar); Students (Myanmar); Teachers (Myanmar)","Southeast Asia","Myanmar","Kayin","Hpapun","Hpapun","Hpapun",18.065,97.445,"Karen Human Rights Group","Other","On 19 February 2010, the Myanmar military MOC-7 fired an 81 mm mortar at a school at a IDP hiding site in Hsar Law Kyoh, Lu Thaw Township, Papun District, Kayin state. One person was killed and two injured.",1
"MMR32","14-March-2010",2010,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Myanmar)","","Civilians (Myanmar)","","Southeast Asia","Myanmar","Kayin","Hpapun","Hpapun","Hpapun",18.065,97.445,"ALTSEAN Burma","Other","On 14 March 2010, between Winmaung Village and Michaungwun Village in Papun Township, Kayin State, a landmine exploded and injured passengers on a bus. Two fatalities and 11 wounded.",2
