"ï..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"BRN2","16-March-2020",2020,"Strategic developments","Change to group/activity","Government of Brunei (1984-)","","","","Southeast Asia","Brunei","Brunei-Muara","","","Bandar Seri Begawan",4.903,114.94,"GardaWorld","Other","Security measures: On 16 March 2020, the government of Brunei prohibited all citizens and foreign residents from leaving the country due to the ongoing coronavirus outbreak. The Ministry of Health made the announcement on 15 March. Event coded at Bandar Seri Begawan.",0
"MMR8","17-January-2010",2010,"Strategic developments","Looting/property destruction","Military Forces of Myanmar (1988-2011)","","Civilians (Myanmar)","","Southeast Asia","Myanmar","Bago-East","Bago","Nyaunglebin","Nyaunglebin",17.954,96.722,"Mizzima","National","On 17-January-2010, in Khae Dae village, Nyaung Lei Pin, Bago, the Myanmar army LIB 367 burned down 13 houses.",0
"MMR6835","05-February-2010",2010,"Strategic developments","Change to group/activity","UWSP/UWSA: United Wa State Party/United Wa State Army","","","","Southeast Asia","Myanmar","Shan-East","Monghsat","Mongton","Mongton",20.296,98.897,"Shan Herald Agency for News","Subnational","On 5 Feb 2010, in Nawng Wen, Mongton township, Shan State, the UWSA closed the two border passes Nawngwen-Muengna pass and BP1-Nong Ook (Arunothai) pass in protest of a killing of a Wa fighter by the Thai border security force.",0
"MMR14","06-February-2010",2010,"Strategic developments","Other","Civilians (Myanmar)","Refugees/IDPs (Myanmar)","","","Southeast Asia","Myanmar","Bago-East","Taungoo","Kyaukkyi","Kyaukkyi",18.326,96.769,"Irrawaddy; Mizzima","National","From 3-9 February 2010, government troops burnt down more than 70 houses in several villages in Kyaukkyi Township in Nyaunglebin District, Bago Division, displacing 1000-2000 villagers.",0
"MMR6837","01-March-2010",2010,"Strategic developments","Looting/property destruction","Military Forces of Myanmar (1988-2011)","","Civilians (Myanmar)","Farmers (Myanmar)","Southeast Asia","Myanmar","Shan-North","Muse","Muse","Muse",23.993,97.91,"Shan Herald Agency for News","Subnational","On 1 March 2010, in Muse's 105 miles trade zone, Muse Township, Shan State, the Myanmar military confiscated over 1,000 yards in width and 4 miles in length of farm land, belonging to villagers from Talong, Manniu, Maw Tawnglong, Hoteung and Manka villages.",0
"MMR6838","11-March-2010",2010,"Strategic developments","Change to group/activity","Military Forces of Myanmar (1988-2011)","","","","Southeast Asia","Myanmar","Shan-North","Matman","Pangsang","Pangsang (Wa SAD)",22.18,99.151,"Shan Herald Agency for News","Subnational","On 11 March 2010, in Wa Self-Administered Division (SAD), the Myanmar army deployed 8 trucks of LID 55 to Mawfah, Monghsu and Ta Weun Nawng Salween crossing, southwest of Panghsang.",0
"MMR34","15-March-2010",2010,"Strategic developments","Looting/property destruction","Military Forces of Myanmar (1988-2011)","","Civilians (Myanmar)","Farmers (Myanmar)","Southeast Asia","Myanmar","Kayin","Hpapun","Hpapun","Hpapun",18.065,97.445,"Free Burma Rangers","Other","Property destruction: On 15 March 2010, near Saw Mu Plaw camp, Luthaw Township, Muthraw District, Kayin state, Myanmar army troops burned down several farm huts.",0
"MMR38","22-March-2010",2010,"Strategic developments","Looting/property destruction","Military Forces of Myanmar (1988-2011)","","Civilians (Myanmar)","","Southeast Asia","Myanmar","Bago-East","Taungoo","Kyaukkyi","Kyaukkyi",18.326,96.769,"Free Burma Rangers","Other","Property destruction: On 22-March-2010, in Kaw Hta village, Ler Doh (Kyaukkyi) township, Kayin state, the Myanmar army LIB 369 burned down 9 homes in the village while villagers fled.",0
"MMR6839","27-March-2010",2010,"Strategic developments","Change to group/activity","Military Forces of Myanmar (1988-2011)","","","","Southeast Asia","Myanmar","Shan-East","Tachileik","Tachileik","Tachileik",20.448,99.881,"Shan Herald Agency for News","Subnational","Starting on 27 March 2010, between Monghsat and Tachileik, Shan State, the Myanmar army set up about 20 checkpoints to monitor UWSA's movements.",0
"MMR73","23-July-2010",2010,"Strategic developments","Looting/property destruction","Military Forces of Myanmar (1988-2011)","","Civilians (Myanmar)","","Southeast Asia","Myanmar","Kayin","Hpapun","Hpapun","Hpapun",18.065,97.445,"Karen National Union","Other","On 23 July 2010, in Tha-dah-Der village, Papun district, Kayin state, the Myanmar military entered the village and burnt down 57 houses. As well, at Dutado village in Hpapun township, the Myanmar army burnt down the village.",0
"MMR75","26-July-2010",2010,"Strategic developments","Change to group/activity","DKBA (Buddhist): Democratic Karen Buddhist Army (1994-2010)","","","","Southeast Asia","Myanmar","Kayin","Kawkareik","Kyainseikgyi","Hpayarthonesu",15.304,98.378,"Irrawaddy","National","Change to armed group: On 26 July 2010, DKBA battalions 901, 902, 906 907 and 908 in DKBA brigade 5, rejecting the BGF scheme, joined the KNLA Battalion 201 near Three Pagodas Pass, agreeing to fight together against the Myanmar military in the future.",0
"MMR6846","20-October-2010",2010,"Strategic developments","Change to group/activity","Military Forces of Myanmar (1988-2011)","","","","Southeast Asia","Myanmar","Shan-South","Loilen","Kyethi","Kyethi",21.729,98.063,"Shan Herald Agency for News","Subnational","On 20 Oct 2010, Wan Hai, Kyethi Township, Shan State, the Myanmar army deployed units around the SSA-N First Brigade main base Wan Hai.",0
"MMR124","08-November-2010",2010,"Strategic developments","Looting/property destruction","DKBA (Benevolent): Democratic Karen Benevolent Army (2010-)","","Civilians (Myanmar)","Government of Myanmar (1988-2011)","Southeast Asia","Myanmar","Kayin","Kawkareik","Kyainseikgyi","Hpayarthonesu",15.304,98.378,"Irrawaddy","National","Property destruction: On 08-November-2010, in Three Pagodas Pass, Kayin state, the DKBA battalion 907 (part of DKBA-5 led by Brig. Gen. Saw Lar Pwe) burned down at least 5 government offices.",0
"MMR128","10-November-2010",2010,"Strategic developments","Looting/property destruction","Military Forces of Myanmar (1988-2011)","","Civilians (Myanmar)","DKBA (Benevolent): Democratic Karen Benevolent Army (2010-)","Southeast Asia","Myanmar","Kayin","Myawaddy","Myawaddy","Myawaddy",16.689,98.509,"Democratic Voice of Burma","National","Property destruction: On 10-November-2010, in Waw Lay, Kayin state, the Myanmar army razed several houses, including that of the DKBA-5 leader.",0
"MMR142","23-November-2010",2010,"Strategic developments","Change to group/activity","Military Forces of Myanmar (1988-2011)","","","","Southeast Asia","Myanmar","Kayin","Kawkareik","Kyainseikgyi","Hpayarthonesu",15.304,98.378,"Irrawaddy","National","Security measures: On 23 November 2010, Burmese forces imposed a night curfew in Three Pagodas Pass, warning that people violating the curfew would be shot on sight.",0
"MMR153","08-December-2010",2010,"Strategic developments","Other","Military Forces of Myanmar (1988-2011)","","Civilians (Myanmar)","KPC: KNU/KNLA Peace Council; Prisoners (Myanmar)","Southeast Asia","Myanmar","Kayin","Kawkareik","Kawkareik","Kawkareik",16.555,98.24,"Democratic Voice of Burma","National","Mass grave: On 08-December-2010, in Hpalu village, Kawkareik, Kayin state, the bodies of six KNU/KNLA Peace Council (KPC) soldiers were found hacked to death. The soldiers had been detained and interrogated by the Myanmar army. Event coded.",0
"MMR6855","01-February-2011",2011,"Strategic developments","Other","Civilians (Myanmar)","Refugees/IDPs (Myanmar)","","","Southeast Asia","Myanmar","Shan-South","Loilen","Nansang","Nansang",20.889,97.72,"Shan Herald Agency for News","Subnational","Around 1 February 2011 (from Jan-Feb 2011), in Nansang and Kunhing townships, Shan State, around 1,500 people have fled to the Thai border due to confiscation of land by the Myanmar army under the regional command 'Middle East.'",0
"MMR6850","08-February-2011",2011,"Strategic developments","Change to group/activity","Military Forces of Myanmar (1988-2011)","","","","Southeast Asia","Myanmar","Shan-South","Loilen","Kyethi","Kyethi",21.729,98.063,"Shan Herald Agency for News","Subnational","Starting on 8 Feb 2011, between Kehsi and Monghsu townships, Shan State, the Myanmar army blocked all trucks running on the roads leading to SSA-N's HQ Wanhai.",0
"MMR6851","09-February-2011",2011,"Strategic developments","Change to group/activity","Military Forces of Myanmar (1988-2011)","","","","Southeast Asia","Myanmar","Shan-East","Tachileik","Mongyawng","Mongyawng",21.179,100.358,"Shan Herald Agency for News","Subnational","On 9 Feb 2011, Mongyawng, Mongyawng Township, Shan State, the Myanmar army deployed six tanks and 6 military trucks carrying about 200 men and supplies to the area. Over 20 tanks more were expected to arrive the following days.",0
"MMR6854","15-February-2011",2011,"Strategic developments","Looting/property destruction","Military Forces of Myanmar (1988-2011)","","Civilians (Myanmar)","Farmers (Myanmar)","Southeast Asia","Myanmar","Shan-South","Loilen","Nansang","Nansang",20.889,97.72,"Shan Herald Agency for News","Subnational","Around 15 February 2011, in Kholam, Nansang township, Shan State, the Myanmar military seized about 6 square miles of cultivated land and 20 paddy rice fields. So far, the owners have not received any compensation.",0
"MMR6852","15-February-2011",2011,"Strategic developments","Looting/property destruction","Military Forces of Myanmar (1988-2011)","","Civilians (Myanmar)","Farmers (Myanmar)","Southeast Asia","Myanmar","Shan-South","Loilen","Kunhing","Kunhing",21.305,98.43,"Shan Herald Agency for News","Subnational","Around 15 Feb 2011, in Kunhing township, Shan State, the Myanmar military seized land from farmers without compensation.",0
"MMR6853","15-February-2011",2011,"Strategic developments","Other","Civilians (Myanmar)","Refugees/IDPs (Myanmar)","","","Southeast Asia","Myanmar","Shan-South","Loilen","Kunhing","Kunhing",21.305,98.43,"Shan Herald Agency for News","Subnational","Between Jan-Feb 2011, in Namsang and Kunhing townships, Shan State, around 1,500 people fled to the Thai border due to confiscation of land by the Myanmar army under the regional command 'Middle East.'",0
"MMR6856","27-February-2011",2011,"Strategic developments","Change to group/activity","Military Forces of Myanmar (1988-2011)","","","","Southeast Asia","Myanmar","Shan-South","Loilen","Laihka","Laihka",21.271,97.665,"Shan Herald Agency for News","Subnational","On 27 Feb 2011, Laikha Township, Shan State, the Myanmar army deployed 30 military trucks carrying armed soldiers.",0
"MMR198","07-March-2011",2011,"Strategic developments","Looting/property destruction","Police Forces of Myanmar (2011-2016) Border Area Immigration Scrutinization and Supervision Bureau (NaSaKa)","","Civilians (Myanmar)","","Southeast Asia","Myanmar","Rakhine","Maungdaw","Maungdaw","Maungdaw",20.826,92.366,"Democratic Voice of Burma","National","Property destruction: Around 7 March 2011, NaSaKa destroyed two houses at Khamaung Zeik, Maungdaw Township, Rakhine state.",0
"MMR211","17-March-2011",2011,"Strategic developments","Change to group/activity","Police Forces of Myanmar (2011-2016) Border Area Immigration Scrutinization and Supervision Bureau (NaSaKa)","","","","Southeast Asia","Myanmar","Rakhine","Maungdaw","Maungdaw","Maungdaw",20.826,92.366,"Irrawaddy","National","Security measures: On 17 March 2011, Nasaka authorities have declared a curfew and restricted movements in urban areas and villages in Maungdaw, Rakhine State.",0
"MMR218","22-March-2011",2011,"Strategic developments","Arrests","Police Forces of Myanmar (2011-2016) Border Area Immigration Scrutinization and Supervision Bureau (NaSaKa)","","Civilians (Myanmar)","Rohingya Muslim Group (Myanmar)","Southeast Asia","Myanmar","Rakhine","Maungdaw","Maungdaw","Maungdaw",20.826,92.366,"Irrawaddy","National","Arrests: On 22 March 2011, nearly 100 Rohingya Muslim men were arrested and accused of Taliban Ties in Maungdaw Township, Rakhine State by the Border security forces.",0
"MMR6859","27-March-2011",2011,"Strategic developments","Change to group/activity","Military Forces of Myanmar (1988-2011)","","","","Southeast Asia","Myanmar","Shan-East","Monghsat","Mongton","Mongton",20.296,98.897,"Shan Herald Agency for News","Subnational","On 27 Mar 2011, in Mongton Township, Shan State, the Myanmar army deployed 16 military trucks carrying hundreds of armed soldiers.",0
"MMR237","19-April-2011",2011,"Strategic developments","Looting/property destruction","Military Forces of Myanmar (2011-2016)","","Civilians (Myanmar)","","Southeast Asia","Myanmar","Shan-East","Kengtung","Kengtung","Kengtung",21.291,99.604,"Shan Herald Agency for News","Subnational","Property destruction: On 19 April 2011, the Myanmar army burned down the houses in 7 villages, 4 Lahu and 3 Palaung, in Mongpu Long village tract of Mongpiang township [which is 100 km west of Kengtung], Kayin State, accusing the villagers to support the SSA-S.",0
"MMR247","27-April-2011",2011,"Strategic developments","Non-violent transfer of territory","Military Forces of Myanmar (2011-2016)","","PSC/NDAA-ESS: Peace and Solidarity Committee/National Democratic Alliance Army-Eastern Shan State","","Southeast Asia","Myanmar","Shan-East","Tachileik","Mongyawng","Mongyawng",21.179,100.358,"Asian Tribune","Regional","NDAA has already pulled out from two of its tactical bases in Wan Kho and Pong Hiet in Shan State East's Mong-yawng township by the side of the west bank of the Mekong. Myanmar's military has taken over these two bases.",0
"MMR266","24-May-2011",2011,"Strategic developments","Change to group/activity","Military Forces of Myanmar (2011-2016) Border Guard Force","","","","Southeast Asia","Myanmar","Kayin","Hpa-An","Hlaingbwe","Myaing Gyi Ngu",17.359,97.674,"Irrawaddy","National","Change to armed group: On 24 May 2011, around 1,000 soldiers from the Border Guard Force (BGF), Battalion 1012, led by Po Bi, defected and joined the DKBA-5. They took full control of the BGF headquarters in Myaing Gyi Nyu.",0
"MMR6874","14-June-2011",2011,"Strategic developments","Change to group/activity","Military Forces of Myanmar (2011-2016)","","","","Southeast Asia","Myanmar","Shan-South","Loilen","Kyethi","Kyethi",21.729,98.063,"Shan Herald Agency for News","Subnational","On 14 June 2011, Kyethi Township, Shan State, 5 battalions of Myanmar Army troops were sent to SSA-N's Wanhai headquarters.",0
"MMR287","14-June-2011",2011,"Strategic developments","Looting/property destruction","KIO/KIA: Kachin Independence Organization/Kachin Independence Army","","Civilians (Myanmar)","","Southeast Asia","Myanmar","Kachin","Bhamo","Momauk","Momauk",24.251,97.348,"Irrawaddy","National","Property destruction: On 14-June-2011, at Nam Hpak Hka river, Momauk township, Kachin state, the KIA destroyed a strategic bridge to hinder Myanmar army reinforcements.",0
"MMR303","19-June-2011",2011,"Strategic developments","Looting/property destruction","KIO/KIA: Kachin Independence Organization/Kachin Independence Army","","Military Forces of Myanmar (2011-2016)","","Southeast Asia","Myanmar","Kachin","Bhamo","Bhamo","Bhamo",24.253,97.234,"Irrawaddy","National","Property destruction: On 19-June-2011, in Bhamo township, Kachin state, the KIA destroyed a Myanmar military intelligence post.",0
"MMR6879","28-June-2011",2011,"Strategic developments","Change to group/activity","Military Forces of Myanmar (2011-2016)","","","","Southeast Asia","Myanmar","Shan-North","Lashio","Tangyan","Tangyan",22.494,98.393,"Shan Herald Agency for News","Subnational","Around 28 June 2011, after the attack on a delegation of the Myanmar military, vehicles running between Tangyan and Panghsang have been banned by the military. Tangyan has been under curfew and local authorities questioned and checked everyone coming to the town.",0
"MMR354","19-July-2011",2011,"Strategic developments","Looting/property destruction","KIO/KIA: Kachin Independence Organization/Kachin Independence Army","","Civilians (Myanmar)","","Southeast Asia","Myanmar","Kachin","Myitkyina","Waingmaw","Waingmaw",25.35,97.438,"Mizzima","National","Property destruction: On July 19, in Waingmaw Township (Myitkyina, Kachin), KIO destroyed a 30-foot concrete bridge on the Pa Mwe River between Gayaran and Kazu villages.",0
"MMR359","20-July-2011",2011,"Strategic developments","Looting/property destruction","KIO/KIA: Kachin Independence Organization/Kachin Independence Army","","Civilians (Myanmar)","","Southeast Asia","Myanmar","Kachin","Myitkyina","Waingmaw","Waingmaw",25.35,97.438,"Mizzima","National","Property destruction: On 20-July-2011, at the Pa Mwe river, between Gayran and Kazu villages, Waingmaw township, Kachin state, the KIA destroyed a 30 foot concrete bridge.",0
