user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name
1682866646,1430155275248545798,2021-08-24T13:09:23Z,UNEthiopia,"#ILO and its tripartite constituents launched a #decent work country program for #Ethiopia

@CNSozi  @MusindoAlexio @AddisIlo 
https://t.co/TXn0WmXD7n",Twitter Web App,150,NA,NA,NA
1682866646,1430143167081467920,2021-08-24T12:21:16Z,UNEthiopia,"Our tireless #UNMISS peacekeepers from #Ethiopia 🇪🇹 just can’t stop doing good: on a patrol in Central Equatoria State #SouthSudan, they raised awareness on malaria and #COVID19 prevention, handed over blankets and bed linen to a hospital and treated patients. Take a bow! #A4P https://t.co/fWSntOCUJk",Twitter Web App,140,NA,NA,NA
1682866646,1429887251811651587,2021-08-23T19:24:21Z,UNEthiopia,"The transatlantic slave trade ended more than 200 years ago. 

Sadly, we continue to live in its shadows of racial injustice.

We urgently need to #FightRacism, dismantle racist structures and reform racist institutions. https://t.co/i1KrAkxhkq https://t.co/4CK3iEp2vu",Twitter Web App,140,NA,NA,NA
1682866646,1429052138408353794,2021-08-21T12:05:54Z,UNEthiopia,IOM is honoured to receive a Certificate of Appreciation from Gambella Regional State Health Bureau 🇪🇹 for supporting efforts towards combatting COVID-19 in the region. https://t.co/OHz9ZMtcKS,Twitter for Android,140,NA,NA,NA
1682866646,1428993063221874689,2021-08-21T08:11:10Z,UNEthiopia,Fantastic work by @WFP_Ethiopia colleagues and #Ethiopia federal and regional govt partners to commence food assistance to conflict-displaced communities in #Afar region. Over 100k people will be assisted initially. @WFP @UNEthiopia https://t.co/APp9DcxMJz,Twitter for Android,140,NA,NA,NA
1682866646,1428482511739494400,2021-08-19T22:22:25Z,UNEthiopia,"My appeal to give peace in Ethiopia a chance:

1. Hostilities must cease immediately.

2. Unrestricted humanitarian access must be guaranteed &amp; public services re-established.

3. Conditions must be created to allow for an Ethiopian-led political dialogue to find a solution. https://t.co/CYNt6w04GZ",Twitter for Android,140,NA,NA,NA
1682866646,1428425645781049360,2021-08-19T18:36:27Z,UNEthiopia,"I am gravely concerned about the situation in Ethiopia.

The Ethiopian people have suffered too much.

It's time to recognize there is no military solution.

It's time to put an end to the suffering.",Twitter Web App,140,NA,NA,NA
1682866646,1428394024814186503,2021-08-19T16:30:48Z,UNEthiopia,"#WorldHumanitarianDay ​honors aid workers who lost their lives in service. Today and always, we remember them. Humanitarians on the frontlines must be better protected. #NotATarget

@CNSozi @swomamo @OCHA_Ethiopia https://t.co/gb2SMSFFwn",Twitter Web App,213,NA,NA,NA
1682866646,1428360191641145347,2021-08-19T14:16:21Z,UNEthiopia,"Yemesrach is the first female @WFP driver ever in Dollo Ado, Somali region 🇪🇹 🚙

We thank all the brave #humanitarian workers around the world such as Yemesrach who defy the status quo to provide aid and protection 🙏💙

#WFPvoices #WHD2021 https://t.co/guKLGwbsvn",Twitter Web App,140,NA,NA,NA
1682866646,1428334278056808449,2021-08-19T12:33:23Z,UNEthiopia,"On this #WorldHumanitarianDay, we call on world leaders to put vulnerable people front and centre at the UN climate summit (COP26) in November. We are in a race against the #climatecrisis and we can’t leave anyone behind.
 
🔁🗨️❤️👍to join the call. #TheHumanRace https://t.co/VHFP1Qb9no",Twitter Web App,140,NA,NA,NA
1682866646,1428283669651808257,2021-08-19T09:12:17Z,UNEthiopia,"""Humanitarian workers are here to help the world’s most vulnerable people when disaster strikes. 

On #WorldHumanitarianDay, we pay tribute to aid workers everywhere, and commit to doing everything possible to protect them and their vital work.""

-@antonioguterres 

#TheHumanRace https://t.co/7duyKVBnwq",Twitter Web App,280,NA,NA,NA
1682866646,1428264579419811843,2021-08-19T07:56:26Z,UNEthiopia,"“Women of Faith” Initiative is working towards ending violence against women and girls in #Ethiopia.
@CNSozi @unwomenethiopia @ChiwaraLetty 

https://t.co/TPDoPOlLt1",Twitter Web App,165,NA,NA,NA
1682866646,1428264265815937025,2021-08-19T07:55:11Z,UNEthiopia,Today I exchanged views with President of #Afar region of #Ethiopia on the recurrent humanitarian crises affecting children and @UNICEFEthiopia response in support of government efforts. https://t.co/ISjCcRFQ2c,Twitter Web App,140,NA,NA,NA
1682866646,1428264158395523073,2021-08-19T07:54:45Z,UNEthiopia,Good discussions with #Afar Regional President Ato Awol Arba Unde and his team about opportunities and challenges facing the region. @WFP and other @UN agencies are delivering humanitarian assistance to conflict-displaced populations. ⁦@WFP_Ethiopia⁩ @UNEthiopia⁩ https://t.co/gqci8nBmiG,Twitter Web App,140,NA,NA,NA
1682866646,1428090529607213057,2021-08-18T20:24:49Z,UNEthiopia,"With main offices in Addis Ababa, Mekele, Semera, Nekemte, Hawasa and Jijiga, @OCHA_Ethiopia also has extension offices and bases in additional locations to address specific crisis.
🚩 Here is where we are located ⤵️ https://t.co/NKclz4JTkc",Twitter Web App,139,NA,NA,NA
