country,state,county,lat,lng,type,measure,beds,population,year,source,source_url
DE,,,51.0,9.0,ICU,1000HAB,0.292,80330000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
LU,,,49.75,6.17,ICU,1000HAB,0.248,511840,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
AT,,,47.33,13.33,ICU,1000HAB,0.218,8375000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
RO,,,46.0,25.0,ICU,1000HAB,0.214,20200000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
BE,,,50.83,4.0,ICU,1000HAB,0.159,11000000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
LT,,,56.0,24.0,ICU,1000HAB,0.155,3028000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
HR,,,45.17,15.5,ICU,1000HAB,0.147,4290000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
EE,,,59.0,26.0,ICU,1000HAB,0.146,1294455,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
HU,,,47.0,20.0,ICU,1000HAB,0.138,9937628,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
IT,,,42.83,12.83,ICU,1000HAB,0.125,59360000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
BG,,,43.0,25.0,ICU,1000HAB,0.122,7369000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
FR,,,46.0,2.0,ICU,1000HAB,0.116,64930000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
CZ,,,49.75,15.5,ICU,1000HAB,0.116,10560000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
CY,,,35.0,33.0,ICU,1000HAB,0.114,838897,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
CH,,,47.0,8.0,ICU,1000HAB,0.11,7870134,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
ES,,,40.0,-4.0,ICU,1000HAB,0.097,46670000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
LV,,,57.0,25.0,ICU,1000HAB,0.097,2070000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
SK,,,48.67,19.5,ICU,1000HAB,0.092,5404322,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
IS,,,65.0,-18.0,ICU,1000HAB,0.091,319575,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
NO,,,62.0,10.0,ICU,1000HAB,0.08,5000000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
AD,,,42.5,1.5,ICU,1000HAB,0.071,83747,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
PL,,,52.0,20.0,ICU,1000HAB,0.069,38060000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
DK,,,56.0,10.0,ICU,1000HAB,0.067,5580516,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
GB,,,54.0,-2.0,ICU,1000HAB,0.066,63020000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
IE,,,53.0,-8.0,ICU,1000HAB,0.065,4571000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
SI,,,46.0,15.0,ICU,1000HAB,0.064,2050000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
NL,,,52.5,5.75,ICU,1000HAB,0.064,16660000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
FI,,,64.0,26.0,ICU,1000HAB,0.061,5375000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
GR,,,39.0,22.0,ICU,1000HAB,0.06,11120000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
SE,,,62.0,15.0,ICU,1000HAB,0.058,9416000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8
PT,,,39.5,-8.0,ICU,1000HAB,0.042,10570000,2011,icm-journal,https://link.springer.com/article/10.1007/s00134-012-2627-8























