featureNam,pcode,featureRef,featureAlt,featureA_1,popPlaceCl,popPlace_1,admin4Name,admin4Pcod,admin3Name,admin3Pcod,admin2Name,admin2Pcod,admin1Name,admin1Pcod,admin0Name,admin0Pcod,date,validOn,validTo,featureA_2,featureA_3,POINT_X,POINT_Y,Latitude,Longitude,,
Duk Padiet,BK-0051,Duk Padiet,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.85467000000,7.75750000000,"7° 45' 27.000"" N","26° 51' 16.812"" E",,
Gete,BL-0221,Gete,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.68076000000,7.75807000000,"7° 45' 29.052"" N","27° 40' 50.736"" E",,
Bisellia,BL-0222,Bisellia,,,5,Secondary Town / Small Town,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.67769974800,7.75813624700,"7° 45' 29.290"" N","27° 40' 39.719"" E",,
Besselia,BL-0223,Besselia,,,6,Village,Besselia,,Beselia,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.69746380000,7.76584450000,"7° 45' 57.040"" N","27° 41' 50.870"" E",,
Gorinti,BL-0224,Gorinti,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.03000000000,7.76000000000,"7° 45' 36.000"" N","28° 1' 48.000"" E",,
Mogila,BL-0225,Mogila,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.68483000000,7.76102000000,"7° 45' 39.672"" N","27° 41' 5.388"" E",,
Ngua,BL-0226,Ngua,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.72777826400,7.76084530000,"7° 45' 39.043"" N","27° 43' 40.002"" E",,
Ngombolo,BL-0227,Ngombolo,,,6,Village,Besselia,,Beselia,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.60186700000,7.76585000000,"7° 45' 57.060"" N","27° 36' 6.721"" E",,
Nzarami,BL-0228,Nzarami,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.41666670000,7.76666670000,"7° 46' 0.000"" N","27° 25' 0.000"" E",,
Ngorombo,BL-0229,Ngorombo,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.59221000000,7.76978000000,"7° 46' 11.208"" N","27° 35' 31.956"" E",,
Pongo Kubur,BL-0230,Pongo Kubur,,,6,Village,KHOR GANA,,Besselia,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.16308120000,7.76986310000,"7° 46' 11.507"" N","28° 9' 47.092"" E",,
Alelychok,BL-0231,Alelychok,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.99644716800,7.77195886300,"7° 46' 19.052"" N","27° 59' 47.210"" E",,
Majok,BL-0232,Majok,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.09790064800,7.77214441300,"7° 46' 19.720"" N","28° 5' 52.442"" E",,
Ali Mboko,BK-0052,Ali Mboko,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.13060961100,7.76940528700,"7° 46' 9.859"" N","26° 7' 50.195"" E",,
Tumbal,BL-0233,Tumbal,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.63000000000,7.78000000000,"7° 46' 48.000"" N","27° 37' 48.000"" E",,
Alel chok,BL-0234,Alel chok,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.97848718000,7.77817212000,"7° 46' 41.420"" N","27° 58' 42.554"" E",,
Roroj Dong,BL-0235,Roroj Dong,Rocrocdong,,5,Secondary Town / Small Town,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.10993110000,7.77933997000,"7° 46' 45.624"" N","28° 6' 35.752"" E",,
Yirwa,BL-0236,Yirwa,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.25000000000,7.78000000000,"7° 46' 48.000"" N","27° 15' 0.000"" E",,
Sughayyir,BL-0237,Sughayyir,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.66000000000,7.78000000000,"7° 46' 48.000"" N","27° 39' 36.000"" E",,
Elelychok,BL-0238,Elelychok,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.01000000000,7.78000000000,"7° 46' 48.000"" N","28° 0' 36.000"" E",,
Baratong,BL-0239,Baratong,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.02703261300,7.78072226700,"7° 46' 50.600"" N","28° 1' 37.317"" E",,
Erua,BL-0240,Erua,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.22715769100,7.78128440400,"7° 46' 52.624"" N","27° 13' 37.768"" E",,
Rekuba Nzarami,BL-0241,Rekuba Nzarami,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.40000000000,7.78333330000,"7° 47' 0.000"" N","27° 24' 0.000"" E",,
Moga,BK-0053,Moga,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.04202969900,7.78422870100,"7° 47' 3.223"" N","26° 2' 31.307"" E",,
Kwumara,BK-0054,Kwumara,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.13297137800,7.78509286800,"7° 47' 6.334"" N","26° 7' 58.697"" E",,
Guju,BK-0055,Guju,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.05160901500,7.78775044700,"7° 47' 15.902"" N","26° 3' 5.792"" E",,
Khorr Ghana,BL-0242,Khorr Ghana,Khorgana,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.15305600000,7.78833000000,"7° 47' 17.988"" N","27° 9' 11.002"" E",,
Akej,BL-0243,Akej,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.94310301000,7.78839162700,"7° 47' 18.210"" N","27° 56' 35.171"" E",,
Mulukiyah,BL-0244,Mulukiyah,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.99000000000,7.79000000000,"7° 47' 24.000"" N","27° 59' 24.000"" E",,
Gunna,BL-0245,Gunna,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.15387026900,7.79045637500,"7° 47' 25.643"" N","27° 9' 13.933"" E",,
Moyen,BL-0246,Moyen,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.26322506400,7.79948261000,"7° 47' 58.137"" N","28° 15' 47.610"" E",,
Dud,BL-0247,Dud,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.09677348300,7.79486120600,"7° 47' 41.500"" N","28° 5' 48.385"" E",,
Dombo,BL-0248,Dombo,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.60536507900,7.79520975300,"7° 47' 42.755"" N","27° 36' 19.314"" E",,
Kpango,BL-0249,Kpango,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.31674000000,7.79652000000,"7° 47' 47.472"" N","27° 19' 0.264"" E",,
Jabir,BK-0056,Jabir,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.93074565400,7.80165935600,"7° 48' 5.974"" N","25° 55' 50.684"" E",,
Ngomba,BL-0250,Ngomba,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.32909000000,7.80182000000,"7° 48' 6.552"" N","27° 19' 44.724"" E",,
Maluil,BL-0251,Maluil,,,6,Village,Alel Chok,,Marial Bai,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.96556700000,7.80483000000,"7° 48' 17.388"" N","27° 57' 56.041"" E",,
Minyepi,BK-0057,Minyepi,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.12986405300,7.80603969200,"7° 48' 21.743"" N","26° 7' 47.511"" E",,
Moga,BK-0058,Moga,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.08000000000,7.81000000000,"7° 48' 36.000"" N","26° 4' 48.000"" E",,
Budi,BL-0252,Budi,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.60000000000,7.81000000000,"7° 48' 36.000"" N","27° 36' 0.000"" E",,
War Ayae,BL-0253,War Ayae,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.29196348100,7.81373623800,"7° 48' 49.450"" N","28° 17' 31.069"" E",,
Farash Bongo,BL-0254,Farash Bongo,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.57000000000,7.81000000000,"7° 48' 36.000"" N","27° 34' 12.000"" E",,
Bondas,BK-0059,Bondas,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.14000000000,7.82000000000,"7° 49' 12.000"" N","26° 8' 24.000"" E",,
Malak,BL-0255,Malak,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.14000000000,7.82000000000,"7° 49' 12.000"" N","27° 8' 24.000"" E",,
Warhok,BL-0256,Warhok,War Hok,,6,Village,Alel Chok,,Marial Bai,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.92181000000,7.82979000000,"7° 49' 47.244"" N","27° 55' 18.516"" E",,
Bilal Matar,BK-0060,Bilal Matar,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.12685456800,7.82613748200,"7° 49' 34.095"" N","26° 7' 36.676"" E",,
Musa Bilal,BK-0061,Musa Bilal,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.12080207600,7.84371766600,"7° 50' 37.384"" N","26° 7' 14.887"" E",,
Ainyar,BL-0257,Ainyar,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.09634400000,7.84559956300,"7° 50' 44.158"" N","28° 5' 46.838"" E",,
Rabeh Kaleh,BL-0258,Rabeh Kaleh,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.76422279800,7.84915264800,"7° 50' 56.950"" N","27° 45' 51.202"" E",,
War Riei,BL-0259,War Riei,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.91466916900,7.84996216800,"7° 50' 59.864"" N","27° 54' 52.809"" E",,
War-Riet,BL-0260,War-Riet,War Riet,War Riei,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.91656181800,7.85248367300,"7° 51' 8.941"" N","27° 54' 59.623"" E",,
Kornuk,BL-0261,Kornuk,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.15660659100,7.85306897200,"7° 51' 11.048"" N","28° 9' 23.784"" E",,
Thoragok,BL-0262,Thoragok,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.53863130000,7.85755910000,"7° 51' 27.213"" N","27° 32' 19.073"" E",,
Beringi,BL-0263,Beringi,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.72239071500,7.85776767300,"7° 51' 27.964"" N","27° 43' 20.607"" E",,
Gotiba,BL-0264,Gotiba,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.41666670000,7.86666670000,"7° 52' 0.000"" N","27° 25' 0.000"" E",,
Doleib,BK-0062,Doleib,Dulayb,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.11382026900,7.87310047900,"7° 52' 23.162"" N","26° 6' 49.753"" E",,
Waderil,BL-0265,Waderil,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.97000000000,7.88000000000,"7° 52' 48.000"" N","27° 58' 12.000"" E",,
Akrik,BL-0266,Akrik,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.12047662000,7.87368399000,"7° 52' 25.262"" N","28° 7' 13.716"" E",,
Lach,BL-0267,Lach,,,6,Village,Kuom,,Marial Bai,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.04825000000,7.88385000000,"7° 53' 1.860"" N","28° 2' 53.700"" E",,
Kondongo,BL-0268,Kondongo,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.66937271500,7.87938096800,"7° 52' 45.771"" N","27° 40' 9.742"" E",,
Rormajokoutvill,BL-0269,Rormajokoutvill,,,6,Village,Mabior Abiem,,Wan Bai,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.19155770000,7.88627650000,"7° 53' 10.595"" N","28° 11' 29.608"" E",,
Marial bai,BL-0270,Marial bai,,,5,Secondary Town / Small Town,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.97762200000,7.89087519000,"7° 53' 27.151"" N","27° 58' 39.439"" E",,
Lojo,BL-0271,Lojo,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.16938027500,7.89216080400,"7° 53' 31.779"" N","28° 10' 9.769"" E",,
Chief Majok Makwoich,BL-0272,Chief Majok Makwoich,Chief Majok M,Chief Majok M.,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.97761367700,7.89374450600,"7° 53' 37.480"" N","27° 58' 39.409"" E",,
Kwot,BL-0273,Kwot,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.85971352600,7.89685980300,"7° 53' 48.695"" N","27° 51' 34.969"" E",,
Atido,BL-0274,Atido,,,5,Secondary Town / Small Town,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.89701223800,7.89673464300,"7° 53' 48.245"" N","27° 53' 49.244"" E",,
Riviere Dollo,BJ-0003,Riviere Dollo,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.26666670000,7.90000000000,"7° 54' 0.000"" N","25° 16' 0.000"" E",,
Wargal,BL-0275,Wargal,War Gal,,6,Village,Acongchong,,Marial Bai,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.16814470000,7.91746210000,"7° 55' 2.864"" N","28° 10' 5.321"" E",,
Bakwondo,BL-0276,Bakwondo,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.61000000000,7.91000000000,"7° 54' 36.000"" N","27° 36' 36.000"" E",,
Baremadit,BL-0277,Baremadit,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.11000000000,7.91000000000,"7° 54' 36.000"" N","28° 6' 36.000"" E",,
Rakbak,BL-0278,Rakbak,Rak Bak,,6,Village,Acongchong,,Marial Bai,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.18515000000,7.91388000000,"7° 54' 49.968"" N","28° 11' 6.540"" E",,
Rehan,BL-0279,Rehan,,,6,Village,BESSELIA,,Besselia,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.66636253700,7.91252315500,"7° 54' 45.083"" N","27° 39' 58.905"" E",,
River Koko,BK-0063,River Koko,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.93333330000,7.91666670000,"7° 55' 0.000"" N","25° 56' 0.000"" E",,
Rihan Fei,BL-0280,Rihan Fei,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.60014775000,7.92113746500,"7° 55' 16.095"" N","27° 36' 0.532"" E",,
Achongchong,BL-0281,Achongchong,Acumcum,,5,Secondary Town / Small Town,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.16782812000,7.92255108800,"7° 55' 21.184"" N","28° 10' 4.181"" E",,
Nyin Akok,BL-0282,Nyin Akok,Nyinakok,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.03169890900,7.92311842900,"7° 55' 23.226"" N","28° 1' 54.116"" E",,
Gairi,BL-0283,Gairi,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.14580846300,7.92699776700,"7° 55' 37.192"" N","27° 8' 44.910"" E",,
Bargobo,BL-0284,Bargobo,Bar Gobo,,6,Village,Kayango,,Udici,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.69248131400,7.92471815200,"7° 55' 28.985"" N","27° 41' 32.933"" E",,
Gotbull,BL-0285,Gotbull,,,6,Village,Akuem Akok/Achongacong,,Marial Bai,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.17467850000,7.93121730000,"7° 55' 52.382"" N","28° 10' 28.843"" E",,
Kiyango,BL-0286,Kiyango,,,5,Secondary Town / Small Town,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.69191495300,7.93229144100,"7° 55' 56.249"" N","27° 41' 30.894"" E",,
Rigl Biri,BK-0064,Rigl Biri,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.55000000000,7.93333330000,"7° 56' 0.000"" N","26° 33' 0.000"" E",,
Bol,BL-0287,Bol,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.77286690300,7.93369602000,"7° 56' 1.306"" N","27° 46' 22.321"" E",,
Getti Bridge,BL-0288,Getti Bridge,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.85444440000,7.93972220000,"7° 56' 23.000"" N","27° 51' 16.000"" E",,
Sabaiya,BK-0065,Sabaiya,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.08812400500,7.94128469400,"7° 56' 28.625"" N","26° 5' 17.246"" E",,
Dok,BL-0289,Dok,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.17777780000,7.94416670000,"7° 56' 39.000"" N","28° 10' 40.000"" E",,
Getti,BL-0290,Getti,Gette,,5,Secondary Town / Small Town,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.84635947000,7.94614856000,"7° 56' 46.135"" N","27° 50' 46.894"" E",,
Umodo,BL-0291,Umodo,,,6,Village,Kayango,,Udici,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.62531430000,7.94213250000,"7° 56' 31.677"" N","27° 37' 31.131"" E",,
Riviere Raga,BJ-0004,Riviere Raga,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.15000000000,7.95000000000,"7° 57' 0.000"" N","25° 9' 0.000"" E",,
Riviere Gumburo,BJ-0005,Riviere Gumburo,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.28333330000,7.95000000000,"7° 57' 0.000"" N","25° 17' 0.000"" E",,
War-Deleyl,BL-0292,War-Deleyl,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.86000000000,7.95000000000,"7° 57' 0.000"" N","27° 51' 36.000"" E",,
Cum-chok,BL-0293,Cum-chok,Cumchok,,6,Village,Rocroc Wau,,Wau Bai,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.99150000000,7.95065000000,"7° 57' 2.340"" N","27° 59' 29.400"" E",,
Kayango,BL-0294,Kayango,,,6,Village,Kayango,,Udici,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.67633300000,7.95555000000,"7° 57' 19.980"" N","27° 40' 34.799"" E",,
Nyum Nyum,BK-0066,Nyum Nyum,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.08000000000,7.96000000000,"7° 57' 36.000"" N","26° 4' 48.000"" E",,
Bararud,BL-0295,Bararud,Barurud,,5,Secondary Town / Small Town,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.52236666700,7.95838000000,"7° 57' 30.168"" N","27° 31' 20.520"" E",,
Feinyol,BL-0296,Feinyol,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.79000000000,7.96000000000,"7° 57' 36.000"" N","27° 47' 24.000"" E",,
Makwoich,BL-0297,Makwoich,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.00802980600,7.95996430800,"7° 57' 35.872"" N","28° 0' 28.907"" E",,
Arrio,BL-0298,Arrio,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.98000000000,7.97000000000,"7° 58' 12.000"" N","27° 58' 48.000"" E",,
Offio,BL-0299,Offio,,,6,Village,,,,,Wau,SS8303,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.07282059200,7.96517379300,"7° 57' 54.626"" N","27° 4' 22.154"" E",,
Chief Tiyak Dol,BL-0300,Chief Tiyak Dol,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.98544332100,7.97271029200,"7° 58' 21.757"" N","27° 59' 7.596"" E",,
Abu Ras,BK-0067,Abu Ras,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.59903040800,7.97326250600,"7° 58' 23.745"" N","25° 35' 56.509"" E",,
Ayaer,BL-0301,Ayaer,,,6,Village,Udici,,Udici,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.82186700000,7.97563000000,"7° 58' 32.268"" N","27° 49' 18.721"" E",,
Mitambara,BK-0068,Mitambara,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,25.61080878300,7.97586755000,"7° 58' 33.123"" N","25° 36' 38.912"" E",,
Salih Kulungu,BK-0069,Salih Kulungu,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.09000000000,7.98000000000,"7° 58' 48.000"" N","26° 5' 24.000"" E",,
Abeo,BL-0302,Abeo,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.78000000000,7.98000000000,"7° 58' 48.000"" N","27° 46' 48.000"" E",,
Barud Mbaiya,BK-0070,Barud Mbaiya,,,6,Village,,,,,Raga,SS8301,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,26.07325164500,7.98269360400,"7° 58' 57.697"" N","26° 4' 23.706"" E",,
Dhok,BL-0303,Dhok,,,6,Village,Akuem agook,,Marial Bai,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,28.12136700000,7.98470000000,"7° 59' 4.920"" N","28° 7' 16.921"" E",,
Makot,BL-0304,Makot,,,6,Village,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.68701379000,7.98527432500,"7° 59' 6.988"" N","27° 41' 13.250"" E",,
Uthol,BL-0305,Uthol,Uthuol,,5,Secondary Town / Small Town,,,,,Jur River,SS8302,Western Bahr el Ghazal,SS83,South Sudan,SS,12/2/2015,2/2/2016,,,,27.85996666700,7.98028000000,"7° 58' 49.008"" N","27° 51' 35.880"" E",,
